Metro,Type,Month,Dimension,Measure,Value,YoY
Los Angeles,Job Title,2017-12,Pharmacy Technician,Median Base Pay,"$36,746",2.50%
Los Angeles,Job Title,2017-12,Graphic Designer,Median Base Pay,"$57,311",2.10%
Los Angeles,Job Title,2017-12,Web Developer,Median Base Pay,"$79,004",2.90%
Los Angeles,Job Title,2017-12,Business Development Manager,Median Base Pay,"$79,939",1.60%
Los Angeles,Job Title,2017-12,Data Scientist,Median Base Pay,"$116,218",1.50%
Los Angeles,Job Title,2017-12,Buyer,Median Base Pay,"$63,338",2.70%
Los Angeles,Job Title,2017-12,Data Analyst,Median Base Pay,"$71,790",1.60%
Los Angeles,Job Title,2017-12,Electrical Engineer,Median Base Pay,"$86,317",1.70%
Los Angeles,Job Title,2017-12,Attorney,Median Base Pay,"$124,606",1.40%
Los Angeles,Job Title,2017-12,Human Resources Manager,Median Base Pay,"$85,535",2.30%
Los Angeles,Job Title,2017-12,Technician,Median Base Pay,"$51,555",0.90%
Los Angeles,Job Title,2017-12,Restaurant Cook,Median Base Pay,"$32,549",5.30%
Los Angeles,Job Title,2017-12,Production Manager,Median Base Pay,"$79,916",1.20%
Los Angeles,Job Title,2017-12,Manufacturing Engineer,Median Base Pay,"$80,955",2.50%
Los Angeles,Job Title,2017-12,Retail Key Holder,Median Base Pay,"$33,248",0.80%
Los Angeles,Job Title,2017-12,Paralegal,Median Base Pay,"$61,377",5.30%
Los Angeles,Job Title,2017-12,Java Developer,Median Base Pay,"$85,348",-2.00%
Los Angeles,Job Title,2017-12,Warehouse Associate,Median Base Pay,"$47,788",4.60%
Los Angeles,Job Title,2017-12,Property Manager,Median Base Pay,"$60,065",0.70%
Los Angeles,Job Title,2017-12,Producer,Median Base Pay,"$79,852",2.60%
Los Angeles,Job Title,2017-12,Quality Engineer,Median Base Pay,"$81,916",1.30%
Los Angeles,Job Title,2017-12,Operations Analyst,Median Base Pay,"$60,699",0.60%
Los Angeles,Job Title,2017-12,Medical Assistant,Median Base Pay,"$37,872",1.90%
Los Angeles,Job Title,2017-12,Tax Manager,Median Base Pay,"$112,361",-0.20%
Los Angeles,Job Title,2017-12,Technical Editor,Median Base Pay,"$59,791",1.50%
Los Angeles,Job Title,2017-12,Truck Driver,Median Base Pay,"$56,005",3.90%
Los Angeles,Job Title,2017-12,Insurance Agent,Median Base Pay,"$46,031",2.90%
Los Angeles,Job Title,2017-12,Medical Technologist,Median Base Pay,"$64,850",6.70%
Los Angeles,Job Title,2017-12,Field Engineer,Median Base Pay,"$77,164",2.60%
Los Angeles,Job Title,2017-12,Machine Operator,Median Base Pay,"$37,007",-1.40%
Los Angeles,Job Title,2017-12,Communications Manager,Median Base Pay,"$82,176",1.50%
Los Angeles,Job Title,2017-12,Construction Laborer,Median Base Pay,"$40,728",1.40%
Los Angeles,Job Title,2017-12,Emergency Medical Technician,Median Base Pay,"$35,029",4.30%
Los Angeles,Job Title,2017-12,Web Designer,Median Base Pay,"$62,881",1.80%
Los Angeles,Job Title,2017-12,Maintenance Worker,Median Base Pay,"$41,723",-0.90%
Los Angeles,Job Title,2017-12,Barista,Median Base Pay,"$27,232",3.80%
Los Angeles,Job Title,2017-12,Bartender,Median Base Pay,"$31,571",-6.20%
Los Angeles,Job Title,2017-12,Civil Engineer,Median Base Pay,"$78,865",-1.10%
Los Angeles,Job Title,2017-12,Claims Adjuster,Median Base Pay,"$57,685",2.10%
Los Angeles,Job Title,2017-12,Certified Nursing Assistant,Median Base Pay,"$34,337",2.50%
Los Angeles,Job Title,2017-12,Customer Service Representative,Median Base Pay,"$42,274",2.70%
Los Angeles,Job Title,2017-12,Delivery Driver,Median Base Pay,"$41,342",3.80%
Los Angeles,Job Title,2017-12,Financial Advisor,Median Base Pay,"$57,184",1.90%
Los Angeles,Job Title,2017-12,Licensed Practical Nurse,Median Base Pay,"$50,153",2.40%
Los Angeles,Job Title,2017-12,Loan Officer,Median Base Pay,"$46,297",-5.70%
Los Angeles,Job Title,2017-12,Maintenance Technician,Median Base Pay,"$45,323",2.40%
Los Angeles,Job Title,2017-12,Material Handler,Median Base Pay,"$38,293",2.50%
Los Angeles,Job Title,2017-12,Network Engineer,Median Base Pay,"$85,021",1.40%
Los Angeles,Job Title,2017-12,Office Manager,Median Base Pay,"$55,825",-0.60%
Los Angeles,Job Title,2017-12,Pharmacist,Median Base Pay,"$135,978",2.50%
Los Angeles,Job Title,2017-12,Process Engineer,Median Base Pay,"$84,597",2.30%
Los Angeles,Job Title,2017-12,Program Manager,Median Base Pay,"$89,557",0.00%
Los Angeles,Job Title,2017-12,Research Assistant,Median Base Pay,"$34,431",0.70%
Los Angeles,Job Title,2017-12,Restaurant Manager,Median Base Pay,"$59,734",-0.20%
Los Angeles,Job Title,2017-12,Security Officer,Median Base Pay,"$37,601",2.70%
Los Angeles,Job Title,2017-12,Server,Median Base Pay,"$33,235",3.10%
Los Angeles,Job Title,2017-12,Solutions Architect,Median Base Pay,"$115,048",-0.80%
Los Angeles,Job Title,2017-12,Systems Engineer,Median Base Pay,"$91,020",1.80%
Los Angeles,Job Title,2017-12,Technical Support,Median Base Pay,"$55,051",4.00%
Los Angeles,Job Title,2017-12,UX Designer,Median Base Pay,"$87,756",-0.70%
Philadelphia,Job Title,2017-12,Software Engineer,Median Base Pay,"$85,288",0.90%
Philadelphia,Job Title,2017-12,Programmer Analyst,Median Base Pay,"$71,031",-0.20%
Philadelphia,Job Title,2017-12,Consultant,Median Base Pay,"$82,984",-0.60%
Philadelphia,Job Title,2017-12,Project Manager,Median Base Pay,"$77,222",0.50%
Philadelphia,Job Title,2017-12,Store Manager,Median Base Pay,"$52,767",1.30%
Philadelphia,Job Title,2017-12,Business Analyst,Median Base Pay,"$69,073",2.50%
Philadelphia,Job Title,2017-12,Cashier,Median Base Pay,"$27,015",2.90%
Philadelphia,Job Title,2017-12,Financial Analyst,Median Base Pay,"$63,025",0.70%
Philadelphia,Job Title,2017-12,Administrative Assistant,Median Base Pay,"$41,298",0.30%
Philadelphia,Job Title,2017-12,Accountant,Median Base Pay,"$57,769",0.20%
Philadelphia,Job Title,2017-12,Sales Representative,Median Base Pay,"$49,788",2.50%
Philadelphia,Job Title,2017-12,Professor,Median Base Pay,"$97,073",-1.00%
Philadelphia,Job Title,2017-12,Registered Nurse,Median Base Pay,"$73,167",0.80%
Philadelphia,Job Title,2017-12,Marketing Manager,Median Base Pay,"$76,559",0.00%
Philadelphia,Job Title,2017-12,Operations Manager,Median Base Pay,"$70,370",-0.70%
Philadelphia,Job Title,2017-12,Product Manager,Median Base Pay,"$93,824",-0.70%
Philadelphia,Job Title,2017-12,Sales Manager,Median Base Pay,"$65,175",-0.60%
Philadelphia,Job Title,2017-12,Teacher,Median Base Pay,"$50,490",0.90%
Philadelphia,Job Title,2017-12,Bank Teller,Median Base Pay,"$29,584",2.80%
Philadelphia,Job Title,2017-12,Customer Service Manager,Median Base Pay,"$57,878",-0.10%
Philadelphia,Job Title,2017-12,Physical Therapist,Median Base Pay,"$78,871",-0.90%
Philadelphia,Job Title,2017-12,Mechanical Engineer,Median Base Pay,"$75,535",0.00%
Philadelphia,Job Title,2017-12,Recruiter,Median Base Pay,"$51,786",0.80%
Philadelphia,Job Title,2017-12,Design Engineer,Median Base Pay,"$77,215",3.30%
Philadelphia,Job Title,2017-12,Pharmacy Technician,Median Base Pay,"$28,435",1.30%
Philadelphia,Job Title,2017-12,Graphic Designer,Median Base Pay,"$48,715",1.00%
Philadelphia,Job Title,2017-12,Web Developer,Median Base Pay,"$69,052",1.70%
Philadelphia,Job Title,2017-12,Business Development Manager,Median Base Pay,"$71,492",0.50%
Philadelphia,Job Title,2017-12,Data Scientist,Median Base Pay,"$97,169",0.40%
Philadelphia,Job Title,2017-12,Buyer,Median Base Pay,"$58,714",1.50%
Philadelphia,Job Title,2017-12,Data Analyst,Median Base Pay,"$62,278",0.40%
Philadelphia,Job Title,2017-12,Electrical Engineer,Median Base Pay,"$80,030",0.60%
Philadelphia,Job Title,2017-12,Attorney,Median Base Pay,"$101,711",0.20%
Philadelphia,Job Title,2017-12,Human Resources Manager,Median Base Pay,"$76,368",1.10%
Philadelphia,Job Title,2017-12,Technician,Median Base Pay,"$47,613",-0.20%
Philadelphia,Job Title,2017-12,Restaurant Cook,Median Base Pay,"$29,883",4.10%
Philadelphia,Job Title,2017-12,Production Manager,Median Base Pay,"$67,039",0.00%
Philadelphia,Job Title,2017-12,Manufacturing Engineer,Median Base Pay,"$74,431",1.30%
Philadelphia,Job Title,2017-12,Retail Key Holder,Median Base Pay,"$30,121",-0.40%
Philadelphia,Job Title,2017-12,Paralegal,Median Base Pay,"$51,590",4.10%
Philadelphia,Job Title,2017-12,Java Developer,Median Base Pay,"$76,132",-3.10%
Philadelphia,Job Title,2017-12,Warehouse Associate,Median Base Pay,"$44,778",3.40%
Philadelphia,Job Title,2017-12,Property Manager,Median Base Pay,"$56,965",-0.50%
Philadelphia,Job Title,2017-12,Producer,Median Base Pay,"$59,094",1.40%
Philadelphia,Job Title,2017-12,Quality Engineer,Median Base Pay,"$74,924",0.10%
Philadelphia,Job Title,2017-12,Operations Analyst,Median Base Pay,"$59,533",-0.60%
Philadelphia,Job Title,2017-12,Medical Assistant,Median Base Pay,"$36,064",0.70%
Philadelphia,Job Title,2017-12,Tax Manager,Median Base Pay,"$101,923",-1.30%
Philadelphia,Job Title,2017-12,Technical Editor,Median Base Pay,"$54,256",0.40%
Philadelphia,Job Title,2017-12,Truck Driver,Median Base Pay,"$56,100",2.70%
Philadelphia,Job Title,2017-12,Insurance Agent,Median Base Pay,"$43,100",1.80%
Philadelphia,Job Title,2017-12,Medical Technologist,Median Base Pay,"$60,322",5.50%
Philadelphia,Job Title,2017-12,Field Engineer,Median Base Pay,"$69,538",1.50%
Philadelphia,Job Title,2017-12,Machine Operator,Median Base Pay,"$42,989",-2.60%
Philadelphia,Job Title,2017-12,Communications Manager,Median Base Pay,"$73,210",0.40%
Philadelphia,Job Title,2017-12,Construction Laborer,Median Base Pay,"$42,078",0.30%
Philadelphia,Job Title,2017-12,Emergency Medical Technician,Median Base Pay,"$37,751",3.10%
Philadelphia,Job Title,2017-12,Web Designer,Median Base Pay,"$55,914",0.60%
Philadelphia,Job Title,2017-12,Maintenance Worker,Median Base Pay,"$37,380",-2.00%
Philadelphia,Job Title,2017-12,Barista,Median Base Pay,"$23,506",2.60%
Philadelphia,Job Title,2017-12,Bartender,Median Base Pay,"$33,150",-7.30%
Philadelphia,Job Title,2017-12,Civil Engineer,Median Base Pay,"$71,973",-2.20%
Philadelphia,Job Title,2017-12,Claims Adjuster,Median Base Pay,"$51,892",1.00%
Philadelphia,Job Title,2017-12,Certified Nursing Assistant,Median Base Pay,"$31,523",1.40%
Philadelphia,Job Title,2017-12,Customer Service Representative,Median Base Pay,"$39,438",1.50%
Philadelphia,Job Title,2017-12,Delivery Driver,Median Base Pay,"$38,669",2.60%
Philadelphia,Job Title,2017-12,Financial Advisor,Median Base Pay,"$59,197",0.80%
Philadelphia,Job Title,2017-12,Licensed Practical Nurse,Median Base Pay,"$52,733",1.30%
Philadelphia,Job Title,2017-12,Loan Officer,Median Base Pay,"$41,773",-6.70%
Philadelphia,Job Title,2017-12,Maintenance Technician,Median Base Pay,"$44,809",1.20%
Philadelphia,Job Title,2017-12,Material Handler,Median Base Pay,"$37,137",1.30%
Philadelphia,Job Title,2017-12,Network Engineer,Median Base Pay,"$77,073",0.20%
Philadelphia,Job Title,2017-12,Office Manager,Median Base Pay,"$50,866",-1.70%
Philadelphia,Job Title,2017-12,Pharmacist,Median Base Pay,"$120,488",1.30%
Philadelphia,Job Title,2017-12,Process Engineer,Median Base Pay,"$81,114",1.20%
Philadelphia,Job Title,2017-12,Program Manager,Median Base Pay,"$79,005",-1.20%
Philadelphia,Job Title,2017-12,Research Assistant,Median Base Pay,"$31,306",-0.50%
Philadelphia,Job Title,2017-12,Restaurant Manager,Median Base Pay,"$52,501",-1.30%
Philadelphia,Job Title,2017-12,Security Officer,Median Base Pay,"$34,359",1.50%
Philadelphia,Job Title,2017-12,Server,Median Base Pay,"$36,287",2.00%
Philadelphia,Job Title,2017-12,Solutions Architect,Median Base Pay,"$108,313",-1.90%
Philadelphia,Job Title,2017-12,Systems Engineer,Median Base Pay,"$79,579",0.70%
Philadelphia,Job Title,2017-12,Technical Support,Median Base Pay,"$50,680",2.80%
Philadelphia,Job Title,2017-12,UX Designer,Median Base Pay,"$73,601",-1.80%
Houston,Job Title,2017-12,Software Engineer,Median Base Pay,"$83,502",0.30%
Houston,Job Title,2017-12,Programmer Analyst,Median Base Pay,"$69,970",-0.90%
Houston,Job Title,2017-12,Consultant,Median Base Pay,"$84,141",-1.30%
Houston,Job Title,2017-12,Project Manager,Median Base Pay,"$83,711",-0.20%
Houston,Job Title,2017-12,Store Manager,Median Base Pay,"$50,745",0.60%
Houston,Job Title,2017-12,Business Analyst,Median Base Pay,"$71,853",1.90%
Houston,Job Title,2017-12,Cashier,Median Base Pay,"$26,642",2.30%
Houston,Job Title,2017-12,Financial Analyst,Median Base Pay,"$68,444",0.10%
Houston,Job Title,2017-12,Administrative Assistant,Median Base Pay,"$41,951",-0.40%
Houston,Job Title,2017-12,Accountant,Median Base Pay,"$58,933",-0.50%
Houston,Job Title,2017-12,Sales Representative,Median Base Pay,"$48,482",1.80%
Houston,Job Title,2017-12,Professor,Median Base Pay,"$97,439",-1.60%
Houston,Job Title,2017-12,Registered Nurse,Median Base Pay,"$71,431",0.10%
Houston,Job Title,2017-12,Marketing Manager,Median Base Pay,"$73,832",-0.60%
Houston,Job Title,2017-12,Operations Manager,Median Base Pay,"$68,858",-1.30%
Houston,Job Title,2017-12,Product Manager,Median Base Pay,"$96,195",-1.30%
Houston,Job Title,2017-12,Sales Manager,Median Base Pay,"$65,787",-1.30%
Houston,Job Title,2017-12,Teacher,Median Base Pay,"$50,834",0.30%
Houston,Job Title,2017-12,Bank Teller,Median Base Pay,"$28,394",2.20%
Houston,Job Title,2017-12,Customer Service Manager,Median Base Pay,"$55,475",-0.80%
Houston,Job Title,2017-12,Physical Therapist,Median Base Pay,"$74,791",-1.60%
Houston,Job Title,2017-12,Mechanical Engineer,Median Base Pay,"$80,494",-0.70%
Houston,Job Title,2017-12,Recruiter,Median Base Pay,"$52,044",0.20%
Houston,Job Title,2017-12,Design Engineer,Median Base Pay,"$84,350",2.60%
Houston,Job Title,2017-12,Pharmacy Technician,Median Base Pay,"$32,154",0.70%
Houston,Job Title,2017-12,Graphic Designer,Median Base Pay,"$47,651",0.30%
Houston,Job Title,2017-12,Web Developer,Median Base Pay,"$70,349",1.00%
Houston,Job Title,2017-12,Business Development Manager,Median Base Pay,"$77,699",-0.20%
Houston,Job Title,2017-12,Data Scientist,Median Base Pay,"$102,188",-0.30%
Houston,Job Title,2017-12,Buyer,Median Base Pay,"$59,399",0.80%
Houston,Job Title,2017-12,Data Analyst,Median Base Pay,"$63,214",-0.30%
Houston,Job Title,2017-12,Electrical Engineer,Median Base Pay,"$82,350",-0.10%
Houston,Job Title,2017-12,Attorney,Median Base Pay,"$117,146",-0.40%
Houston,Job Title,2017-12,Human Resources Manager,Median Base Pay,"$81,104",0.50%
Houston,Job Title,2017-12,Technician,Median Base Pay,"$46,785",-0.90%
Houston,Job Title,2017-12,Restaurant Cook,Median Base Pay,"$26,858",3.40%
Houston,Job Title,2017-12,Production Manager,Median Base Pay,"$70,717",-0.60%
Houston,Job Title,2017-12,Manufacturing Engineer,Median Base Pay,"$75,909",0.70%
Houston,Job Title,2017-12,Retail Key Holder,Median Base Pay,"$28,747",-1.00%
Houston,Job Title,2017-12,Paralegal,Median Base Pay,"$54,394",3.40%
Houston,Job Title,2017-12,Java Developer,Median Base Pay,"$80,317",-3.80%
Houston,Job Title,2017-12,Warehouse Associate,Median Base Pay,"$40,659",2.80%
Houston,Job Title,2017-12,Property Manager,Median Base Pay,"$51,808",-1.10%
Houston,Job Title,2017-12,Producer,Median Base Pay,"$59,160",0.80%
Houston,Job Title,2017-12,Quality Engineer,Median Base Pay,"$74,113",-0.50%
Houston,Job Title,2017-12,Operations Analyst,Median Base Pay,"$62,175",-1.20%
Houston,Job Title,2017-12,Medical Assistant,Median Base Pay,"$35,434",0.10%
Houston,Job Title,2017-12,Tax Manager,Median Base Pay,"$103,327",-2.00%
Houston,Job Title,2017-12,Technical Editor,Median Base Pay,"$54,416",-0.30%
Houston,Job Title,2017-12,Truck Driver,Median Base Pay,"$54,119",2.00%
Houston,Job Title,2017-12,Insurance Agent,Median Base Pay,"$36,867",1.10%
Houston,Job Title,2017-12,Medical Technologist,Median Base Pay,"$58,211",4.80%
Houston,Job Title,2017-12,Field Engineer,Median Base Pay,"$71,849",0.80%
Houston,Job Title,2017-12,Machine Operator,Median Base Pay,"$39,916",-3.20%
Houston,Job Title,2017-12,Communications Manager,Median Base Pay,"$70,977",-0.30%
Houston,Job Title,2017-12,Construction Laborer,Median Base Pay,"$36,081",-0.40%
Houston,Job Title,2017-12,Emergency Medical Technician,Median Base Pay,"$38,000",2.40%
Houston,Job Title,2017-12,Web Designer,Median Base Pay,"$55,392",0.00%
Houston,Job Title,2017-12,Maintenance Worker,Median Base Pay,"$37,671",-2.70%
Houston,Job Title,2017-12,Barista,Median Base Pay,"$22,484",1.90%
Houston,Job Title,2017-12,Bartender,Median Base Pay,"$33,535",-7.90%
Houston,Job Title,2017-12,Civil Engineer,Median Base Pay,"$75,099",-2.80%
Houston,Job Title,2017-12,Claims Adjuster,Median Base Pay,"$50,996",0.30%
Houston,Job Title,2017-12,Certified Nursing Assistant,Median Base Pay,"$27,875",0.70%
Houston,Job Title,2017-12,Customer Service Representative,Median Base Pay,"$36,736",0.90%
Houston,Job Title,2017-12,Delivery Driver,Median Base Pay,"$36,324",2.00%
Houston,Job Title,2017-12,Financial Advisor,Median Base Pay,"$49,395",0.10%
Houston,Job Title,2017-12,Licensed Practical Nurse,Median Base Pay,"$47,120",0.60%
Houston,Job Title,2017-12,Loan Officer,Median Base Pay,"$42,246",-7.40%
Houston,Job Title,2017-12,Maintenance Technician,Median Base Pay,"$43,226",0.60%
Houston,Job Title,2017-12,Material Handler,Median Base Pay,"$36,451",0.70%
Houston,Job Title,2017-12,Network Engineer,Median Base Pay,"$78,208",-0.40%
Houston,Job Title,2017-12,Office Manager,Median Base Pay,"$49,297",-2.40%
Houston,Job Title,2017-12,Pharmacist,Median Base Pay,"$115,565",0.70%
Houston,Job Title,2017-12,Process Engineer,Median Base Pay,"$89,278",0.50%
Houston,Job Title,2017-12,Program Manager,Median Base Pay,"$78,170",-1.80%
Houston,Job Title,2017-12,Research Assistant,Median Base Pay,"$30,546",-1.10%
Houston,Job Title,2017-12,Restaurant Manager,Median Base Pay,"$52,900",-1.90%
Houston,Job Title,2017-12,Security Officer,Median Base Pay,"$34,473",0.80%
Houston,Job Title,2017-12,Server,Median Base Pay,"$30,608",1.30%
Houston,Job Title,2017-12,Solutions Architect,Median Base Pay,"$104,443",-2.60%
Houston,Job Title,2017-12,Systems Engineer,Median Base Pay,"$75,474",0.00%
Houston,Job Title,2017-12,Technical Support,Median Base Pay,"$48,926",2.10%
Houston,Job Title,2017-12,UX Designer,Median Base Pay,"$78,664",-2.40%
Seattle,Job Title,2017-12,Software Engineer,Median Base Pay,"$111,683",2.20%
Seattle,Job Title,2017-12,Programmer Analyst,Median Base Pay,"$84,340",1.00%
Seattle,Job Title,2017-12,Consultant,Median Base Pay,"$89,600",0.60%
Seattle,Job Title,2017-12,Project Manager,Median Base Pay,"$84,795",1.70%
Seattle,Job Title,2017-12,Store Manager,Median Base Pay,"$57,661",2.60%
Seattle,Job Title,2017-12,Business Analyst,Median Base Pay,"$78,176",3.80%
Seattle,Job Title,2017-12,Cashier,Median Base Pay,"$34,601",4.20%
Seattle,Job Title,2017-12,Financial Analyst,Median Base Pay,"$72,659",2.00%
Seattle,Job Title,2017-12,Administrative Assistant,Median Base Pay,"$47,943",1.50%
Seattle,Job Title,2017-12,Accountant,Median Base Pay,"$62,308",1.40%
Seattle,Job Title,2017-12,Sales Representative,Median Base Pay,"$52,549",3.80%
Seattle,Job Title,2017-12,Professor,Median Base Pay,"$100,141",0.20%
Seattle,Job Title,2017-12,Registered Nurse,Median Base Pay,"$78,277",2.00%
Seattle,Job Title,2017-12,Marketing Manager,Median Base Pay,"$87,686",1.20%
Seattle,Job Title,2017-12,Operations Manager,Median Base Pay,"$76,125",0.60%
Seattle,Job Title,2017-12,Product Manager,Median Base Pay,"$110,712",0.50%
Seattle,Job Title,2017-12,Sales Manager,Median Base Pay,"$71,215",0.60%
Seattle,Job Title,2017-12,Teacher,Median Base Pay,"$54,774",2.20%
Seattle,Job Title,2017-12,Bank Teller,Median Base Pay,"$32,279",4.10%
Seattle,Job Title,2017-12,Customer Service Manager,Median Base Pay,"$62,482",1.10%
Seattle,Job Title,2017-12,Physical Therapist,Median Base Pay,"$76,021",0.30%
Seattle,Job Title,2017-12,Mechanical Engineer,Median Base Pay,"$83,449",1.20%
Seattle,Job Title,2017-12,Recruiter,Median Base Pay,"$61,459",2.10%
Seattle,Job Title,2017-12,Design Engineer,Median Base Pay,"$86,143",4.60%
Seattle,Job Title,2017-12,Pharmacy Technician,Median Base Pay,"$40,686",2.60%
Seattle,Job Title,2017-12,Graphic Designer,Median Base Pay,"$59,704",2.20%
Seattle,Job Title,2017-12,Web Developer,Median Base Pay,"$86,625",2.90%
Seattle,Job Title,2017-12,Business Development Manager,Median Base Pay,"$84,933",1.70%
Seattle,Job Title,2017-12,Data Scientist,Median Base Pay,"$124,099",1.60%
Seattle,Job Title,2017-12,Buyer,Median Base Pay,"$69,657",2.70%
Seattle,Job Title,2017-12,Data Analyst,Median Base Pay,"$71,580",1.60%
Seattle,Job Title,2017-12,Electrical Engineer,Median Base Pay,"$89,000",1.80%
Seattle,Job Title,2017-12,Attorney,Median Base Pay,"$109,538",1.50%
Seattle,Job Title,2017-12,Human Resources Manager,Median Base Pay,"$85,956",2.40%
Seattle,Job Title,2017-12,Technician,Median Base Pay,"$52,100",1.00%
Seattle,Job Title,2017-12,Restaurant Cook,Median Base Pay,"$34,429",5.40%
Seattle,Job Title,2017-12,Production Manager,Median Base Pay,"$71,786",1.20%
Seattle,Job Title,2017-12,Manufacturing Engineer,Median Base Pay,"$79,607",2.60%
Seattle,Job Title,2017-12,Retail Key Holder,Median Base Pay,"$34,416",0.90%
Seattle,Job Title,2017-12,Paralegal,Median Base Pay,"$62,570",5.30%
Seattle,Job Title,2017-12,Java Developer,Median Base Pay,"$85,991",-1.90%
Seattle,Job Title,2017-12,Warehouse Associate,Median Base Pay,"$49,920",4.70%
Seattle,Job Title,2017-12,Property Manager,Median Base Pay,"$60,063",0.80%
Seattle,Job Title,2017-12,Producer,Median Base Pay,"$78,434",2.70%
Seattle,Job Title,2017-12,Quality Engineer,Median Base Pay,"$82,820",1.40%
Seattle,Job Title,2017-12,Operations Analyst,Median Base Pay,"$66,744",0.70%
Seattle,Job Title,2017-12,Medical Assistant,Median Base Pay,"$45,067",2.00%
Seattle,Job Title,2017-12,Tax Manager,Median Base Pay,"$104,813",-0.10%
Seattle,Job Title,2017-12,Technical Editor,Median Base Pay,"$77,654",1.60%
Seattle,Job Title,2017-12,Truck Driver,Median Base Pay,"$56,007",4.00%
Seattle,Job Title,2017-12,Insurance Agent,Median Base Pay,"$40,197",3.00%
Seattle,Job Title,2017-12,Medical Technologist,Median Base Pay,"$67,405",6.80%
Seattle,Job Title,2017-12,Field Engineer,Median Base Pay,"$75,257",2.70%
Seattle,Job Title,2017-12,Machine Operator,Median Base Pay,"$43,071",-1.40%
Seattle,Job Title,2017-12,Communications Manager,Median Base Pay,"$85,560",1.60%
Seattle,Job Title,2017-12,Construction Laborer,Median Base Pay,"$50,473",1.50%
Seattle,Job Title,2017-12,Emergency Medical Technician,Median Base Pay,"$41,249",4.40%
Seattle,Job Title,2017-12,Web Designer,Median Base Pay,"$63,749",1.90%
Seattle,Job Title,2017-12,Maintenance Worker,Median Base Pay,"$49,599",-0.80%
Seattle,Job Title,2017-12,Barista,Median Base Pay,"$29,434",3.90%
Seattle,Job Title,2017-12,Bartender,Median Base Pay,"$35,357",-6.10%
Seattle,Job Title,2017-12,Civil Engineer,Median Base Pay,"$74,269",-1.00%
Seattle,Job Title,2017-12,Claims Adjuster,Median Base Pay,"$54,965",2.20%
Seattle,Job Title,2017-12,Certified Nursing Assistant,Median Base Pay,"$36,390",2.60%
Seattle,Job Title,2017-12,Customer Service Representative,Median Base Pay,"$43,105",2.80%
Seattle,Job Title,2017-12,Delivery Driver,Median Base Pay,"$45,351",3.90%
Seattle,Job Title,2017-12,Financial Advisor,Median Base Pay,"$52,672",2.00%
Seattle,Job Title,2017-12,Licensed Practical Nurse,Median Base Pay,"$51,572",2.50%
Seattle,Job Title,2017-12,Loan Officer,Median Base Pay,"$46,095",-5.60%
Seattle,Job Title,2017-12,Maintenance Technician,Median Base Pay,"$51,452",2.50%
Seattle,Job Title,2017-12,Material Handler,Median Base Pay,"$39,971",2.60%
Seattle,Job Title,2017-12,Network Engineer,Median Base Pay,"$92,832",1.40%
Seattle,Job Title,2017-12,Office Manager,Median Base Pay,"$55,296",-0.50%
Seattle,Job Title,2017-12,Pharmacist,Median Base Pay,"$128,232",2.60%
Seattle,Job Title,2017-12,Process Engineer,Median Base Pay,"$89,959",2.40%
Seattle,Job Title,2017-12,Program Manager,Median Base Pay,"$96,951",0.10%
Seattle,Job Title,2017-12,Research Assistant,Median Base Pay,"$33,348",0.70%
Seattle,Job Title,2017-12,Restaurant Manager,Median Base Pay,"$54,796",-0.10%
Seattle,Job Title,2017-12,Security Officer,Median Base Pay,"$44,398",2.70%
Seattle,Job Title,2017-12,Server,Median Base Pay,"$37,164",3.20%
Seattle,Job Title,2017-12,Solutions Architect,Median Base Pay,"$115,861",-0.70%
Seattle,Job Title,2017-12,Systems Engineer,Median Base Pay,"$93,304",1.90%
Seattle,Job Title,2017-12,Technical Support,Median Base Pay,"$52,814",4.00%
Seattle,Job Title,2017-12,UX Designer,Median Base Pay,"$93,847",-0.60%
San Francisco,Job Title,2017-12,Software Engineer,Median Base Pay,"$120,338",2.50%
San Francisco,Job Title,2017-12,Programmer Analyst,Median Base Pay,"$88,976",1.40%
San Francisco,Job Title,2017-12,Consultant,Median Base Pay,"$98,141",0.90%
San Francisco,Job Title,2017-12,Project Manager,Median Base Pay,"$94,151",2.00%
San Francisco,Job Title,2017-12,Store Manager,Median Base Pay,"$65,142",2.90%
San Francisco,Job Title,2017-12,Business Analyst,Median Base Pay,"$85,975",4.10%
San Francisco,Job Title,2017-12,Cashier,Median Base Pay,"$33,892",4.60%
San Francisco,Job Title,2017-12,Financial Analyst,Median Base Pay,"$82,217",2.30%
San Francisco,Job Title,2017-12,Administrative Assistant,Median Base Pay,"$54,048",1.80%
San Francisco,Job Title,2017-12,Accountant,Median Base Pay,"$70,912",1.80%
San Francisco,Job Title,2017-12,Sales Representative,Median Base Pay,"$59,541",4.10%
San Francisco,Job Title,2017-12,Professor,Median Base Pay,"$127,710",0.60%
San Francisco,Job Title,2017-12,Registered Nurse,Median Base Pay,"$114,148",2.40%
San Francisco,Job Title,2017-12,Marketing Manager,Median Base Pay,"$99,307",1.60%
San Francisco,Job Title,2017-12,Operations Manager,Median Base Pay,"$85,290",0.90%
San Francisco,Job Title,2017-12,Product Manager,Median Base Pay,"$125,032",0.90%
San Francisco,Job Title,2017-12,Sales Manager,Median Base Pay,"$79,087",0.90%
San Francisco,Job Title,2017-12,Teacher,Median Base Pay,"$64,537",2.50%
San Francisco,Job Title,2017-12,Bank Teller,Median Base Pay,"$33,601",4.50%
