Metro,Type,Month,Dimension,Measure,Value,YoY
Atlanta,Industry,2018-01,Energy & Utilities,Median Base Pay,58171,
Atlanta,Industry,2018-01,Facilities,Median Base Pay,49489,
Atlanta,Industry,2018-01,Farming & Agriculture,Median Base Pay,53403,
Atlanta,Industry,2018-01,Government,Median Base Pay,53560,
Atlanta,Industry,2018-01,Health Care & Hospitals,Median Base Pay,52563,
Atlanta,Industry,2018-01,Information Technology,Median Base Pay,54336,
Atlanta,Industry,2018-01,Insurance,Median Base Pay,54168,
Atlanta,Industry,2018-01,Internet & Tech,Median Base Pay,54347,
Atlanta,Industry,2018-01,Manufacturing,Median Base Pay,54648,
Atlanta,Industry,2018-01,Marketing & Advertising,Median Base Pay,51026,
Atlanta,Industry,2018-01,Media & Publishing,Median Base Pay,52319,
Atlanta,Industry,2018-01,Nonprofit,Median Base Pay,50944,
Atlanta,Industry,2018-01,Private Security,Median Base Pay,49269,
Atlanta,Industry,2018-01,Real Estate,Median Base Pay,51690,
Atlanta,Industry,2018-01,Recruiting & Staffing,Median Base Pay,51495,
Atlanta,Industry,2018-01,Restaurants & Bars,Median Base Pay,49558,
Atlanta,Industry,2018-01,Retail,Median Base Pay,49596,
Atlanta,Industry,2018-01,Supermarkets,Median Base Pay,50461,
Atlanta,Industry,2018-01,Telecommunications,Median Base Pay,52390,
Atlanta,Industry,2018-01,Transportation & Logistics,Median Base Pay,52327,
Atlanta,Industry,2018-01,Travel & Tourism,Median Base Pay,50624,
Atlanta,Industry,2018-01,Wholesale,Median Base Pay,52674,
Boston,Industry,2018-01,Accounting & Legal,Median Base Pay,59549,
Boston,Industry,2018-01,Aerospace & Defense,Median Base Pay,61621,
Boston,Industry,2018-01,Architecture & Civil Engineering,Median Base Pay,58971,
Boston,Industry,2018-01,Arts & Entertainment,Median Base Pay,53166,
Boston,Industry,2018-01,Automotive,Median Base Pay,53816,
Boston,Industry,2018-01,Banking & Financial Services,Median Base Pay,58177,
Boston,Industry,2018-01,Beauty & Fitness,Median Base Pay,52724,
Boston,Industry,2018-01,Biotech & Pharmaceuticals,Median Base Pay,61223,
Boston,Industry,2018-01,Business Services,Median Base Pay,55398,
Boston,Industry,2018-01,Computer Software & Hardware,Median Base Pay,60267,
Boston,Industry,2018-01,Construction,Median Base Pay,58727,
Boston,Industry,2018-01,Consulting,Median Base Pay,59811,
Boston,Industry,2018-01,Consumer Electronics,Median Base Pay,52071,
Boston,Industry,2018-01,Consumer Services,Median Base Pay,52127,
Boston,Industry,2018-01,Education & Schools,Median Base Pay,54133,
Boston,Industry,2018-01,Energy & Utilities,Median Base Pay,63293,
Boston,Industry,2018-01,Facilities,Median Base Pay,53847,
Boston,Industry,2018-01,Farming & Agriculture,Median Base Pay,58106,
Boston,Industry,2018-01,Government,Median Base Pay,58277,
Boston,Industry,2018-01,Health Care & Hospitals,Median Base Pay,57192,
Boston,Industry,2018-01,Information Technology,Median Base Pay,59121,
Boston,Industry,2018-01,Insurance,Median Base Pay,58939,
Boston,Industry,2018-01,Internet & Tech,Median Base Pay,59132,
Boston,Industry,2018-01,Manufacturing,Median Base Pay,59460,
Boston,Industry,2018-01,Marketing & Advertising,Median Base Pay,55519,
Boston,Industry,2018-01,Media & Publishing,Median Base Pay,56927,
Boston,Industry,2018-01,Nonprofit,Median Base Pay,55431,
Boston,Industry,2018-01,Private Security,Median Base Pay,53608,
Boston,Industry,2018-01,Real Estate,Median Base Pay,56242,
Boston,Industry,2018-01,Recruiting & Staffing,Median Base Pay,56030,
Boston,Industry,2018-01,Restaurants & Bars,Median Base Pay,53922,
Boston,Industry,2018-01,Retail,Median Base Pay,53964,
Boston,Industry,2018-01,Supermarkets,Median Base Pay,54904,
Boston,Industry,2018-01,Telecommunications,Median Base Pay,57004,
Boston,Industry,2018-01,Transportation & Logistics,Median Base Pay,56935,
Boston,Industry,2018-01,Travel & Tourism,Median Base Pay,55082,
Boston,Industry,2018-01,Wholesale,Median Base Pay,57312,
San Francisco,Industry,2018-01,Accounting & Legal,Median Base Pay,69637,
San Francisco,Industry,2018-01,Aerospace & Defense,Median Base Pay,72061,
San Francisco,Industry,2018-01,Architecture & Civil Engineering,Median Base Pay,68961,
San Francisco,Industry,2018-01,Arts & Entertainment,Median Base Pay,62173,
San Francisco,Industry,2018-01,Automotive,Median Base Pay,62933,
San Francisco,Industry,2018-01,Banking & Financial Services,Median Base Pay,68033,
San Francisco,Industry,2018-01,Beauty & Fitness,Median Base Pay,61656,
San Francisco,Industry,2018-01,Biotech & Pharmaceuticals,Median Base Pay,71594,
San Francisco,Industry,2018-01,Business Services,Median Base Pay,64783,
San Francisco,Industry,2018-01,Computer Software & Hardware,Median Base Pay,70477,
San Francisco,Industry,2018-01,Construction,Median Base Pay,68676,
San Francisco,Industry,2018-01,Consulting,Median Base Pay,69944,
San Francisco,Industry,2018-01,Consumer Electronics,Median Base Pay,60892,
San Francisco,Industry,2018-01,Consumer Services,Median Base Pay,60957,
San Francisco,Industry,2018-01,Education & Schools,Median Base Pay,63304,
San Francisco,Industry,2018-01,Energy & Utilities,Median Base Pay,74016,
San Francisco,Industry,2018-01,Facilities,Median Base Pay,62969,
San Francisco,Industry,2018-01,Farming & Agriculture,Median Base Pay,67950,
San Francisco,Industry,2018-01,Government,Median Base Pay,68149,
San Francisco,Industry,2018-01,Health Care & Hospitals,Median Base Pay,66880,
San Francisco,Industry,2018-01,Information Technology,Median Base Pay,69137,
San Francisco,Industry,2018-01,Insurance,Median Base Pay,68923,
San Francisco,Industry,2018-01,Internet & Tech,Median Base Pay,69150,
San Francisco,Industry,2018-01,Manufacturing,Median Base Pay,69534,
San Francisco,Industry,2018-01,Marketing & Advertising,Median Base Pay,64925,
San Francisco,Industry,2018-01,Media & Publishing,Median Base Pay,66571,
San Francisco,Industry,2018-01,Nonprofit,Median Base Pay,64821,
San Francisco,Industry,2018-01,Private Security,Median Base Pay,62689,
San Francisco,Industry,2018-01,Real Estate,Median Base Pay,65770,
San Francisco,Industry,2018-01,Recruiting & Staffing,Median Base Pay,65522,
San Francisco,Industry,2018-01,Restaurants & Bars,Median Base Pay,63057,
San Francisco,Industry,2018-01,Retail,Median Base Pay,63106,
San Francisco,Industry,2018-01,Supermarkets,Median Base Pay,64205,
San Francisco,Industry,2018-01,Telecommunications,Median Base Pay,66661,
San Francisco,Industry,2018-01,Transportation & Logistics,Median Base Pay,66581,
San Francisco,Industry,2018-01,Travel & Tourism,Median Base Pay,64414,
San Francisco,Industry,2018-01,Wholesale,Median Base Pay,67021,
Seattle,Industry,2018-01,Accounting & Legal,Median Base Pay,61440,
Seattle,Industry,2018-01,Aerospace & Defense,Median Base Pay,63578,
Seattle,Industry,2018-01,Architecture & Civil Engineering,Median Base Pay,60843,
Seattle,Industry,2018-01,Arts & Entertainment,Median Base Pay,54855,
Seattle,Industry,2018-01,Automotive,Median Base Pay,55525,
Seattle,Industry,2018-01,Banking & Financial Services,Median Base Pay,60025,
Seattle,Industry,2018-01,Beauty & Fitness,Median Base Pay,54398,
Seattle,Industry,2018-01,Biotech & Pharmaceuticals,Median Base Pay,63167,
Seattle,Industry,2018-01,Business Services,Median Base Pay,57157,
Seattle,Industry,2018-01,Computer Software & Hardware,Median Base Pay,62181,
Seattle,Industry,2018-01,Construction,Median Base Pay,60592,
Seattle,Industry,2018-01,Consulting,Median Base Pay,61710,
Seattle,Industry,2018-01,Consumer Electronics,Median Base Pay,53725,
Seattle,Industry,2018-01,Consumer Services,Median Base Pay,53782,
Seattle,Industry,2018-01,Education & Schools,Median Base Pay,55852,
Seattle,Industry,2018-01,Energy & Utilities,Median Base Pay,65303,
Seattle,Industry,2018-01,Facilities,Median Base Pay,55557,
Seattle,Industry,2018-01,Farming & Agriculture,Median Base Pay,59951,
Seattle,Industry,2018-01,Government,Median Base Pay,60127,
Seattle,Industry,2018-01,Health Care & Hospitals,Median Base Pay,59008,
Seattle,Industry,2018-01,Information Technology,Median Base Pay,60998,
Seattle,Industry,2018-01,Insurance,Median Base Pay,60810,
Seattle,Industry,2018-01,Internet & Tech,Median Base Pay,61010,
Seattle,Industry,2018-01,Manufacturing,Median Base Pay,61349,
Seattle,Industry,2018-01,Marketing & Advertising,Median Base Pay,57282,
Seattle,Industry,2018-01,Media & Publishing,Median Base Pay,58734,
Seattle,Industry,2018-01,Nonprofit,Median Base Pay,57191,
Seattle,Industry,2018-01,Private Security,Median Base Pay,55310,
Seattle,Industry,2018-01,Real Estate,Median Base Pay,58028,
Seattle,Industry,2018-01,Recruiting & Staffing,Median Base Pay,57809,
Seattle,Industry,2018-01,Restaurants & Bars,Median Base Pay,55634,
Seattle,Industry,2018-01,Retail,Median Base Pay,55678,
Seattle,Industry,2018-01,Supermarkets,Median Base Pay,56648,
Seattle,Industry,2018-01,Telecommunications,Median Base Pay,58814,
Seattle,Industry,2018-01,Transportation & Logistics,Median Base Pay,58743,
Seattle,Industry,2018-01,Travel & Tourism,Median Base Pay,56831,
Seattle,Industry,2018-01,Wholesale,Median Base Pay,59132,
National,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,51364.33333,
National,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,51221.33333,
National,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,51130.33333,
National,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,51160.33333,
National,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,51001.33333,
National,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,50951.33333,
National,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,50885.33333,
National,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,51018.33333,
National,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,51079,
National,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,51096,
National,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,51053.66667,
National,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,50954,
National,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,50904,
National,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,50702,
National,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,50597.66667,
National,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,50405,
National,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,50266,
National,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,50198.33333,
National,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,50115,
National,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,50042,
National,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,49876.66667,
National,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,49783,
National,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,49616,
National,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,49433,
National,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,49216,
National,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,49118.66667,
National,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,49061.33333,
National,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,49089,
National,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,49088.66667,
National,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,49022.33333,
National,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,48893.33333,
National,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,48761.66667,
National,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,48790.33333,
National,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,48812.66667,
National,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,48788,
National,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,48670,
National,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,48519.33333,
National,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,48445,
National,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,48369,
National,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,48322.66667,
National,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,48269.66667,
National,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,48153.33333,
National,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,47948,
National,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,47678.33333,
National,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,47693,
National,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,47670.66667,
National,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,47808.66667,
National,Timeseries,2014-02,Metro Median Base Pay,Median Base Pay,47758,
National,Timeseries,2014-01,Metro Median Base Pay,Median Base Pay,47748.33333,
Atlanta,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,53415,
Atlanta,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,53028.66667,
Atlanta,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,52940,
Atlanta,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,52791,
Atlanta,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,52711.33333,
Atlanta,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,52674.66667,
Atlanta,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,52635.66667,
Atlanta,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,52682,
Atlanta,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,52581.66667,
Atlanta,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,52522.33333,
Atlanta,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,52471.33333,
Atlanta,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,52487.33333,
Atlanta,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,52470.66667,
Atlanta,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,52350.33333,
Atlanta,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,52210.33333,
Atlanta,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,52092,
Atlanta,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,51945.66667,
Atlanta,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,52153.33333,
Atlanta,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,52124,
Atlanta,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,51982,
Atlanta,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,51435,
Atlanta,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,51341.66667,
Atlanta,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,51237.66667,
Atlanta,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,51138,
Atlanta,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,50952.33333,
Atlanta,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,50933.33333,
Atlanta,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,50832.33333,
Atlanta,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,50694.33333,
Atlanta,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,50614.66667,
Atlanta,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,50734.66667,
Atlanta,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,50793,
Atlanta,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,50592.66667,
Atlanta,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,50552,
Atlanta,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,50314.33333,
Atlanta,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,50523.66667,
Atlanta,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,50305.33333,
Atlanta,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,50431,
Atlanta,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,50391.33333,
Atlanta,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,50562.33333,
Atlanta,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,50354.66667,
Atlanta,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,50009.66667,
Atlanta,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,49793.33333,
Atlanta,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,49816.33333,
Atlanta,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,49902.33333,
Atlanta,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,50140,
Atlanta,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,50134.66667,
Atlanta,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,50326,
Atlanta,Timeseries,2014-02,Metro Median Base Pay,Median Base Pay,50246,
Atlanta,Timeseries,2014-01,Metro Median Base Pay,Median Base Pay,50352.66667,
New York City,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,61041.66667,
New York City,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,60445.33333,
New York City,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,60108.33333,
New York City,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,60211.33333,
New York City,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,60191.33333,
New York City,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,60132.33333,
New York City,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,60003.66667,
New York City,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,60256.66667,
New York City,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,60411.33333,
New York City,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,60404.66667,
New York City,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,60323,
New York City,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,60189.66667,
New York City,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,60050.66667,
New York City,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,59681.66667,
New York City,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,59512.33333,
New York City,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,59477,
New York City,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,59276.33333,
New York City,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,59238,
New York City,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,59031.66667,
New York City,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,59044.33333,
New York City,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,58877.33333,
New York City,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,58726.33333,
New York City,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,58658,
New York City,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,58548,
New York City,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,58477,
New York City,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,58146,
New York City,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,57913.66667,
New York City,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,57695.66667,
New York City,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,57557,
New York City,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,57409,
New York City,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,57361.66667,
New York City,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,57444,
New York City,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,57344,
New York City,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,57441,
New York City,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,57612.33333,
New York City,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,57655,
New York City,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,57529.66667,
New York City,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,57287,
New York City,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,57138.66667,
New York City,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,56897.33333,
New York City,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,56669.66667,
New York City,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,56497,
New York City,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,56575.66667,
New York City,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,56560,
New York City,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,56548.66667,
New York City,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,56463,
New York City,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,56351.33333,
New York City,Timeseries,2014-02,Metro Median Base Pay,Median Base Pay,56437.33333,
New York City,Timeseries,2014-01,Metro Median Base Pay,Median Base Pay,56047.66667,
Los Angeles,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,59905.66667,
Los Angeles,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,59690.33333,
Los Angeles,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,59613.66667,
Los Angeles,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,59425.33333,
Los Angeles,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,59253.33333,
Los Angeles,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,59054.66667,
Los Angeles,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,58908.66667,
Los Angeles,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,59040.33333,
Los Angeles,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,59154.66667,
Los Angeles,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,59449.33333,
Los Angeles,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,59480.66667,
Los Angeles,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,59328,
Los Angeles,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,59039.66667,
Los Angeles,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,58698.33333,
Los Angeles,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,58506.66667,
Los Angeles,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,58204.66667,
Los Angeles,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,58128,
Los Angeles,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,58279.33333,
Los Angeles,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,58275.66667,
Los Angeles,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,57994.66667,
Los Angeles,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,57579.33333,
Los Angeles,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,57162.33333,
Los Angeles,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,56939.33333,
Los Angeles,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,56850.33333,
Los Angeles,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,56765.66667,
Los Angeles,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,56653.66667,
Los Angeles,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,56318.33333,
Los Angeles,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,56266,
Los Angeles,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,56174.33333,
Los Angeles,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,56059,
Los Angeles,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,55841.66667,
Los Angeles,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,55648.66667,
Los Angeles,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,55793,
Los Angeles,Timeseries,2015-04,Metro Median Base Pay,Median Base Pay,55984,
Los Angeles,Timeseries,2015-03,Metro Median Base Pay,Median Base Pay,56014.33333,
Los Angeles,Timeseries,2015-02,Metro Median Base Pay,Median Base Pay,55644.66667,
Los Angeles,Timeseries,2015-01,Metro Median Base Pay,Median Base Pay,55292.33333,
Los Angeles,Timeseries,2014-12,Metro Median Base Pay,Median Base Pay,55251,
Los Angeles,Timeseries,2014-11,Metro Median Base Pay,Median Base Pay,55324.33333,
Los Angeles,Timeseries,2014-10,Metro Median Base Pay,Median Base Pay,55356.66667,
Los Angeles,Timeseries,2014-09,Metro Median Base Pay,Median Base Pay,55092.33333,
Los Angeles,Timeseries,2014-08,Metro Median Base Pay,Median Base Pay,54939.66667,
Los Angeles,Timeseries,2014-07,Metro Median Base Pay,Median Base Pay,55013.33333,
Los Angeles,Timeseries,2014-06,Metro Median Base Pay,Median Base Pay,55086.66667,
Los Angeles,Timeseries,2014-05,Metro Median Base Pay,Median Base Pay,55061.66667,
Los Angeles,Timeseries,2014-04,Metro Median Base Pay,Median Base Pay,55078.66667,
Los Angeles,Timeseries,2014-03,Metro Median Base Pay,Median Base Pay,55184.66667,
Los Angeles,Timeseries,2014-02,Metro Median Base Pay,Median Base Pay,55088.66667,
Los Angeles,Timeseries,2014-01,Metro Median Base Pay,Median Base Pay,54744.66667,
Philadelphia,Timeseries,2018-01,Metro Median Base Pay,Median Base Pay,54240.33333,
Philadelphia,Timeseries,2017-12,Metro Median Base Pay,Median Base Pay,54046.33333,
Philadelphia,Timeseries,2017-11,Metro Median Base Pay,Median Base Pay,54122.33333,
Philadelphia,Timeseries,2017-10,Metro Median Base Pay,Median Base Pay,54178.66667,
Philadelphia,Timeseries,2017-09,Metro Median Base Pay,Median Base Pay,54177.33333,
Philadelphia,Timeseries,2017-08,Metro Median Base Pay,Median Base Pay,54174.33333,
Philadelphia,Timeseries,2017-07,Metro Median Base Pay,Median Base Pay,54045.33333,
Philadelphia,Timeseries,2017-06,Metro Median Base Pay,Median Base Pay,53852.66667,
Philadelphia,Timeseries,2017-05,Metro Median Base Pay,Median Base Pay,53841,
Philadelphia,Timeseries,2017-04,Metro Median Base Pay,Median Base Pay,54252.33333,
Philadelphia,Timeseries,2017-03,Metro Median Base Pay,Median Base Pay,54416,
Philadelphia,Timeseries,2017-02,Metro Median Base Pay,Median Base Pay,54360.66667,
Philadelphia,Timeseries,2017-01,Metro Median Base Pay,Median Base Pay,54027,
Philadelphia,Timeseries,2016-12,Metro Median Base Pay,Median Base Pay,53958,
Philadelphia,Timeseries,2016-11,Metro Median Base Pay,Median Base Pay,53869.66667,
Philadelphia,Timeseries,2016-10,Metro Median Base Pay,Median Base Pay,53877.33333,
Philadelphia,Timeseries,2016-09,Metro Median Base Pay,Median Base Pay,53629.66667,
Philadelphia,Timeseries,2016-08,Metro Median Base Pay,Median Base Pay,53400,
Philadelphia,Timeseries,2016-07,Metro Median Base Pay,Median Base Pay,53152.33333,
Philadelphia,Timeseries,2016-06,Metro Median Base Pay,Median Base Pay,53114.33333,
Philadelphia,Timeseries,2016-05,Metro Median Base Pay,Median Base Pay,53403.33333,
Philadelphia,Timeseries,2016-04,Metro Median Base Pay,Median Base Pay,53423.66667,
Philadelphia,Timeseries,2016-03,Metro Median Base Pay,Median Base Pay,53347.66667,
Philadelphia,Timeseries,2016-02,Metro Median Base Pay,Median Base Pay,53011.33333,
Philadelphia,Timeseries,2016-01,Metro Median Base Pay,Median Base Pay,52655.33333,
Philadelphia,Timeseries,2015-12,Metro Median Base Pay,Median Base Pay,52621.66667,
Philadelphia,Timeseries,2015-11,Metro Median Base Pay,Median Base Pay,52576.66667,
Philadelphia,Timeseries,2015-10,Metro Median Base Pay,Median Base Pay,52588.33333,
Philadelphia,Timeseries,2015-09,Metro Median Base Pay,Median Base Pay,52164.33333,
Philadelphia,Timeseries,2015-08,Metro Median Base Pay,Median Base Pay,51966,
Philadelphia,Timeseries,2015-07,Metro Median Base Pay,Median Base Pay,52107.66667,
Philadelphia,Timeseries,2015-06,Metro Median Base Pay,Median Base Pay,52097,
Philadelphia,Timeseries,2015-05,Metro Median Base Pay,Median Base Pay,52044.33333,
