Metro,Type,Month,Dimension,Measure,Value,YoY
Atlanta,Job Title,2018-06,Buyer,Median Base Pay,"$58,833 ",2.20%
Atlanta,Job Title,2018-06,Data Analyst,Median Base Pay,"$65,350 ",1.90%
Atlanta,Job Title,2018-06,Electrical Engineer,Median Base Pay,"$76,933 ",1.50%
Atlanta,Job Title,2018-06,Attorney,Median Base Pay,"$104,408 ",1.60%
Atlanta,Job Title,2018-06,Human Resources Manager,Median Base Pay,"$74,705 ",1.70%
Atlanta,Job Title,2018-06,Technician,Median Base Pay,"$46,011 ",1.90%
Atlanta,Job Title,2018-06,Restaurant Cook,Median Base Pay,"$27,095 ",1.20%
Atlanta,Job Title,2018-06,Production Manager,Median Base Pay,"$67,584 ",2.10%
Atlanta,Job Title,2018-06,Manufacturing Engineer,Median Base Pay,"$72,278 ",0.40%
Atlanta,Job Title,2018-06,Retail Key Holder,Median Base Pay,"$29,857 ",4.90%
Atlanta,Job Title,2018-06,Paralegal,Median Base Pay,"$54,006 ",1.40%
Atlanta,Job Title,2018-06,Java Developer,Median Base Pay,"$79,675 ",5.00%
Atlanta,Job Title,2018-06,Warehouse Associate,Median Base Pay,"$43,256 ",6.80%
Atlanta,Job Title,2018-06,Property Manager,Median Base Pay,"$54,270 ",4.30%
Atlanta,Job Title,2018-06,Producer,Median Base Pay,"$60,239 ",-2.30%
Atlanta,Job Title,2018-06,Quality Engineer,Median Base Pay,"$71,051 ",1.20%
Atlanta,Job Title,2018-06,Operations Analyst,Median Base Pay,"$57,175 ",3.10%
Atlanta,Job Title,2018-06,Medical Assistant,Median Base Pay,"$35,687 ",4.40%
Atlanta,Job Title,2018-06,Tax Manager,Median Base Pay,"$102,814 ",5.10%
Atlanta,Job Title,2018-06,Technical Editor,Median Base Pay,"$56,270 ",1.50%
Atlanta,Job Title,2018-06,Truck Driver,Median Base Pay,"$53,263 ",7.20%
Atlanta,Job Title,2018-06,Insurance Agent,Median Base Pay,"$38,975 ",1.40%
Atlanta,Job Title,2018-06,Medical Technologist,Median Base Pay,"$57,851 ",2.20%
Atlanta,Job Title,2018-06,Field Engineer,Median Base Pay,"$67,323 ",2.10%
Atlanta,Job Title,2018-06,Machine Operator,Median Base Pay,"$36,684 ",1.60%
Atlanta,Job Title,2018-06,Communications Manager,Median Base Pay,"$71,049 ",-0.70%
Atlanta,Job Title,2018-06,Construction Laborer,Median Base Pay,"$36,782 ",2.80%
Atlanta,Job Title,2018-06,Emergency Medical Technician,Median Base Pay,"$37,431 ",2.40%
Atlanta,Job Title,2018-06,Web Designer,Median Base Pay,"$58,282 ",-0.80%
Atlanta,Job Title,2018-06,Maintenance Worker,Median Base Pay,"$39,494 ",1.40%
Atlanta,Job Title,2018-06,Barista,Median Base Pay,"$22,435 ",3.50%
Atlanta,Job Title,2018-06,Bartender,Median Base Pay,"$34,508 ",4.50%
Atlanta,Job Title,2018-06,Civil Engineer,Median Base Pay,"$68,150 ",0.80%
Atlanta,Job Title,2018-06,Claims Adjuster,Median Base Pay,"$50,556 ",3.60%
Atlanta,Job Title,2018-06,Certified Nursing Assistant,Median Base Pay,"$26,530 ",3.60%
Atlanta,Job Title,2018-06,Customer Service Representative,Median Base Pay,"$37,744 ",2.20%
Atlanta,Job Title,2018-06,Delivery Driver,Median Base Pay,"$37,154 ",2.00%
Atlanta,Job Title,2018-06,Financial Advisor,Median Base Pay,"$52,107 ",4.50%
Atlanta,Job Title,2018-06,Licensed Practical Nurse,Median Base Pay,"$43,570 ",2.40%
Atlanta,Job Title,2018-06,Loan Officer,Median Base Pay,"$41,517 ",-3.40%
Atlanta,Job Title,2018-06,Maintenance Technician,Median Base Pay,"$47,573 ",3.40%
Atlanta,Job Title,2018-06,Material Handler,Median Base Pay,"$34,454 ",5.00%
Atlanta,Job Title,2018-06,Network Engineer,Median Base Pay,"$70,245 ",-3.80%
Atlanta,Job Title,2018-06,Office Manager,Median Base Pay,"$47,913 ",1.50%
Atlanta,Job Title,2018-06,Pharmacist,Median Base Pay,"$119,585 ",2.90%
Atlanta,Job Title,2018-06,Process Engineer,Median Base Pay,"$77,409 ",0.30%
Atlanta,Job Title,2018-06,Program Manager,Median Base Pay,"$82,907 ",0.80%
Atlanta,Job Title,2018-06,Research Assistant,Median Base Pay,"$31,017 ",-0.10%
Atlanta,Job Title,2018-06,Restaurant Manager,Median Base Pay,"$52,554 ",1.50%
Atlanta,Job Title,2018-06,Security Officer,Median Base Pay,"$33,257 ",4.70%
Atlanta,Job Title,2018-06,Server,Median Base Pay,"$33,129 ",2.50%
Atlanta,Job Title,2018-06,Solutions Architect,Median Base Pay,"$115,046 ",4.00%
Atlanta,Job Title,2018-06,Systems Engineer,Median Base Pay,"$79,157 ",1.90%
Atlanta,Job Title,2018-06,Technical Support,Median Base Pay,"$44,374 ",2.90%
Atlanta,Job Title,2018-06,UX Designer,Median Base Pay,"$83,280 ",-0.20%
New York City,Job Title,2018-06,Software Engineer,Median Base Pay,"$104,146 ",2.40%
New York City,Job Title,2018-06,Programmer Analyst,Median Base Pay,"$82,066 ",1.10%
New York City,Job Title,2018-06,Consultant,Median Base Pay,"$90,747 ",2.40%
New York City,Job Title,2018-06,Project Manager,Median Base Pay,"$85,450 ",0.00%
New York City,Job Title,2018-06,Store Manager,Median Base Pay,"$59,838 ",2.30%
New York City,Job Title,2018-06,Business Analyst,Median Base Pay,"$80,461 ",1.30%
New York City,Job Title,2018-06,Cashier,Median Base Pay,"$29,872 ",5.50%
New York City,Job Title,2018-06,Financial Analyst,Median Base Pay,"$77,443 ",2.70%
New York City,Job Title,2018-06,Administrative Assistant,Median Base Pay,"$49,127 ",2.50%
New York City,Job Title,2018-06,Accountant,Median Base Pay,"$64,090 ",3.00%
New York City,Job Title,2018-06,Sales Representative,Median Base Pay,"$56,179 ",1.60%
New York City,Job Title,2018-06,Professor,Median Base Pay,"$113,731 ",0.40%
New York City,Job Title,2018-06,Registered Nurse,Median Base Pay,"$86,874 ",1.90%
New York City,Job Title,2018-06,Marketing Manager,Median Base Pay,"$84,815 ",2.00%
New York City,Job Title,2018-06,Operations Manager,Median Base Pay,"$78,725 ",0.90%
New York City,Job Title,2018-06,Product Manager,Median Base Pay,"$110,063 ",2.80%
New York City,Job Title,2018-06,Sales Manager,Median Base Pay,"$78,120 ",3.00%
New York City,Job Title,2018-06,Teacher,Median Base Pay,"$64,755 ",3.40%
New York City,Job Title,2018-06,Bank Teller,Median Base Pay,"$34,997 ",8.70%
New York City,Job Title,2018-06,Customer Service Manager,Median Base Pay,"$63,982 ",3.70%
New York City,Job Title,2018-06,Physical Therapist,Median Base Pay,"$78,114 ",-1.80%
New York City,Job Title,2018-06,Mechanical Engineer,Median Base Pay,"$75,816 ",3.60%
New York City,Job Title,2018-06,Recruiter,Median Base Pay,"$63,205 ",2.50%
New York City,Job Title,2018-06,Design Engineer,Median Base Pay,"$80,172 ",6.10%
New York City,Job Title,2018-06,Pharmacy Technician,Median Base Pay,"$30,806 ",2.90%
New York City,Job Title,2018-06,Graphic Designer,Median Base Pay,"$58,905 ",3.40%
New York City,Job Title,2018-06,Web Developer,Median Base Pay,"$86,232 ",4.80%
New York City,Job Title,2018-06,Business Development Manager,Median Base Pay,"$83,633 ",4.90%
New York City,Job Title,2018-06,Data Scientist,Median Base Pay,"$112,252 ",0.40%
New York City,Job Title,2018-06,Buyer,Median Base Pay,"$72,446 ",2.90%
New York City,Job Title,2018-06,Data Analyst,Median Base Pay,"$72,331 ",2.50%
New York City,Job Title,2018-06,Electrical Engineer,Median Base Pay,"$80,330 ",2.20%
New York City,Job Title,2018-06,Attorney,Median Base Pay,"$128,902 ",2.20%
New York City,Job Title,2018-06,Human Resources Manager,Median Base Pay,"$86,939 ",2.30%
New York City,Job Title,2018-06,Technician,Median Base Pay,"$53,147 ",2.50%
New York City,Job Title,2018-06,Restaurant Cook,Median Base Pay,"$31,907 ",1.80%
New York City,Job Title,2018-06,Production Manager,Median Base Pay,"$77,629 ",2.70%
New York City,Job Title,2018-06,Manufacturing Engineer,Median Base Pay,"$74,184 ",1.10%
New York City,Job Title,2018-06,Retail Key Holder,Median Base Pay,"$34,934 ",5.50%
New York City,Job Title,2018-06,Paralegal,Median Base Pay,"$57,438 ",2.10%
New York City,Job Title,2018-06,Java Developer,Median Base Pay,"$88,291 ",5.60%
New York City,Job Title,2018-06,Warehouse Associate,Median Base Pay,"$43,048 ",7.50%
New York City,Job Title,2018-06,Property Manager,Median Base Pay,"$67,161 ",4.90%
New York City,Job Title,2018-06,Producer,Median Base Pay,"$77,113 ",-1.70%
New York City,Job Title,2018-06,Quality Engineer,Median Base Pay,"$78,225 ",1.90%
New York City,Job Title,2018-06,Operations Analyst,Median Base Pay,"$72,097 ",3.80%
New York City,Job Title,2018-06,Medical Assistant,Median Base Pay,"$39,816 ",5.10%
New York City,Job Title,2018-06,Tax Manager,Median Base Pay,"$125,281 ",5.70%
New York City,Job Title,2018-06,Technical Editor,Median Base Pay,"$64,710 ",2.20%
New York City,Job Title,2018-06,Truck Driver,Median Base Pay,"$57,481 ",7.90%
New York City,Job Title,2018-06,Insurance Agent,Median Base Pay,"$42,686 ",2.10%
New York City,Job Title,2018-06,Medical Technologist,Median Base Pay,"$63,096 ",2.90%
New York City,Job Title,2018-06,Field Engineer,Median Base Pay,"$77,097 ",2.70%
New York City,Job Title,2018-06,Machine Operator,Median Base Pay,"$39,664 ",2.30%
New York City,Job Title,2018-06,Communications Manager,Median Base Pay,"$83,032 ",-0.10%
New York City,Job Title,2018-06,Construction Laborer,Median Base Pay,"$47,075 ",3.50%
New York City,Job Title,2018-06,Emergency Medical Technician,Median Base Pay,"$38,668 ",3.10%
New York City,Job Title,2018-06,Web Designer,Median Base Pay,"$64,508 ",-0.20%
New York City,Job Title,2018-06,Maintenance Worker,Median Base Pay,"$42,928 ",2.00%
New York City,Job Title,2018-06,Barista,Median Base Pay,"$27,352 ",4.10%
New York City,Job Title,2018-06,Bartender,Median Base Pay,"$37,520 ",5.20%
New York City,Job Title,2018-06,Civil Engineer,Median Base Pay,"$77,598 ",1.50%
New York City,Job Title,2018-06,Claims Adjuster,Median Base Pay,"$58,983 ",4.20%
New York City,Job Title,2018-06,Certified Nursing Assistant,Median Base Pay,"$37,200 ",4.20%
New York City,Job Title,2018-06,Customer Service Representative,Median Base Pay,"$43,572 ",2.90%
New York City,Job Title,2018-06,Delivery Driver,Median Base Pay,"$39,940 ",2.60%
New York City,Job Title,2018-06,Financial Advisor,Median Base Pay,"$60,729 ",5.20%
New York City,Job Title,2018-06,Licensed Practical Nurse,Median Base Pay,"$53,642 ",3.00%
New York City,Job Title,2018-06,Loan Officer,Median Base Pay,"$44,267 ",-2.80%
New York City,Job Title,2018-06,Maintenance Technician,Median Base Pay,"$47,412 ",4.10%
New York City,Job Title,2018-06,Material Handler,Median Base Pay,"$39,642 ",5.70%
New York City,Job Title,2018-06,Network Engineer,Median Base Pay,"$79,521 ",-3.20%
New York City,Job Title,2018-06,Office Manager,Median Base Pay,"$57,394 ",2.20%
New York City,Job Title,2018-06,Pharmacist,Median Base Pay,"$124,827 ",3.60%
New York City,Job Title,2018-06,Process Engineer,Median Base Pay,"$83,034 ",0.90%
New York City,Job Title,2018-06,Program Manager,Median Base Pay,"$91,649 ",1.40%
New York City,Job Title,2018-06,Research Assistant,Median Base Pay,"$36,862 ",0.50%
New York City,Job Title,2018-06,Restaurant Manager,Median Base Pay,"$61,171 ",2.20%
New York City,Job Title,2018-06,Security Officer,Median Base Pay,"$39,904 ",5.30%
New York City,Job Title,2018-06,Server,Median Base Pay,"$35,466 ",3.10%
New York City,Job Title,2018-06,Solutions Architect,Median Base Pay,"$120,713 ",4.70%
New York City,Job Title,2018-06,Systems Engineer,Median Base Pay,"$87,705 ",2.50%
New York City,Job Title,2018-06,Technical Support,Median Base Pay,"$58,043 ",3.60%
New York City,Job Title,2018-06,UX Designer,Median Base Pay,"$93,691 ",0.50%
Los Angeles,Job Title,2018-06,Software Engineer,Median Base Pay,"$99,127 ",2.60%
Los Angeles,Job Title,2018-06,Programmer Analyst,Median Base Pay,"$80,430 ",1.30%
Los Angeles,Job Title,2018-06,Consultant,Median Base Pay,"$90,264 ",2.60%
Los Angeles,Job Title,2018-06,Project Manager,Median Base Pay,"$83,615 ",0.20%
Los Angeles,Job Title,2018-06,Store Manager,Median Base Pay,"$61,925 ",2.50%
Los Angeles,Job Title,2018-06,Business Analyst,Median Base Pay,"$75,419 ",1.50%
Los Angeles,Job Title,2018-06,Cashier,Median Base Pay,"$31,560 ",5.70%
Los Angeles,Job Title,2018-06,Financial Analyst,Median Base Pay,"$71,752 ",2.90%
Los Angeles,Job Title,2018-06,Administrative Assistant,Median Base Pay,"$47,522 ",2.60%
Los Angeles,Job Title,2018-06,Accountant,Median Base Pay,"$62,100 ",3.20%
Los Angeles,Job Title,2018-06,Sales Representative,Median Base Pay,"$54,900 ",1.80%
Los Angeles,Job Title,2018-06,Professor,Median Base Pay,"$109,965 ",0.60%
Los Angeles,Job Title,2018-06,Registered Nurse,Median Base Pay,"$90,754 ",2.10%
Los Angeles,Job Title,2018-06,Marketing Manager,Median Base Pay,"$85,115 ",2.20%
Los Angeles,Job Title,2018-06,Operations Manager,Median Base Pay,"$77,198 ",1.10%
Los Angeles,Job Title,2018-06,Product Manager,Median Base Pay,"$106,594 ",3.00%
Los Angeles,Job Title,2018-06,Sales Manager,Median Base Pay,"$75,192 ",3.20%
Los Angeles,Job Title,2018-06,Teacher,Median Base Pay,"$61,865 ",3.60%
Los Angeles,Job Title,2018-06,Bank Teller,Median Base Pay,"$33,747 ",8.90%
Los Angeles,Job Title,2018-06,Customer Service Manager,Median Base Pay,"$64,976 ",3.90%
Los Angeles,Job Title,2018-06,Physical Therapist,Median Base Pay,"$88,818 ",-1.60%
Los Angeles,Job Title,2018-06,Mechanical Engineer,Median Base Pay,"$82,963 ",3.80%
Los Angeles,Job Title,2018-06,Recruiter,Median Base Pay,"$61,967 ",2.70%
Los Angeles,Job Title,2018-06,Design Engineer,Median Base Pay,"$85,504 ",6.30%
Los Angeles,Job Title,2018-06,Pharmacy Technician,Median Base Pay,"$37,382 ",3.10%
Los Angeles,Job Title,2018-06,Graphic Designer,Median Base Pay,"$57,852 ",3.60%
Los Angeles,Job Title,2018-06,Web Developer,Median Base Pay,"$82,048 ",5.00%
Los Angeles,Job Title,2018-06,Business Development Manager,Median Base Pay,"$80,287 ",5.10%
Los Angeles,Job Title,2018-06,Data Scientist,Median Base Pay,"$115,100 ",0.60%
Los Angeles,Job Title,2018-06,Buyer,Median Base Pay,"$64,173 ",3.10%
Los Angeles,Job Title,2018-06,Data Analyst,Median Base Pay,"$72,031 ",2.70%
Los Angeles,Job Title,2018-06,Electrical Engineer,Median Base Pay,"$87,481 ",2.40%
Los Angeles,Job Title,2018-06,Attorney,Median Base Pay,"$130,997 ",2.40%
Los Angeles,Job Title,2018-06,Human Resources Manager,Median Base Pay,"$85,331 ",2.50%
Los Angeles,Job Title,2018-06,Technician,Median Base Pay,"$52,985 ",2.70%
Los Angeles,Job Title,2018-06,Restaurant Cook,Median Base Pay,"$32,919 ",2.00%
Los Angeles,Job Title,2018-06,Production Manager,Median Base Pay,"$79,272 ",2.90%
Los Angeles,Job Title,2018-06,Manufacturing Engineer,Median Base Pay,"$80,405 ",1.30%
Los Angeles,Job Title,2018-06,Retail Key Holder,Median Base Pay,"$34,141 ",5.70%
Los Angeles,Job Title,2018-06,Paralegal,Median Base Pay,"$61,408 ",2.30%
