Metro,Type,Month,Dimension,Measure,Value,YoY
National,Job Title,2018-04,Civil Engineer,Median Base Pay,"$67,620 ",1.90%
National,Job Title,2018-04,Claims Adjuster,Median Base Pay,"$52,879 ",3.20%
National,Job Title,2018-04,Certified Nursing Assistant,Median Base Pay,"$29,119 ",1.70%
National,Job Title,2018-04,Customer Service Representative,Median Base Pay,"$36,775 ",1.90%
National,Job Title,2018-04,Delivery Driver,Median Base Pay,"$38,955 ",4.40%
National,Job Title,2018-04,Financial Advisor,Median Base Pay,"$55,296 ",6.40%
National,Job Title,2018-04,Licensed Practical Nurse,Median Base Pay,"$42,449 ",1.70%
National,Job Title,2018-04,Loan Officer,Median Base Pay,"$46,266 ",-0.30%
National,Job Title,2018-04,Maintenance Technician,Median Base Pay,"$44,858 ",2.70%
National,Job Title,2018-04,Material Handler,Median Base Pay,"$36,193 ",2.30%
National,Job Title,2018-04,Network Engineer,Median Base Pay,"$71,433 ",3.60%
National,Job Title,2018-04,Office Manager,Median Base Pay,"$46,241 ",1.60%
National,Job Title,2018-04,Pharmacist,Median Base Pay,"$127,822 ",1.90%
National,Job Title,2018-04,Process Engineer,Median Base Pay,"$78,313 ",1.50%
National,Job Title,2018-04,Program Manager,Median Base Pay,"$76,213 ",0.10%
National,Job Title,2018-04,Research Assistant,Median Base Pay,"$30,391 ",-1.20%
National,Job Title,2018-04,Restaurant Manager,Median Base Pay,"$49,388 ",0.90%
National,Job Title,2018-04,Security Officer,Median Base Pay,"$35,321 ",3.30%
National,Job Title,2018-04,Server,Median Base Pay,"$33,238 ",1.40%
National,Job Title,2018-04,Solutions Architect,Median Base Pay,"$102,589 ",2.30%
National,Job Title,2018-04,Systems Engineer,Median Base Pay,"$79,193 ",1.80%
National,Job Title,2018-04,Technical Support,Median Base Pay,"$45,590 ",1.60%
National,Job Title,2018-04,UX Designer,Median Base Pay,"$76,003 ",-0.90%
Atlanta,Job Title,2018-04,Software Engineer,Median Base Pay,"$84,506 ",2.20%
Atlanta,Job Title,2018-04,Programmer Analyst,Median Base Pay,"$74,386 ",0.80%
Atlanta,Job Title,2018-04,Consultant,Median Base Pay,"$83,011 ",0.10%
Atlanta,Job Title,2018-04,Project Manager,Median Base Pay,"$78,226 ",0.10%
Atlanta,Job Title,2018-04,Store Manager,Median Base Pay,"$51,538 ",1.20%
Atlanta,Job Title,2018-04,Business Analyst,Median Base Pay,"$72,326 ",1.60%
Atlanta,Job Title,2018-04,Cashier,Median Base Pay,"$26,678 ",4.10%
Atlanta,Job Title,2018-04,Financial Analyst,Median Base Pay,"$65,355 ",2.40%
Atlanta,Job Title,2018-04,Administrative Assistant,Median Base Pay,"$40,608 ",0.50%
Atlanta,Job Title,2018-04,Accountant,Median Base Pay,"$57,202 ",1.70%
Atlanta,Job Title,2018-04,Sales Representative,Median Base Pay,"$51,591 ",3.80%
Atlanta,Job Title,2018-04,Professor,Median Base Pay,"$89,082 ",-2.60%
Atlanta,Job Title,2018-04,Registered Nurse,Median Base Pay,"$65,668 ",1.70%
Atlanta,Job Title,2018-04,Marketing Manager,Median Base Pay,"$76,879 ",2.60%
Atlanta,Job Title,2018-04,Operations Manager,Median Base Pay,"$70,711 ",0.80%
Atlanta,Job Title,2018-04,Product Manager,Median Base Pay,"$100,096 ",3.30%
Atlanta,Job Title,2018-04,Sales Manager,Median Base Pay,"$66,739 ",2.80%
Atlanta,Job Title,2018-04,Teacher,Median Base Pay,"$49,275 ",3.70%
Atlanta,Job Title,2018-04,Bank Teller,Median Base Pay,"$31,315 ",6.20%
Atlanta,Job Title,2018-04,Customer Service Manager,Median Base Pay,"$56,684 ",2.70%
Atlanta,Job Title,2018-04,Physical Therapist,Median Base Pay,"$75,558 ",0.30%
Atlanta,Job Title,2018-04,Mechanical Engineer,Median Base Pay,"$74,085 ",3.10%
Atlanta,Job Title,2018-04,Recruiter,Median Base Pay,"$53,086 ",1.30%
Atlanta,Job Title,2018-04,Design Engineer,Median Base Pay,"$73,196 ",3.00%
Atlanta,Job Title,2018-04,Pharmacy Technician,Median Base Pay,"$29,322 ",3.90%
Atlanta,Job Title,2018-04,Graphic Designer,Median Base Pay,"$51,079 ",3.20%
Atlanta,Job Title,2018-04,Web Developer,Median Base Pay,"$76,410 ",4.60%
Atlanta,Job Title,2018-04,Business Development Manager,Median Base Pay,"$75,056 ",3.40%
Atlanta,Job Title,2018-04,Data Scientist,Median Base Pay,"$99,446 ",1.00%
Atlanta,Job Title,2018-04,Buyer,Median Base Pay,"$58,393 ",1.60%
Atlanta,Job Title,2018-04,Data Analyst,Median Base Pay,"$65,153 ",1.50%
Atlanta,Job Title,2018-04,Electrical Engineer,Median Base Pay,"$76,734 ",2.00%
Atlanta,Job Title,2018-04,Attorney,Median Base Pay,"$109,236 ",5.40%
Atlanta,Job Title,2018-04,Human Resources Manager,Median Base Pay,"$74,929 ",2.60%
Atlanta,Job Title,2018-04,Technician,Median Base Pay,"$45,298 ",-0.40%
Atlanta,Job Title,2018-04,Restaurant Cook,Median Base Pay,"$27,292 ",3.80%
Atlanta,Job Title,2018-04,Production Manager,Median Base Pay,"$67,700 ",2.00%
Atlanta,Job Title,2018-04,Manufacturing Engineer,Median Base Pay,"$72,871 ",1.80%
Atlanta,Job Title,2018-04,Retail Key Holder,Median Base Pay,"$29,340 ",2.40%
Atlanta,Job Title,2018-04,Paralegal,Median Base Pay,"$53,727 ",1.60%
Atlanta,Job Title,2018-04,Java Developer,Median Base Pay,"$79,155 ",3.90%
Atlanta,Job Title,2018-04,Warehouse Associate,Median Base Pay,"$41,255 ",1.70%
Atlanta,Job Title,2018-04,Property Manager,Median Base Pay,"$53,813 ",2.80%
Atlanta,Job Title,2018-04,Producer,Median Base Pay,"$61,032 ",1.10%
Atlanta,Job Title,2018-04,Quality Engineer,Median Base Pay,"$70,323 ",-0.80%
Atlanta,Job Title,2018-04,Operations Analyst,Median Base Pay,"$57,034 ",3.00%
Atlanta,Job Title,2018-04,Medical Assistant,Median Base Pay,"$35,595 ",3.10%
Atlanta,Job Title,2018-04,Tax Manager,Median Base Pay,"$103,622 ",3.10%
Atlanta,Job Title,2018-04,Technical Editor,Median Base Pay,"$55,459 ",1.90%
Atlanta,Job Title,2018-04,Truck Driver,Median Base Pay,"$52,624 ",5.30%
Atlanta,Job Title,2018-04,Insurance Agent,Median Base Pay,"$40,563 ",0.30%
Atlanta,Job Title,2018-04,Medical Technologist,Median Base Pay,"$57,390 ",2.90%
Atlanta,Job Title,2018-04,Field Engineer,Median Base Pay,"$67,207 ",2.60%
Atlanta,Job Title,2018-04,Machine Operator,Median Base Pay,"$36,851 ",1.80%
Atlanta,Job Title,2018-04,Communications Manager,Median Base Pay,"$71,331 ",-1.80%
Atlanta,Job Title,2018-04,Construction Laborer,Median Base Pay,"$36,170 ",2.60%
Atlanta,Job Title,2018-04,Emergency Medical Technician,Median Base Pay,"$37,348 ",3.80%
Atlanta,Job Title,2018-04,Web Designer,Median Base Pay,"$59,827 ",4.10%
Atlanta,Job Title,2018-04,Maintenance Worker,Median Base Pay,"$37,313 ",-0.70%
Atlanta,Job Title,2018-04,Barista,Median Base Pay,"$22,630 ",3.60%
Atlanta,Job Title,2018-04,Bartender,Median Base Pay,"$32,976 ",-0.80%
Atlanta,Job Title,2018-04,Civil Engineer,Median Base Pay,"$68,274 ",2.70%
Atlanta,Job Title,2018-04,Claims Adjuster,Median Base Pay,"$50,328 ",4.00%
Atlanta,Job Title,2018-04,Certified Nursing Assistant,Median Base Pay,"$26,733 ",2.50%
Atlanta,Job Title,2018-04,Customer Service Representative,Median Base Pay,"$37,633 ",2.60%
Atlanta,Job Title,2018-04,Delivery Driver,Median Base Pay,"$37,680 ",5.20%
Atlanta,Job Title,2018-04,Financial Advisor,Median Base Pay,"$53,031 ",7.20%
Atlanta,Job Title,2018-04,Licensed Practical Nurse,Median Base Pay,"$43,772 ",2.40%
Atlanta,Job Title,2018-04,Loan Officer,Median Base Pay,"$43,638 ",0.40%
Atlanta,Job Title,2018-04,Maintenance Technician,Median Base Pay,"$47,827 ",3.40%
Atlanta,Job Title,2018-04,Material Handler,Median Base Pay,"$34,714 ",3.00%
Atlanta,Job Title,2018-04,Network Engineer,Median Base Pay,"$75,689 ",4.30%
Atlanta,Job Title,2018-04,Office Manager,Median Base Pay,"$48,009 ",2.30%
Atlanta,Job Title,2018-04,Pharmacist,Median Base Pay,"$119,518 ",2.60%
Atlanta,Job Title,2018-04,Process Engineer,Median Base Pay,"$77,991 ",2.20%
Atlanta,Job Title,2018-04,Program Manager,Median Base Pay,"$83,383 ",0.80%
Atlanta,Job Title,2018-04,Research Assistant,Median Base Pay,"$30,950 ",-0.50%
Atlanta,Job Title,2018-04,Restaurant Manager,Median Base Pay,"$52,047 ",1.60%
Atlanta,Job Title,2018-04,Security Officer,Median Base Pay,"$33,180 ",4.00%
Atlanta,Job Title,2018-04,Server,Median Base Pay,"$32,101 ",2.10%
Atlanta,Job Title,2018-04,Solutions Architect,Median Base Pay,"$112,884 ",3.00%
Atlanta,Job Title,2018-04,Systems Engineer,Median Base Pay,"$78,848 ",2.50%
Atlanta,Job Title,2018-04,Technical Support,Median Base Pay,"$44,177 ",2.30%
Atlanta,Job Title,2018-04,UX Designer,Median Base Pay,"$82,692 ",-0.20%
New York City,Job Title,2018-04,Software Engineer,Median Base Pay,"$103,811 ",2.10%
New York City,Job Title,2018-04,Programmer Analyst,Median Base Pay,"$82,201 ",0.60%
New York City,Job Title,2018-04,Consultant,Median Base Pay,"$89,193 ",0.00%
New York City,Job Title,2018-04,Project Manager,Median Base Pay,"$86,415 ",0.00%
New York City,Job Title,2018-04,Store Manager,Median Base Pay,"$59,783 ",1.10%
New York City,Job Title,2018-04,Business Analyst,Median Base Pay,"$80,950 ",1.50%
New York City,Job Title,2018-04,Cashier,Median Base Pay,"$29,694 ",4.00%
New York City,Job Title,2018-04,Financial Analyst,Median Base Pay,"$77,435 ",2.30%
New York City,Job Title,2018-04,Administrative Assistant,Median Base Pay,"$48,689 ",0.30%
New York City,Job Title,2018-04,Accountant,Median Base Pay,"$63,743 ",1.60%
New York City,Job Title,2018-04,Sales Representative,Median Base Pay,"$56,768 ",3.70%
New York City,Job Title,2018-04,Professor,Median Base Pay,"$112,053 ",-2.80%
New York City,Job Title,2018-04,Registered Nurse,Median Base Pay,"$86,476 ",1.60%
New York City,Job Title,2018-04,Marketing Manager,Median Base Pay,"$85,518 ",2.40%
New York City,Job Title,2018-04,Operations Manager,Median Base Pay,"$78,170 ",0.60%
New York City,Job Title,2018-04,Product Manager,Median Base Pay,"$110,187 ",3.20%
New York City,Job Title,2018-04,Sales Manager,Median Base Pay,"$77,656 ",2.70%
New York City,Job Title,2018-04,Teacher,Median Base Pay,"$65,587 ",3.60%
New York City,Job Title,2018-04,Bank Teller,Median Base Pay,"$33,825 ",6.10%
New York City,Job Title,2018-04,Customer Service Manager,Median Base Pay,"$63,101 ",2.60%
New York City,Job Title,2018-04,Physical Therapist,Median Base Pay,"$80,440 ",0.20%
New York City,Job Title,2018-04,Mechanical Engineer,Median Base Pay,"$75,751 ",2.90%
New York City,Job Title,2018-04,Recruiter,Median Base Pay,"$62,726 ",1.20%
New York City,Job Title,2018-04,Design Engineer,Median Base Pay,"$79,899 ",2.90%
New York City,Job Title,2018-04,Pharmacy Technician,Median Base Pay,"$30,442 ",3.80%
New York City,Job Title,2018-04,Graphic Designer,Median Base Pay,"$58,687 ",3.10%
New York City,Job Title,2018-04,Web Developer,Median Base Pay,"$85,442 ",4.50%
New York City,Job Title,2018-04,Business Development Manager,Median Base Pay,"$83,224 ",3.30%
New York City,Job Title,2018-04,Data Scientist,Median Base Pay,"$114,209 ",0.90%
New York City,Job Title,2018-04,Buyer,Median Base Pay,"$71,810 ",1.40%
New York City,Job Title,2018-04,Data Analyst,Median Base Pay,"$71,881 ",1.40%
New York City,Job Title,2018-04,Electrical Engineer,Median Base Pay,"$79,592 ",1.90%
New York City,Job Title,2018-04,Attorney,Median Base Pay,"$134,676 ",5.30%
New York City,Job Title,2018-04,Human Resources Manager,Median Base Pay,"$86,555 ",2.50%
New York City,Job Title,2018-04,Technician,Median Base Pay,"$52,263 ",-0.50%
New York City,Job Title,2018-04,Restaurant Cook,Median Base Pay,"$32,143 ",3.60%
New York City,Job Title,2018-04,Production Manager,Median Base Pay,"$77,722 ",1.90%
New York City,Job Title,2018-04,Manufacturing Engineer,Median Base Pay,"$75,041 ",1.70%
New York City,Job Title,2018-04,Retail Key Holder,Median Base Pay,"$34,025 ",2.30%
New York City,Job Title,2018-04,Paralegal,Median Base Pay,"$57,183 ",1.40%
New York City,Job Title,2018-04,Java Developer,Median Base Pay,"$87,535 ",3.80%
New York City,Job Title,2018-04,Warehouse Associate,Median Base Pay,"$40,664 ",1.60%
New York City,Job Title,2018-04,Property Manager,Median Base Pay,"$66,346 ",2.70%
New York City,Job Title,2018-04,Producer,Median Base Pay,"$77,851 ",0.90%
New York City,Job Title,2018-04,Quality Engineer,Median Base Pay,"$77,146 ",-1.00%
New York City,Job Title,2018-04,Operations Analyst,Median Base Pay,"$71,700 ",2.90%
New York City,Job Title,2018-04,Medical Assistant,Median Base Pay,"$39,412 ",3.00%
New York City,Job Title,2018-04,Tax Manager,Median Base Pay,"$125,070 ",3.00%
New York City,Job Title,2018-04,Technical Editor,Median Base Pay,"$63,569 ",1.80%
New York City,Job Title,2018-04,Truck Driver,Median Base Pay,"$56,801 ",5.10%
New York City,Job Title,2018-04,Insurance Agent,Median Base Pay,"$44,262 ",0.20%
New York City,Job Title,2018-04,Medical Technologist,Median Base Pay,"$62,412 ",2.70%
New York City,Job Title,2018-04,Field Engineer,Median Base Pay,"$77,229 ",2.50%
New York City,Job Title,2018-04,Machine Operator,Median Base Pay,"$39,467 ",1.70%
New York City,Job Title,2018-04,Communications Manager,Median Base Pay,"$82,572 ",-2.00%
New York City,Job Title,2018-04,Construction Laborer,Median Base Pay,"$46,644 ",2.40%
New York City,Job Title,2018-04,Emergency Medical Technician,Median Base Pay,"$38,755 ",3.70%
New York City,Job Title,2018-04,Web Designer,Median Base Pay,"$65,958 ",4.00%
New York City,Job Title,2018-04,Maintenance Worker,Median Base Pay,"$39,822 ",-0.90%
New York City,Job Title,2018-04,Barista,Median Base Pay,"$27,470 ",3.50%
New York City,Job Title,2018-04,Bartender,Median Base Pay,"$35,371 ",-0.90%
New York City,Job Title,2018-04,Civil Engineer,Median Base Pay,"$77,671 ",2.50%
New York City,Job Title,2018-04,Claims Adjuster,Median Base Pay,"$58,601 ",3.80%
New York City,Job Title,2018-04,Certified Nursing Assistant,Median Base Pay,"$37,240 ",2.30%
New York City,Job Title,2018-04,Customer Service Representative,Median Base Pay,"$43,347 ",2.50%
New York City,Job Title,2018-04,Delivery Driver,Median Base Pay,"$40,291 ",5.00%
New York City,Job Title,2018-04,Financial Advisor,Median Base Pay,"$61,439 ",7.00%
New York City,Job Title,2018-04,Licensed Practical Nurse,Median Base Pay,"$53,902 ",2.20%
New York City,Job Title,2018-04,Loan Officer,Median Base Pay,"$46,484 ",0.20%
New York City,Job Title,2018-04,Maintenance Technician,Median Base Pay,"$47,165 ",3.30%
New York City,Job Title,2018-04,Material Handler,Median Base Pay,"$39,582 ",2.90%
New York City,Job Title,2018-04,Network Engineer,Median Base Pay,"$85,187 ",4.10%
New York City,Job Title,2018-04,Office Manager,Median Base Pay,"$57,528 ",2.20%
New York City,Job Title,2018-04,Pharmacist,Median Base Pay,"$124,605 ",2.50%
New York City,Job Title,2018-04,Process Engineer,Median Base Pay,"$83,579 ",2.10%
New York City,Job Title,2018-04,Program Manager,Median Base Pay,"$91,917 ",0.70%
New York City,Job Title,2018-04,Research Assistant,Median Base Pay,"$36,659 ",-0.70%
New York City,Job Title,2018-04,Restaurant Manager,Median Base Pay,"$60,718 ",1.50%
New York City,Job Title,2018-04,Security Officer,Median Base Pay,"$39,592 ",3.90%
New York City,Job Title,2018-04,Server,Median Base Pay,"$35,141 ",2.00%
New York City,Job Title,2018-04,Solutions Architect,Median Base Pay,"$118,161 ",2.90%
New York City,Job Title,2018-04,Systems Engineer,Median Base Pay,"$87,846 ",2.40%
New York City,Job Title,2018-04,Technical Support,Median Base Pay,"$57,553 ",2.20%
New York City,Job Title,2018-04,UX Designer,Median Base Pay,"$92,639 ",-0.30%
Los Angeles,Job Title,2018-04,Software Engineer,Median Base Pay,"$98,748 ",1.50%
Los Angeles,Job Title,2018-04,Programmer Analyst,Median Base Pay,"$80,466 ",0.10%
Los Angeles,Job Title,2018-04,Consultant,Median Base Pay,"$88,547 ",-0.60%
Los Angeles,Job Title,2018-04,Project Manager,Median Base Pay,"$84,529 ",-0.60%
Los Angeles,Job Title,2018-04,Store Manager,Median Base Pay,"$61,826 ",0.50%
Los Angeles,Job Title,2018-04,Business Analyst,Median Base Pay,"$75,529 ",1.00%
Los Angeles,Job Title,2018-04,Cashier,Median Base Pay,"$31,366 ",3.40%
Los Angeles,Job Title,2018-04,Financial Analyst,Median Base Pay,"$71,732 ",1.70%
Los Angeles,Job Title,2018-04,Administrative Assistant,Median Base Pay,"$47,164 ",-0.20%
Los Angeles,Job Title,2018-04,Accountant,Median Base Pay,"$61,510 ",1.10%
Los Angeles,Job Title,2018-04,Sales Representative,Median Base Pay,"$55,491 ",3.20%
Los Angeles,Job Title,2018-04,Professor,Median Base Pay,"$107,946 ",-3.30%
Los Angeles,Job Title,2018-04,Registered Nurse,Median Base Pay,"$90,340 ",1.00%
Los Angeles,Job Title,2018-04,Marketing Manager,Median Base Pay,"$85,678 ",1.90%
Los Angeles,Job Title,2018-04,Operations Manager,Median Base Pay,"$76,704 ",0.10%
Los Angeles,Job Title,2018-04,Product Manager,Median Base Pay,"$106,521 ",2.60%
Los Angeles,Job Title,2018-04,Sales Manager,Median Base Pay,"$74,787 ",2.20%
Los Angeles,Job Title,2018-04,Teacher,Median Base Pay,"$62,532 ",3.00%
Los Angeles,Job Title,2018-04,Bank Teller,Median Base Pay,"$32,599 ",5.60%
Los Angeles,Job Title,2018-04,Customer Service Manager,Median Base Pay,"$63,969 ",2.10%
Los Angeles,Job Title,2018-04,Physical Therapist,Median Base Pay,"$90,797 ",-0.30%
Los Angeles,Job Title,2018-04,Mechanical Engineer,Median Base Pay,"$83,219 ",2.40%
Los Angeles,Job Title,2018-04,Recruiter,Median Base Pay,"$61,447 ",0.70%
Los Angeles,Job Title,2018-04,Design Engineer,Median Base Pay,"$85,821 ",2.30%
Los Angeles,Job Title,2018-04,Pharmacy Technician,Median Base Pay,"$36,991 ",3.30%
Los Angeles,Job Title,2018-04,Graphic Designer,Median Base Pay,"$57,631 ",2.60%
Los Angeles,Job Title,2018-04,Web Developer,Median Base Pay,"$80,834 ",4.00%
Los Angeles,Job Title,2018-04,Business Development Manager,Median Base Pay,"$80,006 ",2.70%
Los Angeles,Job Title,2018-04,Data Scientist,Median Base Pay,"$117,921 ",0.30%
Los Angeles,Job Title,2018-04,Buyer,Median Base Pay,"$63,469 ",0.90%
Los Angeles,Job Title,2018-04,Data Analyst,Median Base Pay,"$71,370 ",0.90%
Los Angeles,Job Title,2018-04,Electrical Engineer,Median Base Pay,"$86,898 ",1.30%
Los Angeles,Job Title,2018-04,Attorney,Median Base Pay,"$136,886 ",4.70%
Los Angeles,Job Title,2018-04,Human Resources Manager,Median Base Pay,"$84,896 ",1.90%
Los Angeles,Job Title,2018-04,Technician,Median Base Pay,"$52,111 ",-1.00%
Los Angeles,Job Title,2018-04,Restaurant Cook,Median Base Pay,"$33,075 ",3.10%
Los Angeles,Job Title,2018-04,Production Manager,Median Base Pay,"$79,440 ",1.30%
Los Angeles,Job Title,2018-04,Manufacturing Engineer,Median Base Pay,"$80,789 ",1.20%
Los Angeles,Job Title,2018-04,Retail Key Holder,Median Base Pay,"$33,247 ",1.80%
Los Angeles,Job Title,2018-04,Paralegal,Median Base Pay,"$60,690 ",0.90%
