Metro,Type,Month,Dimension,Measure,Value,YoY
Los Angeles,Job Title,2018-02,Professor,Median Base Pay,"$111,356 ",-3.00%
Los Angeles,Job Title,2018-02,Registered Nurse,Median Base Pay,"$90,223 ",0.90%
Los Angeles,Job Title,2018-02,Marketing Manager,Median Base Pay,"$84,254 ",0.00%
Los Angeles,Job Title,2018-02,Operations Manager,Median Base Pay,"$76,196 ",-0.70%
Los Angeles,Job Title,2018-02,Product Manager,Median Base Pay,"$105,336 ",1.30%
Los Angeles,Job Title,2018-02,Sales Manager,Median Base Pay,"$73,648 ",0.30%
Los Angeles,Job Title,2018-02,Teacher,Median Base Pay,"$61,919 ",1.90%
Los Angeles,Job Title,2018-02,Bank Teller,Median Base Pay,"$31,781 ",4.00%
Los Angeles,Job Title,2018-02,Customer Service Manager,Median Base Pay,"$62,714 ",0.80%
Los Angeles,Job Title,2018-02,Physical Therapist,Median Base Pay,"$91,653 ",-0.40%
Los Angeles,Job Title,2018-02,Mechanical Engineer,Median Base Pay,"$82,434 ",1.10%
Los Angeles,Job Title,2018-02,Recruiter,Median Base Pay,"$60,787 ",0.30%
Los Angeles,Job Title,2018-02,Design Engineer,Median Base Pay,"$86,896 ",1.70%
Los Angeles,Job Title,2018-02,Pharmacy Technician,Median Base Pay,"$37,157 ",2.30%
Los Angeles,Job Title,2018-02,Graphic Designer,Median Base Pay,"$57,844 ",1.90%
Los Angeles,Job Title,2018-02,Web Developer,Median Base Pay,"$80,117 ",3.10%
Los Angeles,Job Title,2018-02,Business Development Manager,Median Base Pay,"$80,438 ",-0.20%
Los Angeles,Job Title,2018-02,Data Scientist,Median Base Pay,"$116,154 ",0.80%
Los Angeles,Job Title,2018-02,Buyer,Median Base Pay,"$62,926 ",1.30%
Los Angeles,Job Title,2018-02,Data Analyst,Median Base Pay,"$71,982 ",1.00%
Los Angeles,Job Title,2018-02,Electrical Engineer,Median Base Pay,"$86,770 ",0.70%
Los Angeles,Job Title,2018-02,Attorney,Median Base Pay,"$133,182 ",3.30%
Los Angeles,Job Title,2018-02,Human Resources Manager,Median Base Pay,"$85,129 ",1.90%
Los Angeles,Job Title,2018-02,Technician,Median Base Pay,"$53,053 ",0.50%
Los Angeles,Job Title,2018-02,Restaurant Cook,Median Base Pay,"$33,149 ",4.50%
Los Angeles,Job Title,2018-02,Production Manager,Median Base Pay,"$79,051 ",1.20%
Los Angeles,Job Title,2018-02,Manufacturing Engineer,Median Base Pay,"$81,020 ",1.50%
Los Angeles,Job Title,2018-02,Retail Key Holder,Median Base Pay,"$33,346 ",0.70%
Los Angeles,Job Title,2018-02,Paralegal,Median Base Pay,"$61,120 ",2.00%
Los Angeles,Job Title,2018-02,Java Developer,Median Base Pay,"$90,154 ",1.20%
Los Angeles,Job Title,2018-02,Warehouse Associate,Median Base Pay,"$45,847 ",-0.60%
Los Angeles,Job Title,2018-02,Property Manager,Median Base Pay,"$65,525 ",1.00%
Los Angeles,Job Title,2018-02,Producer,Median Base Pay,"$78,502 ",1.50%
Los Angeles,Job Title,2018-02,Quality Engineer,Median Base Pay,"$80,219 ",-2.10%
Los Angeles,Job Title,2018-02,Operations Analyst,Median Base Pay,"$61,138 ",1.60%
Los Angeles,Job Title,2018-02,Medical Assistant,Median Base Pay,"$38,375 ",1.10%
Los Angeles,Job Title,2018-02,Tax Manager,Median Base Pay,"$113,214 ",0.30%
Los Angeles,Job Title,2018-02,Technical Editor,Median Base Pay,"$61,933 ",0.90%
Los Angeles,Job Title,2018-02,Truck Driver,Median Base Pay,"$57,564 ",4.30%
Los Angeles,Job Title,2018-02,Insurance Agent,Median Base Pay,"$48,471 ",-1.70%
Los Angeles,Job Title,2018-02,Medical Technologist,Median Base Pay,"$63,449 ",3.70%
Los Angeles,Job Title,2018-02,Field Engineer,Median Base Pay,"$77,811 ",2.90%
Los Angeles,Job Title,2018-02,Machine Operator,Median Base Pay,"$37,154 ",0.40%
Los Angeles,Job Title,2018-02,Communications Manager,Median Base Pay,"$80,614 ",-1.50%
Los Angeles,Job Title,2018-02,Construction Laborer,Median Base Pay,"$41,034 ",0.60%
Los Angeles,Job Title,2018-02,Emergency Medical Technician,Median Base Pay,"$34,997 ",2.70%
Los Angeles,Job Title,2018-02,Web Designer,Median Base Pay,"$63,543 ",2.60%
Los Angeles,Job Title,2018-02,Maintenance Worker,Median Base Pay,"$41,527 ",-2.50%
Los Angeles,Job Title,2018-02,Barista,Median Base Pay,"$27,670 ",2.80%
Los Angeles,Job Title,2018-02,Bartender,Median Base Pay,"$31,013 ",-6.90%
Los Angeles,Job Title,2018-02,Civil Engineer,Median Base Pay,"$80,028 ",1.00%
Los Angeles,Job Title,2018-02,Claims Adjuster,Median Base Pay,"$58,205 ",2.80%
Los Angeles,Job Title,2018-02,Certified Nursing Assistant,Median Base Pay,"$34,912 ",1.20%
Los Angeles,Job Title,2018-02,Customer Service Representative,Median Base Pay,"$43,092 ",1.70%
Los Angeles,Job Title,2018-02,Delivery Driver,Median Base Pay,"$47,048 ",5.20%
Los Angeles,Job Title,2018-02,Financial Advisor,Median Base Pay,"$59,392 ",4.30%
Los Angeles,Job Title,2018-02,Licensed Practical Nurse,Median Base Pay,"$49,941 ",1.70%
Los Angeles,Job Title,2018-02,Loan Officer,Median Base Pay,"$48,777 ",-1.20%
Los Angeles,Job Title,2018-02,Maintenance Technician,Median Base Pay,"$45,932 ",0.70%
Los Angeles,Job Title,2018-02,Material Handler,Median Base Pay,"$38,552 ",2.10%
Los Angeles,Job Title,2018-02,Network Engineer,Median Base Pay,"$85,012 ",3.40%
Los Angeles,Job Title,2018-02,Office Manager,Median Base Pay,"$57,232 ",-0.20%
Los Angeles,Job Title,2018-02,Pharmacist,Median Base Pay,"$135,706 ",1.20%
Los Angeles,Job Title,2018-02,Process Engineer,Median Base Pay,"$84,095 ",1.60%
Los Angeles,Job Title,2018-02,Program Manager,Median Base Pay,"$93,015 ",0.00%
Los Angeles,Job Title,2018-02,Research Assistant,Median Base Pay,"$33,580 ",-1.20%
Los Angeles,Job Title,2018-02,Restaurant Manager,Median Base Pay,"$60,382 ",0.20%
Los Angeles,Job Title,2018-02,Security Officer,Median Base Pay,"$38,516 ",2.30%
Los Angeles,Job Title,2018-02,Server,Median Base Pay,"$33,413 ",1.50%
Los Angeles,Job Title,2018-02,Solutions Architect,Median Base Pay,"$116,834 ",0.20%
Los Angeles,Job Title,2018-02,Systems Engineer,Median Base Pay,"$90,929 ",1.10%
Los Angeles,Job Title,2018-02,Technical Support,Median Base Pay,"$53,936 ",1.50%
Los Angeles,Job Title,2018-02,UX Designer,Median Base Pay,"$87,973 ",-1.10%
Philadelphia,Job Title,2018-02,Software Engineer,Median Base Pay,"$86,255 ",1.50%
Philadelphia,Job Title,2018-02,Programmer Analyst,Median Base Pay,"$73,453 ",-0.60%
Philadelphia,Job Title,2018-02,Consultant,Median Base Pay,"$82,724 ",-0.30%
Philadelphia,Job Title,2018-02,Project Manager,Median Base Pay,"$78,859 ",0.20%
Philadelphia,Job Title,2018-02,Store Manager,Median Base Pay,"$54,800 ",0.00%
Philadelphia,Job Title,2018-02,Business Analyst,Median Base Pay,"$69,834 ",1.40%
Philadelphia,Job Title,2018-02,Cashier,Median Base Pay,"$27,168 ",2.60%
Philadelphia,Job Title,2018-02,Financial Analyst,Median Base Pay,"$64,069 ",1.00%
Philadelphia,Job Title,2018-02,Administrative Assistant,Median Base Pay,"$42,405 ",0.30%
Philadelphia,Job Title,2018-02,Accountant,Median Base Pay,"$59,081 ",0.70%
Philadelphia,Job Title,2018-02,Sales Representative,Median Base Pay,"$52,048 ",2.60%
Philadelphia,Job Title,2018-02,Professor,Median Base Pay,"$99,514 ",-2.60%
Philadelphia,Job Title,2018-02,Registered Nurse,Median Base Pay,"$73,865 ",1.30%
Philadelphia,Job Title,2018-02,Marketing Manager,Median Base Pay,"$78,594 ",0.40%
Philadelphia,Job Title,2018-02,Operations Manager,Median Base Pay,"$72,105 ",-0.30%
Philadelphia,Job Title,2018-02,Product Manager,Median Base Pay,"$97,222 ",1.70%
Philadelphia,Job Title,2018-02,Sales Manager,Median Base Pay,"$67,811 ",0.70%
Philadelphia,Job Title,2018-02,Teacher,Median Base Pay,"$52,554 ",2.30%
Philadelphia,Job Title,2018-02,Bank Teller,Median Base Pay,"$30,671 ",4.40%
Philadelphia,Job Title,2018-02,Customer Service Manager,Median Base Pay,"$57,985 ",1.20%
Philadelphia,Job Title,2018-02,Physical Therapist,Median Base Pay,"$80,399 ",0.00%
Philadelphia,Job Title,2018-02,Mechanical Engineer,Median Base Pay,"$77,936 ",1.50%
Philadelphia,Job Title,2018-02,Recruiter,Median Base Pay,"$53,190 ",0.70%
Philadelphia,Job Title,2018-02,Design Engineer,Median Base Pay,"$77,755 ",2.10%
Philadelphia,Job Title,2018-02,Pharmacy Technician,Median Base Pay,"$29,272 ",2.70%
Philadelphia,Job Title,2018-02,Graphic Designer,Median Base Pay,"$49,851 ",2.30%
Philadelphia,Job Title,2018-02,Web Developer,Median Base Pay,"$71,662 ",3.50%
Philadelphia,Job Title,2018-02,Business Development Manager,Median Base Pay,"$72,927 ",0.20%
Philadelphia,Job Title,2018-02,Data Scientist,Median Base Pay,"$101,939 ",1.20%
Philadelphia,Job Title,2018-02,Buyer,Median Base Pay,"$59,745 ",1.70%
Philadelphia,Job Title,2018-02,Data Analyst,Median Base Pay,"$64,200 ",1.40%
Philadelphia,Job Title,2018-02,Electrical Engineer,Median Base Pay,"$82,042 ",1.00%
Philadelphia,Job Title,2018-02,Attorney,Median Base Pay,"$111,979 ",3.70%
Philadelphia,Job Title,2018-02,Human Resources Manager,Median Base Pay,"$77,280 ",2.20%
Philadelphia,Job Title,2018-02,Technician,Median Base Pay,"$49,889 ",0.90%
Philadelphia,Job Title,2018-02,Restaurant Cook,Median Base Pay,"$31,011 ",4.90%
Philadelphia,Job Title,2018-02,Production Manager,Median Base Pay,"$67,862 ",1.60%
Philadelphia,Job Title,2018-02,Manufacturing Engineer,Median Base Pay,"$75,650 ",1.80%
Philadelphia,Job Title,2018-02,Retail Key Holder,Median Base Pay,"$30,670 ",1.00%
Philadelphia,Job Title,2018-02,Paralegal,Median Base Pay,"$52,094 ",2.40%
Philadelphia,Job Title,2018-02,Java Developer,Median Base Pay,"$81,305 ",1.60%
Philadelphia,Job Title,2018-02,Warehouse Associate,Median Base Pay,"$43,474 ",-0.20%
Philadelphia,Job Title,2018-02,Property Manager,Median Base Pay,"$63,378 ",1.40%
Philadelphia,Job Title,2018-02,Producer,Median Base Pay,"$58,567 ",1.80%
Philadelphia,Job Title,2018-02,Quality Engineer,Median Base Pay,"$75,152 ",-1.70%
Philadelphia,Job Title,2018-02,Operations Analyst,Median Base Pay,"$60,444 ",2.00%
Philadelphia,Job Title,2018-02,Medical Assistant,Median Base Pay,"$36,673 ",1.50%
Philadelphia,Job Title,2018-02,Tax Manager,Median Base Pay,"$104,399 ",0.70%
Philadelphia,Job Title,2018-02,Technical Editor,Median Base Pay,"$56,903 ",1.20%
Philadelphia,Job Title,2018-02,Truck Driver,Median Base Pay,"$58,328 ",4.70%
Philadelphia,Job Title,2018-02,Insurance Agent,Median Base Pay,"$45,207 ",-1.30%
Philadelphia,Job Title,2018-02,Medical Technologist,Median Base Pay,"$60,449 ",4.10%
Philadelphia,Job Title,2018-02,Field Engineer,Median Base Pay,"$70,198 ",3.30%
Philadelphia,Job Title,2018-02,Machine Operator,Median Base Pay,"$43,029 ",0.80%
Philadelphia,Job Title,2018-02,Communications Manager,Median Base Pay,"$73,284 ",-1.20%
Philadelphia,Job Title,2018-02,Construction Laborer,Median Base Pay,"$42,159 ",1.00%
Philadelphia,Job Title,2018-02,Emergency Medical Technician,Median Base Pay,"$38,145 ",3.00%
Philadelphia,Job Title,2018-02,Web Designer,Median Base Pay,"$57,431 ",3.00%
Philadelphia,Job Title,2018-02,Maintenance Worker,Median Base Pay,"$38,881 ",-2.20%
Philadelphia,Job Title,2018-02,Barista,Median Base Pay,"$24,091 ",3.20%
Philadelphia,Job Title,2018-02,Bartender,Median Base Pay,"$32,641 ",-6.50%
Philadelphia,Job Title,2018-02,Civil Engineer,Median Base Pay,"$74,841 ",1.40%
Philadelphia,Job Title,2018-02,Claims Adjuster,Median Base Pay,"$53,000 ",3.20%
Philadelphia,Job Title,2018-02,Certified Nursing Assistant,Median Base Pay,"$32,235 ",1.60%
Philadelphia,Job Title,2018-02,Customer Service Representative,Median Base Pay,"$40,762 ",2.10%
Philadelphia,Job Title,2018-02,Delivery Driver,Median Base Pay,"$45,124 ",5.60%
Philadelphia,Job Title,2018-02,Financial Advisor,Median Base Pay,"$62,411 ",4.70%
Philadelphia,Job Title,2018-02,Licensed Practical Nurse,Median Base Pay,"$54,029 ",2.10%
Philadelphia,Job Title,2018-02,Loan Officer,Median Base Pay,"$43,721 ",-0.80%
Philadelphia,Job Title,2018-02,Maintenance Technician,Median Base Pay,"$44,797 ",1.10%
Philadelphia,Job Title,2018-02,Material Handler,Median Base Pay,"$37,617 ",2.50%
Philadelphia,Job Title,2018-02,Network Engineer,Median Base Pay,"$78,037 ",3.80%
Philadelphia,Job Title,2018-02,Office Manager,Median Base Pay,"$52,832 ",0.10%
Philadelphia,Job Title,2018-02,Pharmacist,Median Base Pay,"$121,671 ",1.60%
Philadelphia,Job Title,2018-02,Process Engineer,Median Base Pay,"$81,321 ",2.00%
Philadelphia,Job Title,2018-02,Program Manager,Median Base Pay,"$82,133 ",0.40%
Philadelphia,Job Title,2018-02,Research Assistant,Median Base Pay,"$32,017 ",-0.80%
Philadelphia,Job Title,2018-02,Restaurant Manager,Median Base Pay,"$53,948 ",0.60%
Philadelphia,Job Title,2018-02,Security Officer,Median Base Pay,"$35,469 ",2.60%
Philadelphia,Job Title,2018-02,Server,Median Base Pay,"$36,090 ",1.80%
Philadelphia,Job Title,2018-02,Solutions Architect,Median Base Pay,"$109,758 ",0.60%
Philadelphia,Job Title,2018-02,Systems Engineer,Median Base Pay,"$80,586 ",1.50%
Philadelphia,Job Title,2018-02,Technical Support,Median Base Pay,"$50,272 ",1.90%
Philadelphia,Job Title,2018-02,UX Designer,Median Base Pay,"$76,918 ",-0.70%
Houston,Job Title,2018-02,Software Engineer,Median Base Pay,"$84,830 ",1.60%
Houston,Job Title,2018-02,Programmer Analyst,Median Base Pay,"$71,696 ",-0.50%
Houston,Job Title,2018-02,Consultant,Median Base Pay,"$83,201 ",-0.30%
Houston,Job Title,2018-02,Project Manager,Median Base Pay,"$85,336 ",0.20%
Houston,Job Title,2018-02,Store Manager,Median Base Pay,"$52,471 ",0.00%
Houston,Job Title,2018-02,Business Analyst,Median Base Pay,"$73,065 ",1.40%
Houston,Job Title,2018-02,Cashier,Median Base Pay,"$26,656 ",2.70%
Houston,Job Title,2018-02,Financial Analyst,Median Base Pay,"$68,814 ",1.00%
Houston,Job Title,2018-02,Administrative Assistant,Median Base Pay,"$42,700 ",0.40%
Houston,Job Title,2018-02,Accountant,Median Base Pay,"$59,817 ",0.80%
Houston,Job Title,2018-02,Sales Representative,Median Base Pay,"$50,713 ",2.70%
Houston,Job Title,2018-02,Professor,Median Base Pay,"$101,505 ",-2.60%
Houston,Job Title,2018-02,Registered Nurse,Median Base Pay,"$72,062 ",1.30%
Houston,Job Title,2018-02,Marketing Manager,Median Base Pay,"$75,384 ",0.40%
Houston,Job Title,2018-02,Operations Manager,Median Base Pay,"$71,273 ",-0.30%
Houston,Job Title,2018-02,Product Manager,Median Base Pay,"$98,609 ",1.70%
Houston,Job Title,2018-02,Sales Manager,Median Base Pay,"$68,362 ",0.70%
Houston,Job Title,2018-02,Teacher,Median Base Pay,"$52,813 ",2.30%
Houston,Job Title,2018-02,Bank Teller,Median Base Pay,"$29,320 ",4.40%
Houston,Job Title,2018-02,Customer Service Manager,Median Base Pay,"$55,468 ",1.20%
Houston,Job Title,2018-02,Physical Therapist,Median Base Pay,"$76,227 ",0.00%
Houston,Job Title,2018-02,Mechanical Engineer,Median Base Pay,"$82,726 ",1.50%
Houston,Job Title,2018-02,Recruiter,Median Base Pay,"$53,615 ",0.70%
Houston,Job Title,2018-02,Design Engineer,Median Base Pay,"$86,691 ",2.20%
Houston,Job Title,2018-02,Pharmacy Technician,Median Base Pay,"$32,846 ",2.70%
Houston,Job Title,2018-02,Graphic Designer,Median Base Pay,"$48,184 ",2.30%
Houston,Job Title,2018-02,Web Developer,Median Base Pay,"$72,551 ",3.50%
Houston,Job Title,2018-02,Business Development Manager,Median Base Pay,"$77,695 ",0.20%
Houston,Job Title,2018-02,Data Scientist,Median Base Pay,"$105,457 ",1.20%
Houston,Job Title,2018-02,Buyer,Median Base Pay,"$60,266 ",1.70%
Houston,Job Title,2018-02,Data Analyst,Median Base Pay,"$63,912 ",1.40%
Houston,Job Title,2018-02,Electrical Engineer,Median Base Pay,"$83,746 ",1.10%
Houston,Job Title,2018-02,Attorney,Median Base Pay,"$127,609 ",3.80%
Houston,Job Title,2018-02,Human Resources Manager,Median Base Pay,"$81,098 ",2.30%
Houston,Job Title,2018-02,Technician,Median Base Pay,"$49,142 ",0.90%
Houston,Job Title,2018-02,Restaurant Cook,Median Base Pay,"$27,550 ",4.90%
Houston,Job Title,2018-02,Production Manager,Median Base Pay,"$70,618 ",1.60%
Houston,Job Title,2018-02,Manufacturing Engineer,Median Base Pay,"$76,982 ",1.90%
Houston,Job Title,2018-02,Retail Key Holder,Median Base Pay,"$29,080 ",1.10%
Houston,Job Title,2018-02,Paralegal,Median Base Pay,"$55,268 ",2.40%
Houston,Job Title,2018-02,Java Developer,Median Base Pay,"$86,021 ",1.60%
Houston,Job Title,2018-02,Warehouse Associate,Median Base Pay,"$38,510 ",-0.20%
Houston,Job Title,2018-02,Property Manager,Median Base Pay,"$56,690 ",1.40%
Houston,Job Title,2018-02,Producer,Median Base Pay,"$58,197 ",1.90%
Houston,Job Title,2018-02,Quality Engineer,Median Base Pay,"$73,877 ",-1.70%
Houston,Job Title,2018-02,Operations Analyst,Median Base Pay,"$64,227 ",2.00%
Houston,Job Title,2018-02,Medical Assistant,Median Base Pay,"$36,197 ",1.50%
Houston,Job Title,2018-02,Tax Manager,Median Base Pay,"$105,281 ",0.70%
Houston,Job Title,2018-02,Technical Editor,Median Base Pay,"$57,014 ",1.30%
Houston,Job Title,2018-02,Truck Driver,Median Base Pay,"$55,662 ",4.70%
Houston,Job Title,2018-02,Insurance Agent,Median Base Pay,"$38,409 ",-1.20%
Houston,Job Title,2018-02,Medical Technologist,Median Base Pay,"$57,696 ",4.20%
Houston,Job Title,2018-02,Field Engineer,Median Base Pay,"$73,669 ",3.30%
Houston,Job Title,2018-02,Machine Operator,Median Base Pay,"$40,332 ",0.80%
Houston,Job Title,2018-02,Communications Manager,Median Base Pay,"$70,385 ",-1.10%
Houston,Job Title,2018-02,Construction Laborer,Median Base Pay,"$37,445 ",1.00%
Houston,Job Title,2018-02,Emergency Medical Technician,Median Base Pay,"$38,180 ",3.10%
Houston,Job Title,2018-02,Web Designer,Median Base Pay,"$56,497 ",3.00%
Houston,Job Title,2018-02,Maintenance Worker,Median Base Pay,"$37,692 ",-2.10%
Houston,Job Title,2018-02,Barista,Median Base Pay,"$23,035 ",3.20%
Houston,Job Title,2018-02,Bartender,Median Base Pay,"$32,988 ",-6.50%
Houston,Job Title,2018-02,Civil Engineer,Median Base Pay,"$76,467 ",1.40%
Houston,Job Title,2018-02,Claims Adjuster,Median Base Pay,"$51,747 ",3.30%
Houston,Job Title,2018-02,Certified Nursing Assistant,Median Base Pay,"$28,537 ",1.60%
Houston,Job Title,2018-02,Customer Service Representative,Median Base Pay,"$37,911 ",2.20%
Houston,Job Title,2018-02,Delivery Driver,Median Base Pay,"$41,483 ",5.70%
Houston,Job Title,2018-02,Financial Advisor,Median Base Pay,"$52,233 ",4.70%
Houston,Job Title,2018-02,Licensed Practical Nurse,Median Base Pay,"$47,872 ",2.10%
Houston,Job Title,2018-02,Loan Officer,Median Base Pay,"$45,465 ",-0.80%
Houston,Job Title,2018-02,Maintenance Technician,Median Base Pay,"$43,878 ",1.10%
Houston,Job Title,2018-02,Material Handler,Median Base Pay,"$37,137 ",2.60%
Houston,Job Title,2018-02,Network Engineer,Median Base Pay,"$78,875 ",3.80%
Houston,Job Title,2018-02,Office Manager,Median Base Pay,"$50,848 ",0.20%
Houston,Job Title,2018-02,Pharmacist,Median Base Pay,"$116,513 ",1.60%
Houston,Job Title,2018-02,Process Engineer,Median Base Pay,"$89,328 ",2.10%
Houston,Job Title,2018-02,Program Manager,Median Base Pay,"$81,100 ",0.50%
Houston,Job Title,2018-02,Research Assistant,Median Base Pay,"$30,941 ",-0.80%
Houston,Job Title,2018-02,Restaurant Manager,Median Base Pay,"$54,182 ",0.60%
Houston,Job Title,2018-02,Security Officer,Median Base Pay,"$35,436 ",2.70%
Houston,Job Title,2018-02,Server,Median Base Pay,"$31,142 ",1.90%
Houston,Job Title,2018-02,Solutions Architect,Median Base Pay,"$105,453 ",0.60%
Houston,Job Title,2018-02,Systems Engineer,Median Base Pay,"$76,320 ",1.60%
Houston,Job Title,2018-02,Technical Support,Median Base Pay,"$48,775 ",2.00%
Houston,Job Title,2018-02,UX Designer,Median Base Pay,"$79,269 ",-0.70%
Seattle,Job Title,2018-02,Software Engineer,Median Base Pay,"$111,840 ",1.40%
Seattle,Job Title,2018-02,Programmer Analyst,Median Base Pay,"$85,548 ",-0.70%
Seattle,Job Title,2018-02,Consultant,Median Base Pay,"$89,932 ",-0.50%
Seattle,Job Title,2018-02,Project Manager,Median Base Pay,"$85,520 ",0.00%
Seattle,Job Title,2018-02,Store Manager,Median Base Pay,"$58,832 ",-0.20%
Seattle,Job Title,2018-02,Business Analyst,Median Base Pay,"$78,537 ",1.20%
Seattle,Job Title,2018-02,Cashier,Median Base Pay,"$34,330 ",2.50%
Seattle,Job Title,2018-02,Financial Analyst,Median Base Pay,"$72,695 ",0.80%
Seattle,Job Title,2018-02,Administrative Assistant,Median Base Pay,"$48,391 ",0.20%
Seattle,Job Title,2018-02,Accountant,Median Base Pay,"$62,675 ",0.60%
Seattle,Job Title,2018-02,Sales Representative,Median Base Pay,"$54,240 ",2.40%
Seattle,Job Title,2018-02,Professor,Median Base Pay,"$102,171 ",-2.80%
Seattle,Job Title,2018-02,Registered Nurse,Median Base Pay,"$77,941 ",1.10%
Seattle,Job Title,2018-02,Marketing Manager,Median Base Pay,"$89,310 ",0.20%
Seattle,Job Title,2018-02,Operations Manager,Median Base Pay,"$78,033 ",-0.50%
Seattle,Job Title,2018-02,Product Manager,Median Base Pay,"$113,931 ",1.50%
Seattle,Job Title,2018-02,Sales Manager,Median Base Pay,"$73,208 ",0.50%
Seattle,Job Title,2018-02,Teacher,Median Base Pay,"$56,276 ",2.10%
Seattle,Job Title,2018-02,Bank Teller,Median Base Pay,"$32,945 ",4.20%
Seattle,Job Title,2018-02,Customer Service Manager,Median Base Pay,"$61,786 ",1.00%
Seattle,Job Title,2018-02,Physical Therapist,Median Base Pay,"$77,369 ",-0.20%
Seattle,Job Title,2018-02,Mechanical Engineer,Median Base Pay,"$84,264 ",1.30%
Seattle,Job Title,2018-02,Recruiter,Median Base Pay,"$61,970 ",0.50%
Seattle,Job Title,2018-02,Design Engineer,Median Base Pay,"$86,366 ",1.90%
Seattle,Job Title,2018-02,Pharmacy Technician,Median Base Pay,"$41,236 ",2.50%
Seattle,Job Title,2018-02,Graphic Designer,Median Base Pay,"$60,259 ",2.10%
Seattle,Job Title,2018-02,Web Developer,Median Base Pay,"$88,043 ",3.30%
Seattle,Job Title,2018-02,Business Development Manager,Median Base Pay,"$84,612 ",0.00%
Seattle,Job Title,2018-02,Data Scientist,Median Base Pay,"$124,435 ",1.00%
Seattle,Job Title,2018-02,Buyer,Median Base Pay,"$69,347 ",1.50%
Seattle,Job Title,2018-02,Data Analyst,Median Base Pay,"$70,718 ",1.20%
Seattle,Job Title,2018-02,Electrical Engineer,Median Base Pay,"$89,759 ",0.90%
Seattle,Job Title,2018-02,Attorney,Median Base Pay,"$118,269 ",3.50%
Seattle,Job Title,2018-02,Human Resources Manager,Median Base Pay,"$85,136 ",2.10%
Seattle,Job Title,2018-02,Technician,Median Base Pay,"$53,520 ",0.70%
Seattle,Job Title,2018-02,Restaurant Cook,Median Base Pay,"$34,954 ",4.70%
Seattle,Job Title,2018-02,Production Manager,Median Base Pay,"$71,559 ",1.40%
Seattle,Job Title,2018-02,Manufacturing Engineer,Median Base Pay,"$79,543 ",1.70%
Seattle,Job Title,2018-02,Retail Key Holder,Median Base Pay,"$34,644 ",0.80%
Seattle,Job Title,2018-02,Paralegal,Median Base Pay,"$63,170 ",2.20%
Seattle,Job Title,2018-02,Java Developer,Median Base Pay,"$89,782 ",1.40%
Seattle,Job Title,2018-02,Warehouse Associate,Median Base Pay,"$47,805 ",-0.40%
Seattle,Job Title,2018-02,Property Manager,Median Base Pay,"$64,555 ",1.20%
Seattle,Job Title,2018-02,Producer,Median Base Pay,"$77,870 ",1.70%
Seattle,Job Title,2018-02,Quality Engineer,Median Base Pay,"$81,295 ",-1.90%
Seattle,Job Title,2018-02,Operations Analyst,Median Base Pay,"$67,178 ",1.80%
Seattle,Job Title,2018-02,Medical Assistant,Median Base Pay,"$45,823 ",1.30%
Seattle,Job Title,2018-02,Tax Manager,Median Base Pay,"$105,304 ",0.50%
Seattle,Job Title,2018-02,Technical Editor,Median Base Pay,"$81,046 ",1.00%
Seattle,Job Title,2018-02,Truck Driver,Median Base Pay,"$57,672 ",4.50%
Seattle,Job Title,2018-02,Insurance Agent,Median Base Pay,"$41,590 ",-1.50%
Seattle,Job Title,2018-02,Medical Technologist,Median Base Pay,"$65,890 ",3.90%
Seattle,Job Title,2018-02,Field Engineer,Median Base Pay,"$75,674 ",3.10%
Seattle,Job Title,2018-02,Machine Operator,Median Base Pay,"$43,466 ",0.60%
Seattle,Job Title,2018-02,Communications Manager,Median Base Pay,"$83,678 ",-1.30%
Seattle,Job Title,2018-02,Construction Laborer,Median Base Pay,"$50,155 ",0.80%
Seattle,Job Title,2018-02,Emergency Medical Technician,Median Base Pay,"$41,053 ",2.90%
Seattle,Job Title,2018-02,Web Designer,Median Base Pay,"$64,606 ",2.80%
Seattle,Job Title,2018-02,Maintenance Worker,Median Base Pay,"$48,904 ",-2.30%
Seattle,Job Title,2018-02,Barista,Median Base Pay,"$29,888 ",3.00%
Seattle,Job Title,2018-02,Bartender,Median Base Pay,"$34,735 ",-6.70%
Seattle,Job Title,2018-02,Civil Engineer,Median Base Pay,"$75,431 ",1.20%
Seattle,Job Title,2018-02,Claims Adjuster,Median Base Pay,"$54,831 ",3.00%
Seattle,Job Title,2018-02,Certified Nursing Assistant,Median Base Pay,"$36,791 ",1.40%
Seattle,Job Title,2018-02,Customer Service Representative,Median Base Pay,"$44,105 ",1.90%
Seattle,Job Title,2018-02,Delivery Driver,Median Base Pay,"$51,646 ",5.40%
Seattle,Job Title,2018-02,Financial Advisor,Median Base Pay,"$55,605 ",4.50%
Seattle,Job Title,2018-02,Licensed Practical Nurse,Median Base Pay,"$52,126 ",1.90%
Seattle,Job Title,2018-02,Loan Officer,Median Base Pay,"$47,947 ",-1.00%
Seattle,Job Title,2018-02,Maintenance Technician,Median Base Pay,"$50,154 ",0.90%
Seattle,Job Title,2018-02,Material Handler,Median Base Pay,"$41,029 ",2.30%
Seattle,Job Title,2018-02,Network Engineer,Median Base Pay,"$93,110 ",3.60%
Seattle,Job Title,2018-02,Office Manager,Median Base Pay,"$56,969 ",0.00%
Seattle,Job Title,2018-02,Pharmacist,Median Base Pay,"$127,282 ",1.40%
Seattle,Job Title,2018-02,Process Engineer,Median Base Pay,"$89,022 ",1.80%
