Metro,Type,Month,Dimension,Measure,Value,YoY
National,Job Title,2018-02,Bank Teller,Median Base Pay,"$29,398 ",4.10%
National,Job Title,2018-02,Customer Service Manager,Median Base Pay,"$53,969 ",0.90%
National,Job Title,2018-02,Physical Therapist,Median Base Pay,"$73,952 ",-0.20%
National,Job Title,2018-02,Mechanical Engineer,Median Base Pay,"$74,014 ",1.20%
National,Job Title,2018-02,Recruiter,Median Base Pay,"$50,574 ",0.40%
National,Job Title,2018-02,Design Engineer,Median Base Pay,"$72,606 ",1.90%
National,Job Title,2018-02,Pharmacy Technician,Median Base Pay,"$30,678 ",2.50%
National,Job Title,2018-02,Graphic Designer,Median Base Pay,"$45,112 ",2.00%
National,Job Title,2018-02,Web Developer,Median Base Pay,"$65,013 ",3.20%
National,Job Title,2018-02,Business Development Manager,Median Base Pay,"$68,938 ",0.00%
National,Job Title,2018-02,Data Scientist,Median Base Pay,"$96,337 ",0.90%
National,Job Title,2018-02,Buyer,Median Base Pay,"$57,677 ",1.40%
National,Job Title,2018-02,Data Analyst,Median Base Pay,"$59,479 ",1.10%
National,Job Title,2018-02,Electrical Engineer,Median Base Pay,"$76,733 ",0.80%
National,Job Title,2018-02,Attorney,Median Base Pay,"$99,270 ",3.40%
National,Job Title,2018-02,Human Resources Manager,Median Base Pay,"$68,532 ",2.00%
National,Job Title,2018-02,Technician,Median Base Pay,"$46,165 ",0.60%
National,Job Title,2018-02,Restaurant Cook,Median Base Pay,"$29,034 ",4.60%
National,Job Title,2018-02,Production Manager,Median Base Pay,"$66,647 ",1.30%
National,Job Title,2018-02,Manufacturing Engineer,Median Base Pay,"$72,263 ",1.60%
National,Job Title,2018-02,Retail Key Holder,Median Base Pay,"$28,977 ",0.80%
National,Job Title,2018-02,Paralegal,Median Base Pay,"$48,726 ",2.10%
National,Job Title,2018-02,Java Developer,Median Base Pay,"$76,040 ",1.30%
National,Job Title,2018-02,Warehouse Associate,Median Base Pay,"$40,708 ",-0.50%
National,Job Title,2018-02,Property Manager,Median Base Pay,"$52,416 ",1.10%
National,Job Title,2018-02,Producer,Median Base Pay,"$52,592 ",1.60%
National,Job Title,2018-02,Quality Engineer,Median Base Pay,"$70,485 ",-2.00%
National,Job Title,2018-02,Operations Analyst,Median Base Pay,"$53,792 ",1.80%
National,Job Title,2018-02,Medical Assistant,Median Base Pay,"$34,304 ",1.30%
National,Job Title,2018-02,Tax Manager,Median Base Pay,"$95,582 ",0.40%
National,Job Title,2018-02,Technical Editor,Median Base Pay,"$53,278 ",1.00%
National,Job Title,2018-02,Truck Driver,Median Base Pay,"$53,932 ",4.40%
National,Job Title,2018-02,Insurance Agent,Median Base Pay,"$42,321 ",-1.50%
National,Job Title,2018-02,Medical Technologist,Median Base Pay,"$54,582 ",3.90%
National,Job Title,2018-02,Field Engineer,Median Base Pay,"$71,805 ",3.00%
National,Job Title,2018-02,Machine Operator,Median Base Pay,"$38,603 ",0.50%
National,Job Title,2018-02,Communications Manager,Median Base Pay,"$66,738 ",-1.40%
National,Job Title,2018-02,Construction Laborer,Median Base Pay,"$39,223 ",0.70%
National,Job Title,2018-02,Emergency Medical Technician,Median Base Pay,"$34,768 ",2.80%
National,Job Title,2018-02,Web Designer,Median Base Pay,"$51,709 ",2.70%
National,Job Title,2018-02,Maintenance Worker,Median Base Pay,"$39,490 ",-2.40%
National,Job Title,2018-02,Barista,Median Base Pay,"$25,068 ",2.90%
National,Job Title,2018-02,Bartender,Median Base Pay,"$29,969 ",-6.80%
National,Job Title,2018-02,Civil Engineer,Median Base Pay,"$67,149 ",1.10%
National,Job Title,2018-02,Claims Adjuster,Median Base Pay,"$51,963 ",3.00%
National,Job Title,2018-02,Certified Nursing Assistant,Median Base Pay,"$28,979 ",1.30%
National,Job Title,2018-02,Customer Service Representative,Median Base Pay,"$36,636 ",1.90%
National,Job Title,2018-02,Delivery Driver,Median Base Pay,"$43,771 ",5.40%
National,Job Title,2018-02,Financial Advisor,Median Base Pay,"$54,906 ",4.40%
National,Job Title,2018-02,Licensed Practical Nurse,Median Base Pay,"$42,288 ",1.80%
National,Job Title,2018-02,Loan Officer,Median Base Pay,"$45,520 ",-1.10%
National,Job Title,2018-02,Maintenance Technician,Median Base Pay,"$44,380 ",0.80%
National,Job Title,2018-02,Material Handler,Median Base Pay,"$36,664 ",2.30%
National,Job Title,2018-02,Network Engineer,Median Base Pay,"$71,103 ",3.60%
National,Job Title,2018-02,Office Manager,Median Base Pay,"$46,057 ",-0.10%
National,Job Title,2018-02,Pharmacist,Median Base Pay,"$127,457 ",1.30%
National,Job Title,2018-02,Process Engineer,Median Base Pay,"$76,622 ",1.80%
National,Job Title,2018-02,Program Manager,Median Base Pay,"$77,442 ",0.20%
National,Job Title,2018-02,Research Assistant,Median Base Pay,"$30,382 ",-1.10%
National,Job Title,2018-02,Restaurant Manager,Median Base Pay,"$50,261 ",0.30%
National,Job Title,2018-02,Security Officer,Median Base Pay,"$35,037 ",2.40%
National,Job Title,2018-02,Server,Median Base Pay,"$33,082 ",1.60%
National,Job Title,2018-02,Solutions Architect,Median Base Pay,"$102,053 ",0.30%
National,Job Title,2018-02,Systems Engineer,Median Base Pay,"$79,005 ",1.30%
National,Job Title,2018-02,Technical Support,Median Base Pay,"$44,894 ",1.70%
National,Job Title,2018-02,UX Designer,Median Base Pay,"$75,774 ",-1.00%
Atlanta,Job Title,2018-02,Software Engineer,Median Base Pay,"$84,717 ",2.00%
Atlanta,Job Title,2018-02,Programmer Analyst,Median Base Pay,"$74,511 ",-0.10%
Atlanta,Job Title,2018-02,Consultant,Median Base Pay,"$85,618 ",0.10%
Atlanta,Job Title,2018-02,Project Manager,Median Base Pay,"$78,952 ",0.70%
Atlanta,Job Title,2018-02,Store Manager,Median Base Pay,"$51,511 ",0.40%
Atlanta,Job Title,2018-02,Business Analyst,Median Base Pay,"$72,150 ",1.90%
Atlanta,Job Title,2018-02,Cashier,Median Base Pay,"$26,171 ",3.10%
Atlanta,Job Title,2018-02,Financial Analyst,Median Base Pay,"$64,545 ",1.50%
Atlanta,Job Title,2018-02,Administrative Assistant,Median Base Pay,"$40,724 ",0.80%
Atlanta,Job Title,2018-02,Accountant,Median Base Pay,"$57,138 ",1.20%
Atlanta,Job Title,2018-02,Sales Representative,Median Base Pay,"$50,495 ",3.10%
Atlanta,Job Title,2018-02,Professor,Median Base Pay,"$88,505 ",-2.10%
Atlanta,Job Title,2018-02,Registered Nurse,Median Base Pay,"$65,447 ",1.80%
Atlanta,Job Title,2018-02,Marketing Manager,Median Base Pay,"$76,119 ",0.90%
Atlanta,Job Title,2018-02,Operations Manager,Median Base Pay,"$70,485 ",0.20%
Atlanta,Job Title,2018-02,Product Manager,Median Base Pay,"$99,085 ",2.20%
Atlanta,Job Title,2018-02,Sales Manager,Median Base Pay,"$66,013 ",1.20%
Atlanta,Job Title,2018-02,Teacher,Median Base Pay,"$49,097 ",2.80%
Atlanta,Job Title,2018-02,Bank Teller,Median Base Pay,"$30,600 ",4.90%
Atlanta,Job Title,2018-02,Customer Service Manager,Median Base Pay,"$55,806 ",1.70%
Atlanta,Job Title,2018-02,Physical Therapist,Median Base Pay,"$75,846 ",0.50%
Atlanta,Job Title,2018-02,Mechanical Engineer,Median Base Pay,"$73,867 ",2.00%
Atlanta,Job Title,2018-02,Recruiter,Median Base Pay,"$52,537 ",1.20%
Atlanta,Job Title,2018-02,Design Engineer,Median Base Pay,"$73,997 ",2.60%
Atlanta,Job Title,2018-02,Pharmacy Technician,Median Base Pay,"$29,275 ",3.20%
Atlanta,Job Title,2018-02,Graphic Designer,Median Base Pay,"$50,848 ",2.80%
Atlanta,Job Title,2018-02,Web Developer,Median Base Pay,"$77,776 ",4.00%
Atlanta,Job Title,2018-02,Business Development Manager,Median Base Pay,"$75,516 ",0.70%
Atlanta,Job Title,2018-02,Data Scientist,Median Base Pay,"$96,115 ",1.70%
Atlanta,Job Title,2018-02,Buyer,Median Base Pay,"$58,284 ",2.20%
Atlanta,Job Title,2018-02,Data Analyst,Median Base Pay,"$65,020 ",1.90%
Atlanta,Job Title,2018-02,Electrical Engineer,Median Base Pay,"$76,532 ",1.50%
Atlanta,Job Title,2018-02,Attorney,Median Base Pay,"$107,809 ",4.20%
Atlanta,Job Title,2018-02,Human Resources Manager,Median Base Pay,"$75,837 ",2.70%
Atlanta,Job Title,2018-02,Technician,Median Base Pay,"$46,081 ",1.40%
Atlanta,Job Title,2018-02,Restaurant Cook,Median Base Pay,"$27,344 ",5.40%
Atlanta,Job Title,2018-02,Production Manager,Median Base Pay,"$68,589 ",2.10%
Atlanta,Job Title,2018-02,Manufacturing Engineer,Median Base Pay,"$73,375 ",2.30%
Atlanta,Job Title,2018-02,Retail Key Holder,Median Base Pay,"$29,414 ",1.50%
Atlanta,Job Title,2018-02,Paralegal,Median Base Pay,"$53,717 ",2.90%
Atlanta,Job Title,2018-02,Java Developer,Median Base Pay,"$79,444 ",2.10%
Atlanta,Job Title,2018-02,Warehouse Associate,Median Base Pay,"$39,935 ",0.30%
Atlanta,Job Title,2018-02,Property Manager,Median Base Pay,"$56,916 ",1.80%
Atlanta,Job Title,2018-02,Producer,Median Base Pay,"$58,545 ",2.30%
Atlanta,Job Title,2018-02,Quality Engineer,Median Base Pay,"$69,653 ",-1.20%
Atlanta,Job Title,2018-02,Operations Analyst,Median Base Pay,"$57,144 ",2.50%
Atlanta,Job Title,2018-02,Medical Assistant,Median Base Pay,"$35,489 ",2.00%
Atlanta,Job Title,2018-02,Tax Manager,Median Base Pay,"$101,166 ",1.20%
Atlanta,Job Title,2018-02,Technical Editor,Median Base Pay,"$55,220 ",1.70%
Atlanta,Job Title,2018-02,Truck Driver,Median Base Pay,"$52,877 ",5.20%
Atlanta,Job Title,2018-02,Insurance Agent,Median Base Pay,"$39,511 ",-0.80%
Atlanta,Job Title,2018-02,Medical Technologist,Median Base Pay,"$58,396 ",4.60%
Atlanta,Job Title,2018-02,Field Engineer,Median Base Pay,"$68,802 ",3.80%
Atlanta,Job Title,2018-02,Machine Operator,Median Base Pay,"$37,051 ",1.30%
Atlanta,Job Title,2018-02,Communications Manager,Median Base Pay,"$72,462 ",-0.70%
Atlanta,Job Title,2018-02,Construction Laborer,Median Base Pay,"$35,517 ",1.50%
Atlanta,Job Title,2018-02,Emergency Medical Technician,Median Base Pay,"$37,060 ",3.50%
Atlanta,Job Title,2018-02,Web Designer,Median Base Pay,"$59,614 ",3.40%
Atlanta,Job Title,2018-02,Maintenance Worker,Median Base Pay,"$37,272 ",-1.70%
Atlanta,Job Title,2018-02,Barista,Median Base Pay,"$23,321 ",3.70%
Atlanta,Job Title,2018-02,Bartender,Median Base Pay,"$31,327 ",-6.10%
Atlanta,Job Title,2018-02,Civil Engineer,Median Base Pay,"$67,669 ",1.90%
Atlanta,Job Title,2018-02,Claims Adjuster,Median Base Pay,"$50,034 ",3.70%
Atlanta,Job Title,2018-02,Certified Nursing Assistant,Median Base Pay,"$26,659 ",2.10%
Atlanta,Job Title,2018-02,Customer Service Representative,Median Base Pay,"$37,658 ",2.60%
Atlanta,Job Title,2018-02,Delivery Driver,Median Base Pay,"$42,263 ",6.10%
Atlanta,Job Title,2018-02,Financial Advisor,Median Base Pay,"$51,469 ",5.20%
Atlanta,Job Title,2018-02,Licensed Practical Nurse,Median Base Pay,"$43,771 ",2.60%
Atlanta,Job Title,2018-02,Loan Officer,Median Base Pay,"$42,579 ",-0.30%
Atlanta,Job Title,2018-02,Maintenance Technician,Median Base Pay,"$46,732 ",1.60%
Atlanta,Job Title,2018-02,Material Handler,Median Base Pay,"$35,371 ",3.00%
Atlanta,Job Title,2018-02,Network Engineer,Median Base Pay,"$75,135 ",4.30%
Atlanta,Job Title,2018-02,Office Manager,Median Base Pay,"$47,892 ",0.60%
Atlanta,Job Title,2018-02,Pharmacist,Median Base Pay,"$119,337 ",2.10%
Atlanta,Job Title,2018-02,Process Engineer,Median Base Pay,"$77,730 ",2.50%
Atlanta,Job Title,2018-02,Program Manager,Median Base Pay,"$84,165 ",0.90%
Atlanta,Job Title,2018-02,Research Assistant,Median Base Pay,"$29,942 ",-0.30%
Atlanta,Job Title,2018-02,Restaurant Manager,Median Base Pay,"$52,894 ",1.10%
Atlanta,Job Title,2018-02,Security Officer,Median Base Pay,"$32,807 ",3.10%
Atlanta,Job Title,2018-02,Server,Median Base Pay,"$32,224 ",2.30%
Atlanta,Job Title,2018-02,Solutions Architect,Median Base Pay,"$114,130 ",1.10%
Atlanta,Job Title,2018-02,Systems Engineer,Median Base Pay,"$78,186 ",2.00%
Atlanta,Job Title,2018-02,Technical Support,Median Base Pay,"$44,326 ",2.40%
Atlanta,Job Title,2018-02,UX Designer,Median Base Pay,"$83,497 ",-0.20%
New York City,Job Title,2018-02,Software Engineer,Median Base Pay,"$103,488 ",2.20%
New York City,Job Title,2018-02,Programmer Analyst,Median Base Pay,"$81,849 ",0.00%
New York City,Job Title,2018-02,Consultant,Median Base Pay,"$91,930 ",0.30%
New York City,Job Title,2018-02,Project Manager,Median Base Pay,"$87,282 ",0.80%
New York City,Job Title,2018-02,Store Manager,Median Base Pay,"$59,873 ",0.60%
New York City,Job Title,2018-02,Business Analyst,Median Base Pay,"$81,407 ",2.00%
New York City,Job Title,2018-02,Cashier,Median Base Pay,"$29,164 ",3.30%
New York City,Job Title,2018-02,Financial Analyst,Median Base Pay,"$76,450 ",1.60%
New York City,Job Title,2018-02,Administrative Assistant,Median Base Pay,"$48,911 ",1.00%
New York City,Job Title,2018-02,Accountant,Median Base Pay,"$63,868 ",1.40%
New York City,Job Title,2018-02,Sales Representative,Median Base Pay,"$56,360 ",3.20%
New York City,Job Title,2018-02,Professor,Median Base Pay,"$115,064 ",-2.00%
New York City,Job Title,2018-02,Registered Nurse,Median Base Pay,"$86,508 ",1.90%
New York City,Job Title,2018-02,Marketing Manager,Median Base Pay,"$84,470 ",1.00%
New York City,Job Title,2018-02,Operations Manager,Median Base Pay,"$77,799 ",0.30%
New York City,Job Title,2018-02,Product Manager,Median Base Pay,"$109,281 ",2.30%
New York City,Job Title,2018-02,Sales Manager,Median Base Pay,"$76,574 ",1.30%
New York City,Job Title,2018-02,Teacher,Median Base Pay,"$65,364 ",2.90%
New York City,Job Title,2018-02,Bank Teller,Median Base Pay,"$33,104 ",5.10%
New York City,Job Title,2018-02,Customer Service Manager,Median Base Pay,"$62,160 ",1.80%
New York City,Job Title,2018-02,Physical Therapist,Median Base Pay,"$81,008 ",0.60%
New York City,Job Title,2018-02,Mechanical Engineer,Median Base Pay,"$75,394 ",2.10%
New York City,Job Title,2018-02,Recruiter,Median Base Pay,"$61,879 ",1.30%
New York City,Job Title,2018-02,Design Engineer,Median Base Pay,"$81,015 ",2.70%
New York City,Job Title,2018-02,Pharmacy Technician,Median Base Pay,"$30,789 ",3.30%
New York City,Job Title,2018-02,Graphic Designer,Median Base Pay,"$58,979 ",2.90%
New York City,Job Title,2018-02,Web Developer,Median Base Pay,"$85,780 ",4.10%
New York City,Job Title,2018-02,Business Development Manager,Median Base Pay,"$83,274 ",0.80%
New York City,Job Title,2018-02,Data Scientist,Median Base Pay,"$113,623 ",1.80%
New York City,Job Title,2018-02,Buyer,Median Base Pay,"$71,624 ",2.30%
New York City,Job Title,2018-02,Data Analyst,Median Base Pay,"$72,076 ",2.00%
New York City,Job Title,2018-02,Electrical Engineer,Median Base Pay,"$79,364 ",1.70%
New York City,Job Title,2018-02,Attorney,Median Base Pay,"$132,029 ",4.40%
New York City,Job Title,2018-02,Human Resources Manager,Median Base Pay,"$87,081 ",2.90%
New York City,Job Title,2018-02,Technician,Median Base Pay,"$53,072 ",1.50%
New York City,Job Title,2018-02,Restaurant Cook,Median Base Pay,"$32,405 ",5.50%
New York City,Job Title,2018-02,Production Manager,Median Base Pay,"$77,945 ",2.20%
New York City,Job Title,2018-02,Manufacturing Engineer,Median Base Pay,"$75,230 ",2.50%
New York City,Job Title,2018-02,Retail Key Holder,Median Base Pay,"$34,016 ",1.60%
New York City,Job Title,2018-02,Paralegal,Median Base Pay,"$57,734 ",3.00%
New York City,Job Title,2018-02,Java Developer,Median Base Pay,"$87,337 ",2.20%
New York City,Job Title,2018-02,Warehouse Associate,Median Base Pay,"$38,602 ",0.40%
New York City,Job Title,2018-02,Property Manager,Median Base Pay,"$70,163 ",2.00%
New York City,Job Title,2018-02,Producer,Median Base Pay,"$78,572 ",2.50%
New York City,Job Title,2018-02,Quality Engineer,Median Base Pay,"$76,129 ",-1.10%
New York City,Job Title,2018-02,Operations Analyst,Median Base Pay,"$71,844 ",2.60%
New York City,Job Title,2018-02,Medical Assistant,Median Base Pay,"$39,267 ",2.10%
New York City,Job Title,2018-02,Tax Manager,Median Base Pay,"$123,437 ",1.30%
New York City,Job Title,2018-02,Technical Editor,Median Base Pay,"$63,406 ",1.80%
New York City,Job Title,2018-02,Truck Driver,Median Base Pay,"$56,554 ",5.30%
New York City,Job Title,2018-02,Insurance Agent,Median Base Pay,"$43,235 ",-0.70%
New York City,Job Title,2018-02,Medical Technologist,Median Base Pay,"$63,268 ",4.80%
New York City,Job Title,2018-02,Field Engineer,Median Base Pay,"$78,300 ",3.90%
New York City,Job Title,2018-02,Machine Operator,Median Base Pay,"$39,170 ",1.40%
New York City,Job Title,2018-02,Communications Manager,Median Base Pay,"$82,776 ",-0.60%
New York City,Job Title,2018-02,Construction Laborer,Median Base Pay,"$47,089 ",1.60%
New York City,Job Title,2018-02,Emergency Medical Technician,Median Base Pay,"$38,787 ",3.70%
New York City,Job Title,2018-02,Web Designer,Median Base Pay,"$66,625 ",3.60%
New York City,Job Title,2018-02,Maintenance Worker,Median Base Pay,"$39,688 ",-1.60%
New York City,Job Title,2018-02,Barista,Median Base Pay,"$28,304 ",3.80%
New York City,Job Title,2018-02,Bartender,Median Base Pay,"$33,684 ",-6.00%
New York City,Job Title,2018-02,Civil Engineer,Median Base Pay,"$77,105 ",2.00%
New York City,Job Title,2018-02,Claims Adjuster,Median Base Pay,"$58,213 ",3.90%
New York City,Job Title,2018-02,Certified Nursing Assistant,Median Base Pay,"$37,182 ",2.20%
New York City,Job Title,2018-02,Customer Service Representative,Median Base Pay,"$43,185 ",2.80%
New York City,Job Title,2018-02,Delivery Driver,Median Base Pay,"$45,888 ",6.30%
New York City,Job Title,2018-02,Financial Advisor,Median Base Pay,"$60,051 ",5.30%
New York City,Job Title,2018-02,Licensed Practical Nurse,Median Base Pay,"$53,900 ",2.70%
New York City,Job Title,2018-02,Loan Officer,Median Base Pay,"$48,375 ",-0.20%
New York City,Job Title,2018-02,Maintenance Technician,Median Base Pay,"$46,945 ",1.70%
New York City,Job Title,2018-02,Material Handler,Median Base Pay,"$40,454 ",3.20%
New York City,Job Title,2018-02,Network Engineer,Median Base Pay,"$84,621 ",4.50%
New York City,Job Title,2018-02,Office Manager,Median Base Pay,"$57,568 ",0.80%
New York City,Job Title,2018-02,Pharmacist,Median Base Pay,"$124,417 ",2.20%
New York City,Job Title,2018-02,Process Engineer,Median Base Pay,"$82,149 ",2.70%
New York City,Job Title,2018-02,Program Manager,Median Base Pay,"$93,340 ",1.00%
New York City,Job Title,2018-02,Research Assistant,Median Base Pay,"$37,014 ",-0.20%
New York City,Job Title,2018-02,Restaurant Manager,Median Base Pay,"$61,898 ",1.20%
New York City,Job Title,2018-02,Security Officer,Median Base Pay,"$39,397 ",3.30%
New York City,Job Title,2018-02,Server,Median Base Pay,"$35,611 ",2.50%
New York City,Job Title,2018-02,Solutions Architect,Median Base Pay,"$118,505 ",1.20%
New York City,Job Title,2018-02,Systems Engineer,Median Base Pay,"$88,093 ",2.10%
New York City,Job Title,2018-02,Technical Support,Median Base Pay,"$56,173 ",2.60%
New York City,Job Title,2018-02,UX Designer,Median Base Pay,"$92,413 ",-0.10%
Los Angeles,Job Title,2018-02,Software Engineer,Median Base Pay,"$98,219 ",1.20%
Los Angeles,Job Title,2018-02,Programmer Analyst,Median Base Pay,"$79,595 ",-0.90%
Los Angeles,Job Title,2018-02,Consultant,Median Base Pay,"$91,872 ",-0.70%
Los Angeles,Job Title,2018-02,Project Manager,Median Base Pay,"$85,062 ",-0.20%
Los Angeles,Job Title,2018-02,Store Manager,Median Base Pay,"$61,786 ",-0.40%
Los Angeles,Job Title,2018-02,Business Analyst,Median Base Pay,"$75,333 ",1.00%
Los Angeles,Job Title,2018-02,Cashier,Median Base Pay,"$30,715 ",2.30%
Los Angeles,Job Title,2018-02,Financial Analyst,Median Base Pay,"$70,790 ",0.60%
Los Angeles,Job Title,2018-02,Administrative Assistant,Median Base Pay,"$47,170 ",0.00%
Los Angeles,Job Title,2018-02,Accountant,Median Base Pay,"$61,428 ",0.40%
Los Angeles,Job Title,2018-02,Sales Representative,Median Base Pay,"$54,698 ",2.20%
