Metro,Type,Month,Dimension,Measure,Value,YoY
Washington DC,Quick Facts,2017-10,Metro Median Pay,Metro Median Pay,"$58,676",1.10%
Washington DC,Quick Facts,2017-10,U.S. Median Pay,U.S. Median Pay,"$51,220",1.60%
Washington DC,Quick Facts,2017-10,Job Openings,Job Openings,"171,977",4.20%
Washington DC,Quick Facts,2017-08,Labor Force Size,Labor Force Size,"3,405,922",2.70%
Washington DC,Quick Facts,2017-08,Total Employment,Total Employment,"3,278,425",2.90%
Washington DC,Quick Facts,2017-08,Unemployment Rate,Unemployment Rate,3.70%,-0.30%
National,Job Title,2017-10,Software Engineer,Median Base Pay,"$85,149",2.00%
National,Job Title,2017-10,Programmer Analyst,Median Base Pay,"$65,682",0.20%
National,Job Title,2017-10,Consultant,Median Base Pay,"$74,822",0.00%
National,Job Title,2017-10,Project Manager,Median Base Pay,"$72,428",0.40%
National,Job Title,2017-10,Store Manager,Median Base Pay,"$48,616",4.00%
National,Job Title,2017-10,Business Analyst,Median Base Pay,"$63,742",2.40%
National,Job Title,2017-10,Cashier,Median Base Pay,"$27,549",3.70%
National,Job Title,2017-10,Financial Analyst,Median Base Pay,"$61,786",1.40%
National,Job Title,2017-10,Administrative Assistant,Median Base Pay,"$38,525",0.90%
National,Job Title,2017-10,Accountant,Median Base Pay,"$55,541",1.80%
National,Job Title,2017-10,Sales Representative,Median Base Pay,"$46,531",3.90%
National,Job Title,2017-10,Professor,Median Base Pay,"$88,257",1.70%
National,Job Title,2017-10,Registered Nurse,Median Base Pay,"$66,785",2.00%
National,Job Title,2017-10,Marketing Manager,Median Base Pay,"$65,936",-0.10%
National,Job Title,2017-10,Operations Manager,Median Base Pay,"$65,899",2.00%
National,Job Title,2017-10,Product Manager,Median Base Pay,"$89,959",1.10%
National,Job Title,2017-10,Sales Manager,Median Base Pay,"$60,040",0.80%
National,Job Title,2017-10,Teacher,Median Base Pay,"$46,264",2.80%
National,Job Title,2017-10,Bank Teller,Median Base Pay,"$28,837",4.40%
National,Job Title,2017-10,Customer Service Manager,Median Base Pay,"$53,100",0.40%
National,Job Title,2017-10,Physical Therapist,Median Base Pay,"$73,451",0.90%
National,Job Title,2017-10,Mechanical Engineer,Median Base Pay,"$73,181",2.10%
National,Job Title,2017-10,Recruiter,Median Base Pay,"$51,075",5.30%
National,Job Title,2017-10,Design Engineer,Median Base Pay,"$71,365",1.40%
National,Job Title,2017-10,Pharmacy Technician,Median Base Pay,"$30,099",2.50%
National,Job Title,2017-10,Graphic Designer,Median Base Pay,"$44,328",1.10%
National,Job Title,2017-10,Web Developer,Median Base Pay,"$64,204",0.80%
National,Job Title,2017-10,Business Development Manager,Median Base Pay,"$69,756",3.80%
National,Job Title,2017-10,Data Scientist,Median Base Pay,"$96,441",0.90%
National,Job Title,2017-10,Buyer,Median Base Pay,"$57,866",2.60%
National,Job Title,2017-10,Data Analyst,Median Base Pay,"$57,688",1.40%
National,Job Title,2017-10,Electrical Engineer,Median Base Pay,"$76,742",0.80%
National,Job Title,2017-10,Attorney,Median Base Pay,"$93,364",-0.20%
National,Job Title,2017-10,Human Resources Manager,Median Base Pay,"$67,912",0.80%
National,Job Title,2017-10,Technician,Median Base Pay,"$44,924",0.60%
National,Job Title,2017-10,Restaurant Cook,Median Base Pay,"$28,398",4.80%
National,Job Title,2017-10,Production Manager,Median Base Pay,"$66,686",1.50%
National,Job Title,2017-10,Manufacturing Engineer,Median Base Pay,"$71,692",1.30%
National,Job Title,2017-10,Retail Key Holder,Median Base Pay,"$29,038",1.10%
National,Job Title,2017-10,Paralegal,Median Base Pay,"$48,267",2.10%
National,Job Title,2017-10,Java Developer,Median Base Pay,"$74,387",0.30%
National,Job Title,2017-10,Warehouse Associate,Median Base Pay,"$42,893",4.30%
National,Job Title,2017-10,Property Manager,Median Base Pay,"$51,349",2.00%
National,Job Title,2017-10,Producer,Median Base Pay,"$51,871",1.50%
National,Job Title,2017-10,Quality Engineer,Median Base Pay,"$71,367",-0.20%
National,Job Title,2017-10,Operations Analyst,Median Base Pay,"$53,269",0.90%
National,Job Title,2017-10,Medical Assistant,Median Base Pay,"$33,511",0.80%
National,Job Title,2017-10,Tax Manager,Median Base Pay,"$93,557",1.20%
National,Job Title,2017-10,Technical Editor,Median Base Pay,"$51,301",1.60%
National,Job Title,2017-10,Truck Driver,Median Base Pay,"$52,629",4.10%
National,Job Title,2017-10,Insurance Agent,Median Base Pay,"$42,729",5.30%
National,Job Title,2017-10,Medical Technologist,Median Base Pay,"$54,231",2.70%
National,Job Title,2017-10,Field Engineer,Median Base Pay,"$70,367",2.20%
National,Job Title,2017-10,Machine Operator,Median Base Pay,"$39,492",0.50%
National,Job Title,2017-10,Communications Manager,Median Base Pay,"$68,008",2.10%
National,Job Title,2017-10,Construction Laborer,Median Base Pay,"$39,678",4.00%
National,Job Title,2017-10,Emergency Medical Technician,Median Base Pay,"$34,526",1.80%
National,Job Title,2017-10,Web Designer,Median Base Pay,"$52,192",3.60%
National,Job Title,2017-10,Maintenance Worker,Median Base Pay,"$40,501",-0.60%
National,Job Title,2017-10,Barista,Median Base Pay,"$24,500",5.30%
National,Job Title,2017-10,Bartender,Median Base Pay,"$32,911",1.20%
National,Job Title,2017-10,Civil Engineer,Median Base Pay,"$66,147",1.20%
National,Job Title,2017-10,Claims Adjuster,Median Base Pay,"$51,675",2.50%
National,Job Title,2017-10,Certified Nursing Assistant,Median Base Pay,"$28,617",2.30%
National,Job Title,2017-10,Customer Service Representative,Median Base Pay,"$36,048",3.00%
National,Job Title,2017-10,Delivery Driver,Median Base Pay,"$37,784",3.10%
National,Job Title,2017-10,Financial Advisor,Median Base Pay,"$53,852",3.80%
National,Job Title,2017-10,Licensed Practical Nurse,Median Base Pay,"$42,091",3.40%
National,Job Title,2017-10,Loan Officer,Median Base Pay,"$45,108",0.40%
National,Job Title,2017-10,Maintenance Technician,Median Base Pay,"$44,220",-0.20%
National,Job Title,2017-10,Material Handler,Median Base Pay,"$35,909",2.70%
National,Job Title,2017-10,Network Engineer,Median Base Pay,"$70,427",0.60%
National,Job Title,2017-10,Office Manager,Median Base Pay,"$45,070",0.80%
National,Job Title,2017-10,Pharmacist,Median Base Pay,"$127,477",0.50%
National,Job Title,2017-10,Process Engineer,Median Base Pay,"$77,100",1.50%
National,Job Title,2017-10,Program Manager,Median Base Pay,"$74,531",0.80%
National,Job Title,2017-10,Research Assistant,Median Base Pay,"$30,772",1.50%
National,Job Title,2017-10,Restaurant Manager,Median Base Pay,"$50,288",2.20%
National,Job Title,2017-10,Security Officer,Median Base Pay,"$34,534",2.80%
National,Job Title,2017-10,Server,Median Base Pay,"$32,785",1.60%
National,Job Title,2017-10,Solutions Architect,Median Base Pay,"$102,003",2.10%
National,Job Title,2017-10,Systems Engineer,Median Base Pay,"$79,104",1.50%
National,Job Title,2017-10,Technical Support,Median Base Pay,"$45,235",2.00%
National,Job Title,2017-10,UX Designer,Median Base Pay,"$76,715",0.60%
Atlanta,Job Title,2017-10,Software Engineer,Median Base Pay,"$83,924",1.80%
Atlanta,Job Title,2017-10,Programmer Analyst,Median Base Pay,"$70,304",-0.10%
Atlanta,Job Title,2017-10,Consultant,Median Base Pay,"$86,024",-0.20%
Atlanta,Job Title,2017-10,Project Manager,Median Base Pay,"$77,130",0.20%
Atlanta,Job Title,2017-10,Store Manager,Median Base Pay,"$50,536",3.70%
Atlanta,Job Title,2017-10,Business Analyst,Median Base Pay,"$70,853",2.10%
Atlanta,Job Title,2017-10,Cashier,Median Base Pay,"$26,156",3.40%
Atlanta,Job Title,2017-10,Financial Analyst,Median Base Pay,"$63,720",1.20%
Atlanta,Job Title,2017-10,Administrative Assistant,Median Base Pay,"$39,802",0.60%
Atlanta,Job Title,2017-10,Accountant,Median Base Pay,"$56,459",1.50%
Atlanta,Job Title,2017-10,Sales Representative,Median Base Pay,"$48,705",3.70%
Atlanta,Job Title,2017-10,Professor,Median Base Pay,"$89,234",1.50%
Atlanta,Job Title,2017-10,Registered Nurse,Median Base Pay,"$65,347",1.80%
Atlanta,Job Title,2017-10,Marketing Manager,Median Base Pay,"$73,691",-0.40%
Atlanta,Job Title,2017-10,Operations Manager,Median Base Pay,"$69,169",1.70%
Atlanta,Job Title,2017-10,Product Manager,Median Base Pay,"$95,400",0.80%
Atlanta,Job Title,2017-10,Sales Manager,Median Base Pay,"$64,552",0.60%
Atlanta,Job Title,2017-10,Teacher,Median Base Pay,"$48,099",2.50%
Atlanta,Job Title,2017-10,Bank Teller,Median Base Pay,"$29,873",4.20%
Atlanta,Job Title,2017-10,Customer Service Manager,Median Base Pay,"$54,550",0.10%
Atlanta,Job Title,2017-10,Physical Therapist,Median Base Pay,"$74,945",0.70%
Atlanta,Job Title,2017-10,Mechanical Engineer,Median Base Pay,"$72,961",1.90%
Atlanta,Job Title,2017-10,Recruiter,Median Base Pay,"$52,468",5.00%
Atlanta,Job Title,2017-10,Design Engineer,Median Base Pay,"$72,387",1.20%
Atlanta,Job Title,2017-10,Pharmacy Technician,Median Base Pay,"$28,566",2.30%
Atlanta,Job Title,2017-10,Graphic Designer,Median Base Pay,"$50,035",0.80%
Atlanta,Job Title,2017-10,Web Developer,Median Base Pay,"$76,762",0.60%
Atlanta,Job Title,2017-10,Business Development Manager,Median Base Pay,"$75,146",3.60%
Atlanta,Job Title,2017-10,Data Scientist,Median Base Pay,"$97,552",0.70%
Atlanta,Job Title,2017-10,Buyer,Median Base Pay,"$59,289",2.40%
Atlanta,Job Title,2017-10,Data Analyst,Median Base Pay,"$63,707",1.20%
Atlanta,Job Title,2017-10,Electrical Engineer,Median Base Pay,"$76,068",0.50%
Atlanta,Job Title,2017-10,Attorney,Median Base Pay,"$101,036",-0.40%
Atlanta,Job Title,2017-10,Human Resources Manager,Median Base Pay,"$74,445",0.60%
Atlanta,Job Title,2017-10,Technician,Median Base Pay,"$44,914",0.40%
Atlanta,Job Title,2017-10,Restaurant Cook,Median Base Pay,"$26,525",4.50%
Atlanta,Job Title,2017-10,Production Manager,Median Base Pay,"$67,814",1.30%
Atlanta,Job Title,2017-10,Manufacturing Engineer,Median Base Pay,"$72,506",1.10%
Atlanta,Job Title,2017-10,Retail Key Holder,Median Base Pay,"$29,530",0.80%
Atlanta,Job Title,2017-10,Paralegal,Median Base Pay,"$52,924",1.90%
Atlanta,Job Title,2017-10,Java Developer,Median Base Pay,"$76,866",0.10%
Atlanta,Job Title,2017-10,Warehouse Associate,Median Base Pay,"$41,320",4.10%
Atlanta,Job Title,2017-10,Property Manager,Median Base Pay,"$54,789",1.80%
Atlanta,Job Title,2017-10,Producer,Median Base Pay,"$61,180",1.20%
Atlanta,Job Title,2017-10,Quality Engineer,Median Base Pay,"$69,696",-0.50%
Atlanta,Job Title,2017-10,Operations Analyst,Median Base Pay,"$55,368",0.70%
Atlanta,Job Title,2017-10,Medical Assistant,Median Base Pay,"$34,476",0.60%
Atlanta,Job Title,2017-10,Tax Manager,Median Base Pay,"$98,196",1.00%
Atlanta,Job Title,2017-10,Technical Editor,Median Base Pay,"$52,793",1.30%
Atlanta,Job Title,2017-10,Truck Driver,Median Base Pay,"$50,327",3.90%
Atlanta,Job Title,2017-10,Insurance Agent,Median Base Pay,"$39,674",5.00%
Atlanta,Job Title,2017-10,Medical Technologist,Median Base Pay,"$56,913",2.50%
Atlanta,Job Title,2017-10,Field Engineer,Median Base Pay,"$66,798",1.90%
Atlanta,Job Title,2017-10,Machine Operator,Median Base Pay,"$37,625",0.30%
Atlanta,Job Title,2017-10,Communications Manager,Median Base Pay,"$72,598",1.80%
Atlanta,Job Title,2017-10,Construction Laborer,Median Base Pay,"$35,269",3.80%
Atlanta,Job Title,2017-10,Emergency Medical Technician,Median Base Pay,"$36,238",1.50%
Atlanta,Job Title,2017-10,Web Designer,Median Base Pay,"$59,101",3.30%
Atlanta,Job Title,2017-10,Maintenance Worker,Median Base Pay,"$38,068",-0.80%
Atlanta,Job Title,2017-10,Barista,Median Base Pay,"$22,669",5.00%
Atlanta,Job Title,2017-10,Bartender,Median Base Pay,"$34,408",0.90%
Atlanta,Job Title,2017-10,Civil Engineer,Median Base Pay,"$66,626",1.00%
Atlanta,Job Title,2017-10,Claims Adjuster,Median Base Pay,"$49,586",2.20%
Atlanta,Job Title,2017-10,Certified Nursing Assistant,Median Base Pay,"$26,217",2.00%
Atlanta,Job Title,2017-10,Customer Service Representative,Median Base Pay,"$37,014",2.70%
Atlanta,Job Title,2017-10,Delivery Driver,Median Base Pay,"$36,051",2.90%
Atlanta,Job Title,2017-10,Financial Advisor,Median Base Pay,"$49,684",3.60%
Atlanta,Job Title,2017-10,Licensed Practical Nurse,Median Base Pay,"$43,627",3.20%
Atlanta,Job Title,2017-10,Loan Officer,Median Base Pay,"$42,860",0.20%
Atlanta,Job Title,2017-10,Maintenance Technician,Median Base Pay,"$46,110",-0.40%
Atlanta,Job Title,2017-10,Material Handler,Median Base Pay,"$35,051",2.50%
Atlanta,Job Title,2017-10,Network Engineer,Median Base Pay,"$75,015",0.40%
Atlanta,Job Title,2017-10,Office Manager,Median Base Pay,"$46,763",0.60%
Atlanta,Job Title,2017-10,Pharmacist,Median Base Pay,"$118,604",0.20%
Atlanta,Job Title,2017-10,Process Engineer,Median Base Pay,"$77,759",1.30%
Atlanta,Job Title,2017-10,Program Manager,Median Base Pay,"$81,453",0.50%
Atlanta,Job Title,2017-10,Research Assistant,Median Base Pay,"$31,247",1.30%
Atlanta,Job Title,2017-10,Restaurant Manager,Median Base Pay,"$52,523",1.90%
Atlanta,Job Title,2017-10,Security Officer,Median Base Pay,"$32,335",2.60%
Atlanta,Job Title,2017-10,Server,Median Base Pay,"$31,668",1.40%
Atlanta,Job Title,2017-10,Solutions Architect,Median Base Pay,"$112,988",1.80%
Atlanta,Job Title,2017-10,Systems Engineer,Median Base Pay,"$78,550",1.30%
Atlanta,Job Title,2017-10,Technical Support,Median Base Pay,"$43,514",1.80%
Atlanta,Job Title,2017-10,UX Designer,Median Base Pay,"$82,969",0.30%
New York City,Job Title,2017-10,Software Engineer,Median Base Pay,"$103,259",1.80%
New York City,Job Title,2017-10,Programmer Analyst,Median Base Pay,"$77,925",0.00%
New York City,Job Title,2017-10,Consultant,Median Base Pay,"$92,187",-0.20%
New York City,Job Title,2017-10,Project Manager,Median Base Pay,"$84,850",0.20%
New York City,Job Title,2017-10,Store Manager,Median Base Pay,"$58,485",3.80%
New York City,Job Title,2017-10,Business Analyst,Median Base Pay,"$79,632",2.20%
New York City,Job Title,2017-10,Cashier,Median Base Pay,"$28,860",3.50%
New York City,Job Title,2017-10,Financial Analyst,Median Base Pay,"$75,101",1.20%
New York City,Job Title,2017-10,Administrative Assistant,Median Base Pay,"$47,643",0.70%
New York City,Job Title,2017-10,Accountant,Median Base Pay,"$62,882",1.50%
New York City,Job Title,2017-10,Sales Representative,Median Base Pay,"$54,709",3.70%
New York City,Job Title,2017-10,Professor,Median Base Pay,"$112,655",1.50%
New York City,Job Title,2017-10,Registered Nurse,Median Base Pay,"$85,639",1.80%
New York City,Job Title,2017-10,Marketing Manager,Median Base Pay,"$82,425",-0.30%
New York City,Job Title,2017-10,Operations Manager,Median Base Pay,"$76,187",1.80%
New York City,Job Title,2017-10,Product Manager,Median Base Pay,"$105,887",0.90%
New York City,Job Title,2017-10,Sales Manager,Median Base Pay,"$74,569",0.60%
New York City,Job Title,2017-10,Teacher,Median Base Pay,"$63,345",2.60%
New York City,Job Title,2017-10,Bank Teller,Median Base Pay,"$32,080",4.20%
New York City,Job Title,2017-10,Customer Service Manager,Median Base Pay,"$60,460",0.20%
New York City,Job Title,2017-10,Physical Therapist,Median Base Pay,"$78,907",0.70%
New York City,Job Title,2017-10,Mechanical Engineer,Median Base Pay,"$73,972",1.90%
New York City,Job Title,2017-10,Recruiter,Median Base Pay,"$61,527",5.10%
New York City,Job Title,2017-10,Design Engineer,Median Base Pay,"$79,218",1.20%
New York City,Job Title,2017-10,Pharmacy Technician,Median Base Pay,"$29,579",2.30%
New York City,Job Title,2017-10,Graphic Designer,Median Base Pay,"$57,488",0.90%
New York City,Job Title,2017-10,Web Developer,Median Base Pay,"$84,149",0.60%
New York City,Job Title,2017-10,Business Development Manager,Median Base Pay,"$83,175",3.60%
New York City,Job Title,2017-10,Data Scientist,Median Base Pay,"$114,598",0.70%
New York City,Job Title,2017-10,Buyer,Median Base Pay,"$72,813",2.40%
New York City,Job Title,2017-10,Data Analyst,Median Base Pay,"$69,500",1.20%
New York City,Job Title,2017-10,Electrical Engineer,Median Base Pay,"$78,121",0.60%
New York City,Job Title,2017-10,Attorney,Median Base Pay,"$122,302",-0.40%
New York City,Job Title,2017-10,Human Resources Manager,Median Base Pay,"$85,925",0.60%
New York City,Job Title,2017-10,Technician,Median Base Pay,"$50,907",0.40%
New York City,Job Title,2017-10,Restaurant Cook,Median Base Pay,"$31,269",4.60%
New York City,Job Title,2017-10,Production Manager,Median Base Pay,"$76,807",1.30%
New York City,Job Title,2017-10,Manufacturing Engineer,Median Base Pay,"$74,084",1.10%
New York City,Job Title,2017-10,Retail Key Holder,Median Base Pay,"$33,585",0.90%
New York City,Job Title,2017-10,Paralegal,Median Base Pay,"$56,318",1.90%
New York City,Job Title,2017-10,Java Developer,Median Base Pay,"$82,785",0.10%
New York City,Job Title,2017-10,Warehouse Associate,Median Base Pay,"$39,324",4.10%
New York City,Job Title,2017-10,Property Manager,Median Base Pay,"$66,613",1.80%
New York City,Job Title,2017-10,Producer,Median Base Pay,"$77,220",1.30%
New York City,Job Title,2017-10,Quality Engineer,Median Base Pay,"$76,480",-0.40%
New York City,Job Title,2017-10,Operations Analyst,Median Base Pay,"$70,090",0.70%
New York City,Job Title,2017-10,Medical Assistant,Median Base Pay,"$38,137",0.60%
New York City,Job Title,2017-10,Tax Manager,Median Base Pay,"$118,102",1.00%
New York City,Job Title,2017-10,Technical Editor,Median Base Pay,"$60,390",1.40%
New York City,Job Title,2017-10,Truck Driver,Median Base Pay,"$54,795",3.90%
New York City,Job Title,2017-10,Insurance Agent,Median Base Pay,"$43,218",5.00%
New York City,Job Title,2017-10,Medical Technologist,Median Base Pay,"$61,945",2.50%
New York City,Job Title,2017-10,Field Engineer,Median Base Pay,"$76,247",2.00%
New York City,Job Title,2017-10,Machine Operator,Median Base Pay,"$39,717",0.30%
New York City,Job Title,2017-10,Communications Manager,Median Base Pay,"$83,432",1.90%
New York City,Job Title,2017-10,Construction Laborer,Median Base Pay,"$45,932",3.80%
New York City,Job Title,2017-10,Emergency Medical Technician,Median Base Pay,"$37,795",1.60%
New York City,Job Title,2017-10,Web Designer,Median Base Pay,"$66,502",3.40%
New York City,Job Title,2017-10,Maintenance Worker,Median Base Pay,"$39,828",-0.80%
New York City,Job Title,2017-10,Barista,Median Base Pay,"$27,145",5.00%
New York City,Job Title,2017-10,Bartender,Median Base Pay,"$36,032",1.00%
New York City,Job Title,2017-10,Civil Engineer,Median Base Pay,"$76,215",1.00%
New York City,Job Title,2017-10,Claims Adjuster,Median Base Pay,"$57,525",2.30%
New York City,Job Title,2017-10,Certified Nursing Assistant,Median Base Pay,"$36,218",2.00%
New York City,Job Title,2017-10,Customer Service Representative,Median Base Pay,"$42,028",2.80%
New York City,Job Title,2017-10,Delivery Driver,Median Base Pay,"$38,928",2.90%
New York City,Job Title,2017-10,Financial Advisor,Median Base Pay,"$57,792",3.60%
New York City,Job Title,2017-10,Licensed Practical Nurse,Median Base Pay,"$53,060",3.20%
New York City,Job Title,2017-10,Loan Officer,Median Base Pay,"$49,840",0.20%
New York City,Job Title,2017-10,Maintenance Technician,Median Base Pay,"$46,731",-0.40%
New York City,Job Title,2017-10,Material Handler,Median Base Pay,"$39,316",2.50%
New York City,Job Title,2017-10,Network Engineer,Median Base Pay,"$83,028",0.40%
New York City,Job Title,2017-10,Office Manager,Median Base Pay,"$55,662",0.60%
New York City,Job Title,2017-10,Pharmacist,Median Base Pay,"$122,793",0.30%
New York City,Job Title,2017-10,Process Engineer,Median Base Pay,"$81,377",1.30%
New York City,Job Title,2017-10,Program Manager,Median Base Pay,"$89,188",0.60%
New York City,Job Title,2017-10,Research Assistant,Median Base Pay,"$36,700",1.30%
New York City,Job Title,2017-10,Restaurant Manager,Median Base Pay,"$61,012",2.00%
New York City,Job Title,2017-10,Security Officer,Median Base Pay,"$38,120",2.60%
New York City,Job Title,2017-10,Server,Median Base Pay,"$34,941",1.40%
New York City,Job Title,2017-10,Solutions Architect,Median Base Pay,"$116,875",1.90%
New York City,Job Title,2017-10,Systems Engineer,Median Base Pay,"$87,143",1.30%
New York City,Job Title,2017-10,Technical Support,Median Base Pay,"$56,407",1.80%
New York City,Job Title,2017-10,UX Designer,Median Base Pay,"$93,628",0.40%
Los Angeles,Job Title,2017-10,Software Engineer,Median Base Pay,"$97,928",2.50%
Los Angeles,Job Title,2017-10,Programmer Analyst,Median Base Pay,"$76,577",0.60%
Los Angeles,Job Title,2017-10,Consultant,Median Base Pay,"$91,516",0.50%
Los Angeles,Job Title,2017-10,Project Manager,Median Base Pay,"$83,676",0.90%
Los Angeles,Job Title,2017-10,Store Manager,Median Base Pay,"$61,062",4.40%
Los Angeles,Job Title,2017-10,Business Analyst,Median Base Pay,"$74,212",2.80%
Los Angeles,Job Title,2017-10,Cashier,Median Base Pay,"$30,619",4.10%
Los Angeles,Job Title,2017-10,Financial Analyst,Median Base Pay,"$70,054",1.90%
Los Angeles,Job Title,2017-10,Administrative Assistant,Median Base Pay,"$46,491",1.30%
Los Angeles,Job Title,2017-10,Accountant,Median Base Pay,"$61,015",2.20%
Los Angeles,Job Title,2017-10,Sales Representative,Median Base Pay,"$53,408",4.40%
Los Angeles,Job Title,2017-10,Professor,Median Base Pay,"$112,175",2.20%
Los Angeles,Job Title,2017-10,Registered Nurse,Median Base Pay,"$89,824",2.50%
Los Angeles,Job Title,2017-10,Marketing Manager,Median Base Pay,"$82,523",0.30%
Los Angeles,Job Title,2017-10,Operations Manager,Median Base Pay,"$75,237",2.40%
Los Angeles,Job Title,2017-10,Product Manager,Median Base Pay,"$102,662",1.50%
Los Angeles,Job Title,2017-10,Sales Manager,Median Base Pay,"$72,496",1.30%
Los Angeles,Job Title,2017-10,Teacher,Median Base Pay,"$60,656",3.20%
Los Angeles,Job Title,2017-10,Bank Teller,Median Base Pay,"$31,159",4.90%
Los Angeles,Job Title,2017-10,Customer Service Manager,Median Base Pay,"$61,942",0.80%
Los Angeles,Job Title,2017-10,Physical Therapist,Median Base Pay,"$91,009",1.40%
Los Angeles,Job Title,2017-10,Mechanical Engineer,Median Base Pay,"$81,746",2.60%
Los Angeles,Job Title,2017-10,Recruiter,Median Base Pay,"$61,002",5.70%
Los Angeles,Job Title,2017-10,Design Engineer,Median Base Pay,"$85,345",1.90%
