Metro,Type,Month,Dimension,Measure,Value,YoY
Los Angeles,Job Title,2017-10,Pharmacy Technician,Median Base Pay,"$36,287",3.00%
Los Angeles,Job Title,2017-10,Graphic Designer,Median Base Pay,"$56,665",1.50%
Los Angeles,Job Title,2017-10,Web Developer,Median Base Pay,"$79,674",1.30%
Los Angeles,Job Title,2017-10,Business Development Manager,Median Base Pay,"$80,863",4.30%
Los Angeles,Job Title,2017-10,Data Scientist,Median Base Pay,"$117,093",1.40%
Los Angeles,Job Title,2017-10,Buyer,Median Base Pay,"$64,501",3.10%
Los Angeles,Job Title,2017-10,Data Analyst,Median Base Pay,"$70,253",1.90%
Los Angeles,Job Title,2017-10,Electrical Engineer,Median Base Pay,"$86,372",1.20%
Los Angeles,Job Title,2017-10,Attorney,Median Base Pay,"$124,115",0.30%
Los Angeles,Job Title,2017-10,Human Resources Manager,Median Base Pay,"$84,523",1.30%
Los Angeles,Job Title,2017-10,Technician,Median Base Pay,"$52,167",1.10%
Los Angeles,Job Title,2017-10,Restaurant Cook,Median Base Pay,"$32,086",5.20%
Los Angeles,Job Title,2017-10,Production Manager,Median Base Pay,"$79,156",2.00%
Los Angeles,Job Title,2017-10,Manufacturing Engineer,Median Base Pay,"$80,605",1.80%
Los Angeles,Job Title,2017-10,Retail Key Holder,Median Base Pay,"$33,278",1.50%
Los Angeles,Job Title,2017-10,Paralegal,Median Base Pay,"$60,389",2.60%
Los Angeles,Job Title,2017-10,Java Developer,Median Base Pay,"$86,672",0.70%
Los Angeles,Job Title,2017-10,Warehouse Associate,Median Base Pay,"$48,914",4.80%
Los Angeles,Job Title,2017-10,Property Manager,Median Base Pay,"$61,779",2.50%
Los Angeles,Job Title,2017-10,Producer,Median Base Pay,"$77,337",1.90%
Los Angeles,Job Title,2017-10,Quality Engineer,Median Base Pay,"$81,808",0.20%
Los Angeles,Job Title,2017-10,Operations Analyst,Median Base Pay,"$60,145",1.40%
Los Angeles,Job Title,2017-10,Medical Assistant,Median Base Pay,"$37,366",1.30%
Los Angeles,Job Title,2017-10,Tax Manager,Median Base Pay,"$110,401",1.70%
Los Angeles,Job Title,2017-10,Technical Editor,Median Base Pay,"$59,572",2.00%
Los Angeles,Job Title,2017-10,Truck Driver,Median Base Pay,"$56,671",4.60%
Los Angeles,Job Title,2017-10,Insurance Agent,Median Base Pay,"$48,374",5.70%
Los Angeles,Job Title,2017-10,Medical Technologist,Median Base Pay,"$62,976",3.20%
Los Angeles,Job Title,2017-10,Field Engineer,Median Base Pay,"$76,195",2.60%
Los Angeles,Job Title,2017-10,Machine Operator,Median Base Pay,"$37,988",1.00%
Los Angeles,Job Title,2017-10,Communications Manager,Median Base Pay,"$83,215",2.50%
Los Angeles,Job Title,2017-10,Construction Laborer,Median Base Pay,"$40,745",4.50%
Los Angeles,Job Title,2017-10,Emergency Medical Technician,Median Base Pay,"$34,228",2.20%
Los Angeles,Job Title,2017-10,Web Designer,Median Base Pay,"$63,640",4.10%
Los Angeles,Job Title,2017-10,Maintenance Worker,Median Base Pay,"$41,757",-0.10%
Los Angeles,Job Title,2017-10,Barista,Median Base Pay,"$26,903",5.70%
Los Angeles,Job Title,2017-10,Bartender,Median Base Pay,"$33,804",1.60%
Los Angeles,Job Title,2017-10,Civil Engineer,Median Base Pay,"$79,152",1.70%
Los Angeles,Job Title,2017-10,Claims Adjuster,Median Base Pay,"$57,998",2.90%
Los Angeles,Job Title,2017-10,Certified Nursing Assistant,Median Base Pay,"$33,961",2.70%
Los Angeles,Job Title,2017-10,Customer Service Representative,Median Base Pay,"$42,367",3.40%
Los Angeles,Job Title,2017-10,Delivery Driver,Median Base Pay,"$40,832",3.60%
Los Angeles,Job Title,2017-10,Financial Advisor,Median Base Pay,"$58,174",4.30%
Los Angeles,Job Title,2017-10,Licensed Practical Nurse,Median Base Pay,"$50,450",3.90%
Los Angeles,Job Title,2017-10,Loan Officer,Median Base Pay,"$48,655",0.90%
Los Angeles,Job Title,2017-10,Maintenance Technician,Median Base Pay,"$45,267",0.30%
Los Angeles,Job Title,2017-10,Material Handler,Median Base Pay,"$38,155",3.20%
Los Angeles,Job Title,2017-10,Network Engineer,Median Base Pay,"$84,542",1.10%
Los Angeles,Job Title,2017-10,Office Manager,Median Base Pay,"$55,743",1.30%
Los Angeles,Job Title,2017-10,Pharmacist,Median Base Pay,"$134,704",0.90%
Los Angeles,Job Title,2017-10,Process Engineer,Median Base Pay,"$84,425",2.00%
Los Angeles,Job Title,2017-10,Program Manager,Median Base Pay,"$89,598",1.20%
Los Angeles,Job Title,2017-10,Research Assistant,Median Base Pay,"$34,754",2.00%
Los Angeles,Job Title,2017-10,Restaurant Manager,Median Base Pay,"$60,210",2.60%
Los Angeles,Job Title,2017-10,Security Officer,Median Base Pay,"$37,611",3.30%
Los Angeles,Job Title,2017-10,Server,Median Base Pay,"$32,845",2.10%
Los Angeles,Job Title,2017-10,Solutions Architect,Median Base Pay,"$115,072",2.50%
Los Angeles,Job Title,2017-10,Systems Engineer,Median Base Pay,"$90,852",2.00%
Los Angeles,Job Title,2017-10,Technical Support,Median Base Pay,"$54,318",2.50%
Los Angeles,Job Title,2017-10,UX Designer,Median Base Pay,"$90,068",1.00%
Philadelphia,Job Title,2017-10,Software Engineer,Median Base Pay,"$84,729",0.80%
Philadelphia,Job Title,2017-10,Programmer Analyst,Median Base Pay,"$69,425",-1.00%
Philadelphia,Job Title,2017-10,Consultant,Median Base Pay,"$82,479",-1.10%
Philadelphia,Job Title,2017-10,Project Manager,Median Base Pay,"$76,399",-0.70%
Philadelphia,Job Title,2017-10,Store Manager,Median Base Pay,"$53,295",2.70%
Philadelphia,Job Title,2017-10,Business Analyst,Median Base Pay,"$68,427",1.20%
Philadelphia,Job Title,2017-10,Cashier,Median Base Pay,"$26,896",2.40%
Philadelphia,Job Title,2017-10,Financial Analyst,Median Base Pay,"$62,592",0.20%
Philadelphia,Job Title,2017-10,Administrative Assistant,Median Base Pay,"$40,952",-0.30%
Philadelphia,Job Title,2017-10,Accountant,Median Base Pay,"$57,965",0.60%
Philadelphia,Job Title,2017-10,Sales Representative,Median Base Pay,"$50,277",2.70%
Philadelphia,Job Title,2017-10,Professor,Median Base Pay,"$97,703",0.60%
Philadelphia,Job Title,2017-10,Registered Nurse,Median Base Pay,"$73,096",0.80%
Philadelphia,Job Title,2017-10,Marketing Manager,Median Base Pay,"$75,634",-1.30%
Philadelphia,Job Title,2017-10,Operations Manager,Median Base Pay,"$70,949",0.80%
Philadelphia,Job Title,2017-10,Product Manager,Median Base Pay,"$92,633",-0.10%
Philadelphia,Job Title,2017-10,Sales Manager,Median Base Pay,"$65,780",-0.40%
Philadelphia,Job Title,2017-10,Teacher,Median Base Pay,"$50,774",1.60%
Philadelphia,Job Title,2017-10,Bank Teller,Median Base Pay,"$29,638",3.20%
Philadelphia,Job Title,2017-10,Customer Service Manager,Median Base Pay,"$56,128",-0.80%
Philadelphia,Job Title,2017-10,Physical Therapist,Median Base Pay,"$79,213",-0.30%
Philadelphia,Job Title,2017-10,Mechanical Engineer,Median Base Pay,"$75,767",0.90%
Philadelphia,Job Title,2017-10,Recruiter,Median Base Pay,"$52,629",4.00%
Philadelphia,Job Title,2017-10,Design Engineer,Median Base Pay,"$75,807",0.20%
Philadelphia,Job Title,2017-10,Pharmacy Technician,Median Base Pay,"$28,163",1.30%
Philadelphia,Job Title,2017-10,Graphic Designer,Median Base Pay,"$48,462",-0.10%
Philadelphia,Job Title,2017-10,Web Developer,Median Base Pay,"$69,826",-0.30%
Philadelphia,Job Title,2017-10,Business Development Manager,Median Base Pay,"$72,455",2.60%
Philadelphia,Job Title,2017-10,Data Scientist,Median Base Pay,"$99,040",-0.30%
Philadelphia,Job Title,2017-10,Buyer,Median Base Pay,"$60,005",1.40%
Philadelphia,Job Title,2017-10,Data Analyst,Median Base Pay,"$61,184",0.20%
Philadelphia,Job Title,2017-10,Electrical Engineer,Median Base Pay,"$80,263",-0.40%
Philadelphia,Job Title,2017-10,Attorney,Median Base Pay,"$102,333",-1.30%
Philadelphia,Job Title,2017-10,Human Resources Manager,Median Base Pay,"$75,883",-0.40%
Philadelphia,Job Title,2017-10,Technician,Median Base Pay,"$47,911",-0.60%
Philadelphia,Job Title,2017-10,Restaurant Cook,Median Base Pay,"$29,619",3.50%
Philadelphia,Job Title,2017-10,Production Manager,Median Base Pay,"$66,778",0.30%
Philadelphia,Job Title,2017-10,Manufacturing Engineer,Median Base Pay,"$74,247",0.20%
Philadelphia,Job Title,2017-10,Retail Key Holder,Median Base Pay,"$30,408",-0.10%
Philadelphia,Job Title,2017-10,Paralegal,Median Base Pay,"$50,961",0.90%
Philadelphia,Job Title,2017-10,Java Developer,Median Base Pay,"$77,428",-0.90%
Philadelphia,Job Title,2017-10,Warehouse Associate,Median Base Pay,"$45,340",3.10%
Philadelphia,Job Title,2017-10,Property Manager,Median Base Pay,"$58,624",0.80%
Philadelphia,Job Title,2017-10,Producer,Median Base Pay,"$57,250",0.30%
Philadelphia,Job Title,2017-10,Quality Engineer,Median Base Pay,"$74,472",-1.40%
Philadelphia,Job Title,2017-10,Operations Analyst,Median Base Pay,"$59,117",-0.20%
Philadelphia,Job Title,2017-10,Medical Assistant,Median Base Pay,"$35,820",-0.30%
Philadelphia,Job Title,2017-10,Tax Manager,Median Base Pay,"$100,975",0.00%
Philadelphia,Job Title,2017-10,Technical Editor,Median Base Pay,"$54,228",0.40%
Philadelphia,Job Title,2017-10,Truck Driver,Median Base Pay,"$55,551",2.90%
Philadelphia,Job Title,2017-10,Insurance Agent,Median Base Pay,"$45,712",4.00%
Philadelphia,Job Title,2017-10,Medical Technologist,Median Base Pay,"$59,612",1.50%
Philadelphia,Job Title,2017-10,Field Engineer,Median Base Pay,"$68,856",1.00%
Philadelphia,Job Title,2017-10,Machine Operator,Median Base Pay,"$44,429",-0.60%
Philadelphia,Job Title,2017-10,Communications Manager,Median Base Pay,"$73,621",0.90%
Philadelphia,Job Title,2017-10,Construction Laborer,Median Base Pay,"$42,411",2.80%
Philadelphia,Job Title,2017-10,Emergency Medical Technician,Median Base Pay,"$37,302",0.60%
Philadelphia,Job Title,2017-10,Web Designer,Median Base Pay,"$56,476",2.40%
Philadelphia,Job Title,2017-10,Maintenance Worker,Median Base Pay,"$38,066",-1.70%
Philadelphia,Job Title,2017-10,Barista,Median Base Pay,"$23,329",4.00%
Philadelphia,Job Title,2017-10,Bartender,Median Base Pay,"$35,147",0.00%
Philadelphia,Job Title,2017-10,Civil Engineer,Median Base Pay,"$71,627",0.00%
Philadelphia,Job Title,2017-10,Claims Adjuster,Median Base Pay,"$52,162",1.30%
Philadelphia,Job Title,2017-10,Certified Nursing Assistant,Median Base Pay,"$31,331",1.10%
Philadelphia,Job Title,2017-10,Customer Service Representative,Median Base Pay,"$39,830",1.80%
Philadelphia,Job Title,2017-10,Delivery Driver,Median Base Pay,"$38,144",1.90%
Philadelphia,Job Title,2017-10,Financial Advisor,Median Base Pay,"$60,421",2.60%
Philadelphia,Job Title,2017-10,Licensed Practical Nurse,Median Base Pay,"$53,258",2.20%
Philadelphia,Job Title,2017-10,Loan Officer,Median Base Pay,"$45,215",-0.80%
Philadelphia,Job Title,2017-10,Maintenance Technician,Median Base Pay,"$44,139",-1.30%
Philadelphia,Job Title,2017-10,Material Handler,Median Base Pay,"$36,490",1.50%
Philadelphia,Job Title,2017-10,Network Engineer,Median Base Pay,"$76,777",-0.60%
Philadelphia,Job Title,2017-10,Office Manager,Median Base Pay,"$50,758",-0.40%
Philadelphia,Job Title,2017-10,Pharmacist,Median Base Pay,"$119,451",-0.70%
Philadelphia,Job Title,2017-10,Process Engineer,Median Base Pay,"$80,919",0.30%
Philadelphia,Job Title,2017-10,Program Manager,Median Base Pay,"$79,070",-0.40%
Philadelphia,Job Title,2017-10,Research Assistant,Median Base Pay,"$31,669",0.40%
Philadelphia,Job Title,2017-10,Restaurant Manager,Median Base Pay,"$53,070",1.00%
Philadelphia,Job Title,2017-10,Security Officer,Median Base Pay,"$34,755",1.60%
Philadelphia,Job Title,2017-10,Server,Median Base Pay,"$36,202",0.40%
Philadelphia,Job Title,2017-10,Solutions Architect,Median Base Pay,"$109,163",0.90%
Philadelphia,Job Title,2017-10,Systems Engineer,Median Base Pay,"$79,622",0.30%
Philadelphia,Job Title,2017-10,Technical Support,Median Base Pay,"$50,413",0.80%
Philadelphia,Job Title,2017-10,UX Designer,Median Base Pay,"$75,081",-0.60%
Houston,Job Title,2017-10,Software Engineer,Median Base Pay,"$83,027",0.40%
Houston,Job Title,2017-10,Programmer Analyst,Median Base Pay,"$68,261",-1.40%
Houston,Job Title,2017-10,Consultant,Median Base Pay,"$83,997",-1.60%
Houston,Job Title,2017-10,Project Manager,Median Base Pay,"$82,899",-1.20%
Houston,Job Title,2017-10,Store Manager,Median Base Pay,"$51,166",2.30%
Houston,Job Title,2017-10,Business Analyst,Median Base Pay,"$71,154",0.80%
Houston,Job Title,2017-10,Cashier,Median Base Pay,"$26,508",2.00%
Houston,Job Title,2017-10,Financial Analyst,Median Base Pay,"$68,150",-0.20%
Houston,Job Title,2017-10,Administrative Assistant,Median Base Pay,"$41,669",-0.70%
Houston,Job Title,2017-10,Accountant,Median Base Pay,"$58,901",0.10%
Houston,Job Title,2017-10,Sales Representative,Median Base Pay,"$49,172",2.30%
Houston,Job Title,2017-10,Professor,Median Base Pay,"$96,694",0.10%
Houston,Job Title,2017-10,Registered Nurse,Median Base Pay,"$71,421",0.40%
Houston,Job Title,2017-10,Marketing Manager,Median Base Pay,"$72,769",-1.70%
Houston,Job Title,2017-10,Operations Manager,Median Base Pay,"$69,469",0.40%
Houston,Job Title,2017-10,Product Manager,Median Base Pay,"$95,077",-0.50%
Houston,Job Title,2017-10,Sales Manager,Median Base Pay,"$66,377",-0.80%
Houston,Job Title,2017-10,Teacher,Median Base Pay,"$51,046",1.10%
Houston,Job Title,2017-10,Bank Teller,Median Base Pay,"$28,458",2.80%
Houston,Job Title,2017-10,Customer Service Manager,Median Base Pay,"$54,507",-1.20%
Houston,Job Title,2017-10,Physical Therapist,Median Base Pay,"$75,596",-0.70%
Houston,Job Title,2017-10,Mechanical Engineer,Median Base Pay,"$81,058",0.50%
Houston,Job Title,2017-10,Recruiter,Median Base Pay,"$53,073",3.60%
Houston,Job Title,2017-10,Design Engineer,Median Base Pay,"$82,800",-0.20%
Houston,Job Title,2017-10,Pharmacy Technician,Median Base Pay,"$31,878",0.90%
Houston,Job Title,2017-10,Graphic Designer,Median Base Pay,"$47,314",-0.50%
Houston,Job Title,2017-10,Web Developer,Median Base Pay,"$71,733",-0.80%
Houston,Job Title,2017-10,Business Development Manager,Median Base Pay,"$78,645",2.20%
Houston,Job Title,2017-10,Data Scientist,Median Base Pay,"$104,168",-0.70%
Houston,Job Title,2017-10,Buyer,Median Base Pay,"$60,707",1.00%
Houston,Job Title,2017-10,Data Analyst,Median Base Pay,"$62,396",-0.20%
Houston,Job Title,2017-10,Electrical Engineer,Median Base Pay,"$82,659",-0.80%
Houston,Job Title,2017-10,Attorney,Median Base Pay,"$117,797",-1.70%
Houston,Job Title,2017-10,Human Resources Manager,Median Base Pay,"$80,150",-0.80%
Houston,Job Title,2017-10,Technician,Median Base Pay,"$47,228",-1.00%
Houston,Job Title,2017-10,Restaurant Cook,Median Base Pay,"$26,599",3.10%
Houston,Job Title,2017-10,Production Manager,Median Base Pay,"$70,098",-0.10%
Houston,Job Title,2017-10,Manufacturing Engineer,Median Base Pay,"$75,668",-0.30%
Houston,Job Title,2017-10,Retail Key Holder,Median Base Pay,"$28,872",-0.50%
Houston,Job Title,2017-10,Paralegal,Median Base Pay,"$53,432",0.50%
Houston,Job Title,2017-10,Java Developer,Median Base Pay,"$80,542",-1.30%
Houston,Job Title,2017-10,Warehouse Associate,Median Base Pay,"$40,621",2.70%
Houston,Job Title,2017-10,Property Manager,Median Base Pay,"$54,190",0.40%
Houston,Job Title,2017-10,Producer,Median Base Pay,"$57,550",-0.10%
Houston,Job Title,2017-10,Quality Engineer,Median Base Pay,"$74,143",-1.80%
Houston,Job Title,2017-10,Operations Analyst,Median Base Pay,"$61,547",-0.70%
Houston,Job Title,2017-10,Medical Assistant,Median Base Pay,"$34,999",-0.80%
Houston,Job Title,2017-10,Tax Manager,Median Base Pay,"$102,056",-0.40%
Houston,Job Title,2017-10,Technical Editor,Median Base Pay,"$54,222",0.00%
Houston,Job Title,2017-10,Truck Driver,Median Base Pay,"$53,460",2.50%
Houston,Job Title,2017-10,Insurance Agent,Median Base Pay,"$39,228",3.60%
Houston,Job Title,2017-10,Medical Technologist,Median Base Pay,"$57,089",1.10%
Houston,Job Title,2017-10,Field Engineer,Median Base Pay,"$71,527",0.60%
Houston,Job Title,2017-10,Machine Operator,Median Base Pay,"$40,782",-1.10%
Houston,Job Title,2017-10,Communications Manager,Median Base Pay,"$71,119",0.40%
Houston,Job Title,2017-10,Construction Laborer,Median Base Pay,"$36,823",2.40%
Houston,Job Title,2017-10,Emergency Medical Technician,Median Base Pay,"$38,113",0.20%
Houston,Job Title,2017-10,Web Designer,Median Base Pay,"$56,069",2.00%
Houston,Job Title,2017-10,Maintenance Worker,Median Base Pay,"$38,622",-2.20%
Houston,Job Title,2017-10,Barista,Median Base Pay,"$22,289",3.60%
Houston,Job Title,2017-10,Bartender,Median Base Pay,"$35,272",-0.40%
Houston,Job Title,2017-10,Civil Engineer,Median Base Pay,"$76,507",-0.40%
Houston,Job Title,2017-10,Claims Adjuster,Median Base Pay,"$51,055",0.90%
Houston,Job Title,2017-10,Certified Nursing Assistant,Median Base Pay,"$27,712",0.60%
Houston,Job Title,2017-10,Customer Service Representative,Median Base Pay,"$36,931",1.30%
Houston,Job Title,2017-10,Delivery Driver,Median Base Pay,"$35,936",1.50%
Houston,Job Title,2017-10,Financial Advisor,Median Base Pay,"$49,644",2.20%
Houston,Job Title,2017-10,Licensed Practical Nurse,Median Base Pay,"$47,498",1.80%
Houston,Job Title,2017-10,Loan Officer,Median Base Pay,"$44,907",-1.20%
Houston,Job Title,2017-10,Maintenance Technician,Median Base Pay,"$42,526",-1.80%
Houston,Job Title,2017-10,Material Handler,Median Base Pay,"$36,169",1.10%
Houston,Job Title,2017-10,Network Engineer,Median Base Pay,"$77,978",-1.00%
Houston,Job Title,2017-10,Office Manager,Median Base Pay,"$49,160",-0.80%
Houston,Job Title,2017-10,Pharmacist,Median Base Pay,"$114,452",-1.10%
Houston,Job Title,2017-10,Process Engineer,Median Base Pay,"$89,103",-0.10%
Houston,Job Title,2017-10,Program Manager,Median Base Pay,"$78,527",-0.80%
Houston,Job Title,2017-10,Research Assistant,Median Base Pay,"$30,976",-0.10%
Houston,Job Title,2017-10,Restaurant Manager,Median Base Pay,"$53,486",0.60%
Houston,Job Title,2017-10,Security Officer,Median Base Pay,"$34,546",1.20%
Houston,Job Title,2017-10,Server,Median Base Pay,"$30,528",0.00%
Houston,Job Title,2017-10,Solutions Architect,Median Base Pay,"$104,503",0.50%
Houston,Job Title,2017-10,Systems Engineer,Median Base Pay,"$75,368",-0.10%
Houston,Job Title,2017-10,Technical Support,Median Base Pay,"$48,526",0.40%
Houston,Job Title,2017-10,UX Designer,Median Base Pay,"$81,051",-1.00%
Seattle,Job Title,2017-10,Software Engineer,Median Base Pay,"$110,670",2.60%
Seattle,Job Title,2017-10,Programmer Analyst,Median Base Pay,"$82,352",0.70%
Seattle,Job Title,2017-10,Consultant,Median Base Pay,"$89,058",0.50%
Seattle,Job Title,2017-10,Project Manager,Median Base Pay,"$84,050",0.90%
Seattle,Job Title,2017-10,Store Manager,Median Base Pay,"$58,188",4.50%
Seattle,Job Title,2017-10,Business Analyst,Median Base Pay,"$77,395",2.90%
Seattle,Job Title,2017-10,Cashier,Median Base Pay,"$34,426",4.20%
Seattle,Job Title,2017-10,Financial Analyst,Median Base Pay,"$72,264",1.90%
Seattle,Job Title,2017-10,Administrative Assistant,Median Base Pay,"$47,632",1.40%
Seattle,Job Title,2017-10,Accountant,Median Base Pay,"$62,303",2.30%
Seattle,Job Title,2017-10,Sales Representative,Median Base Pay,"$53,138",4.50%
Seattle,Job Title,2017-10,Professor,Median Base Pay,"$99,393",2.30%
Seattle,Job Title,2017-10,Registered Nurse,Median Base Pay,"$78,313",2.50%
Seattle,Job Title,2017-10,Marketing Manager,Median Base Pay,"$86,518",0.40%
Seattle,Job Title,2017-10,Operations Manager,Median Base Pay,"$76,497",2.50%
Seattle,Job Title,2017-10,Product Manager,Median Base Pay,"$109,548",1.60%
Seattle,Job Title,2017-10,Sales Manager,Median Base Pay,"$71,605",1.30%
Seattle,Job Title,2017-10,Teacher,Median Base Pay,"$54,347",3.30%
Seattle,Job Title,2017-10,Bank Teller,Median Base Pay,"$32,329",4.90%
Seattle,Job Title,2017-10,Customer Service Manager,Median Base Pay,"$60,547",0.90%
Seattle,Job Title,2017-10,Physical Therapist,Median Base Pay,"$77,188",1.40%
Seattle,Job Title,2017-10,Mechanical Engineer,Median Base Pay,"$83,816",2.70%
Seattle,Job Title,2017-10,Recruiter,Median Base Pay,"$62,614",5.80%
Seattle,Job Title,2017-10,Design Engineer,Median Base Pay,"$84,691",1.90%
Seattle,Job Title,2017-10,Pharmacy Technician,Median Base Pay,"$40,420",3.00%
Seattle,Job Title,2017-10,Graphic Designer,Median Base Pay,"$59,425",1.60%
Seattle,Job Title,2017-10,Web Developer,Median Base Pay,"$87,595",1.30%
Seattle,Job Title,2017-10,Business Development Manager,Median Base Pay,"$86,016",4.40%
Seattle,Job Title,2017-10,Data Scientist,Median Base Pay,"$125,825",1.40%
Seattle,Job Title,2017-10,Buyer,Median Base Pay,"$71,067",3.10%
Seattle,Job Title,2017-10,Data Analyst,Median Base Pay,"$70,640",1.90%
Seattle,Job Title,2017-10,Electrical Engineer,Median Base Pay,"$89,437",1.30%
Seattle,Job Title,2017-10,Attorney,Median Base Pay,"$109,784",0.30%
Seattle,Job Title,2017-10,Human Resources Manager,Median Base Pay,"$85,037",1.30%
Seattle,Job Title,2017-10,Technician,Median Base Pay,"$52,978",1.10%
Seattle,Job Title,2017-10,Restaurant Cook,Median Base Pay,"$34,089",5.30%
Seattle,Job Title,2017-10,Production Manager,Median Base Pay,"$71,609",2.10%
Seattle,Job Title,2017-10,Manufacturing Engineer,Median Base Pay,"$79,420",1.80%
Seattle,Job Title,2017-10,Retail Key Holder,Median Base Pay,"$34,338",1.60%
Seattle,Job Title,2017-10,Paralegal,Median Base Pay,"$62,006",2.60%
Seattle,Job Title,2017-10,Java Developer,Median Base Pay,"$87,626",0.80%
Seattle,Job Title,2017-10,Warehouse Associate,Median Base Pay,"$50,626",4.80%
Seattle,Job Title,2017-10,Property Manager,Median Base Pay,"$62,570",2.50%
Seattle,Job Title,2017-10,Producer,Median Base Pay,"$76,779",2.00%
Seattle,Job Title,2017-10,Quality Engineer,Median Base Pay,"$83,329",0.30%
Seattle,Job Title,2017-10,Operations Analyst,Median Base Pay,"$66,534",1.40%
Seattle,Job Title,2017-10,Medical Assistant,Median Base Pay,"$44,676",1.40%
Seattle,Job Title,2017-10,Tax Manager,Median Base Pay,"$103,348",1.80%
Seattle,Job Title,2017-10,Technical Editor,Median Base Pay,"$77,593",2.10%
Seattle,Job Title,2017-10,Truck Driver,Median Base Pay,"$55,050",4.70%
Seattle,Job Title,2017-10,Insurance Agent,Median Base Pay,"$41,890",5.80%
Seattle,Job Title,2017-10,Medical Technologist,Median Base Pay,"$66,063",3.30%
Seattle,Job Title,2017-10,Field Engineer,Median Base Pay,"$74,000",2.70%
Seattle,Job Title,2017-10,Machine Operator,Median Base Pay,"$44,209",1.00%
Seattle,Job Title,2017-10,Communications Manager,Median Base Pay,"$86,704",2.60%
Seattle,Job Title,2017-10,Construction Laborer,Median Base Pay,"$51,486",4.60%
Seattle,Job Title,2017-10,Emergency Medical Technician,Median Base Pay,"$40,861",2.30%
Seattle,Job Title,2017-10,Web Designer,Median Base Pay,"$64,900",4.10%
Seattle,Job Title,2017-10,Maintenance Worker,Median Base Pay,"$48,843",-0.10%
Seattle,Job Title,2017-10,Barista,Median Base Pay,"$29,172",5.80%
Seattle,Job Title,2017-10,Bartender,Median Base Pay,"$37,642",1.70%
Seattle,Job Title,2017-10,Civil Engineer,Median Base Pay,"$75,417",1.80%
Seattle,Job Title,2017-10,Claims Adjuster,Median Base Pay,"$55,607",3.00%
Seattle,Job Title,2017-10,Certified Nursing Assistant,Median Base Pay,"$35,998",2.80%
Seattle,Job Title,2017-10,Customer Service Representative,Median Base Pay,"$43,487",3.50%
Seattle,Job Title,2017-10,Delivery Driver,Median Base Pay,"$44,969",3.70%
Seattle,Job Title,2017-10,Financial Advisor,Median Base Pay,"$53,319",4.40%
Seattle,Job Title,2017-10,Licensed Practical Nurse,Median Base Pay,"$51,940",4.00%
Seattle,Job Title,2017-10,Loan Officer,Median Base Pay,"$49,135",0.90%
Seattle,Job Title,2017-10,Maintenance Technician,Median Base Pay,"$51,286",0.30%
Seattle,Job Title,2017-10,Material Handler,Median Base Pay,"$39,734",3.20%
Seattle,Job Title,2017-10,Network Engineer,Median Base Pay,"$92,100",1.10%
Seattle,Job Title,2017-10,Office Manager,Median Base Pay,"$55,760",1.30%
Seattle,Job Title,2017-10,Pharmacist,Median Base Pay,"$127,154",1.00%
Seattle,Job Title,2017-10,Process Engineer,Median Base Pay,"$90,226",2.00%
Seattle,Job Title,2017-10,Program Manager,Median Base Pay,"$97,494",1.30%
Seattle,Job Title,2017-10,Research Assistant,Median Base Pay,"$33,573",2.10%
Seattle,Job Title,2017-10,Restaurant Manager,Median Base Pay,"$55,591",2.70%
Seattle,Job Title,2017-10,Security Officer,Median Base Pay,"$44,611",3.30%
Seattle,Job Title,2017-10,Server,Median Base Pay,"$36,777",2.10%
Seattle,Job Title,2017-10,Solutions Architect,Median Base Pay,"$115,397",2.60%
Seattle,Job Title,2017-10,Systems Engineer,Median Base Pay,"$93,249",2.00%
Seattle,Job Title,2017-10,Technical Support,Median Base Pay,"$52,448",2.60%
Seattle,Job Title,2017-10,UX Designer,Median Base Pay,"$96,484",1.10%
San Francisco,Job Title,2017-10,Software Engineer,Median Base Pay,"$119,663",2.60%
San Francisco,Job Title,2017-10,Programmer Analyst,Median Base Pay,"$87,232",0.70%
San Francisco,Job Title,2017-10,Consultant,Median Base Pay,"$97,828",0.60%
San Francisco,Job Title,2017-10,Project Manager,Median Base Pay,"$93,319",1.00%
San Francisco,Job Title,2017-10,Store Manager,Median Base Pay,"$65,805",4.50%
San Francisco,Job Title,2017-10,Business Analyst,Median Base Pay,"$85,301",2.90%
San Francisco,Job Title,2017-10,Cashier,Median Base Pay,"$33,667",4.20%
San Francisco,Job Title,2017-10,Financial Analyst,Median Base Pay,"$81,975",1.90%
San Francisco,Job Title,2017-10,Administrative Assistant,Median Base Pay,"$53,730",1.40%
San Francisco,Job Title,2017-10,Accountant,Median Base Pay,"$70,997",2.30%
San Francisco,Job Title,2017-10,Sales Representative,Median Base Pay,"$60,274",4.50%
San Francisco,Job Title,2017-10,Professor,Median Base Pay,"$129,643",2.30%
San Francisco,Job Title,2017-10,Registered Nurse,Median Base Pay,"$113,888",2.60%
San Francisco,Job Title,2017-10,Marketing Manager,Median Base Pay,"$97,824",0.40%
San Francisco,Job Title,2017-10,Operations Manager,Median Base Pay,"$85,765",2.50%
San Francisco,Job Title,2017-10,Product Manager,Median Base Pay,"$123,690",1.60%
San Francisco,Job Title,2017-10,Sales Manager,Median Base Pay,"$79,932",1.30%
San Francisco,Job Title,2017-10,Teacher,Median Base Pay,"$64,730",3.30%
San Francisco,Job Title,2017-10,Bank Teller,Median Base Pay,"$33,684",5.00%
