Metro,Type,Month,Dimension,Measure,Value,YoY
Chicago,Quick Facts,2018-05,U.S. Median Pay,U.S. Median Pay,"$52,070 ",1.30%
Chicago,Quick Facts,2018-05,Job Openings,Job Openings,"219,168",33.00%
Boston,Quick Facts,2018-05,Metro Median Pay,Metro Median Pay,"$59,913 ",2.00%
Boston,Quick Facts,2018-05,U.S. Median Pay,U.S. Median Pay,"$52,070 ",1.30%
Boston,Quick Facts,2018-05,Job Openings,Job Openings,"164,148",25.40%
Washington DC,Quick Facts,2018-05,Metro Median Pay,Metro Median Pay,"$59,872 ",1.90%
Washington DC,Quick Facts,2018-05,U.S. Median Pay,U.S. Median Pay,"$52,070 ",1.30%
Washington DC,Quick Facts,2018-05,Job Openings,Job Openings,"181,834",15.50%
National,Job Title,2018-05,Software Engineer,Median Base Pay,"$86,429 ",1.70%
National,Job Title,2018-05,Programmer Analyst,Median Base Pay,"$69,070 ",-0.10%
National,Job Title,2018-05,Consultant,Median Base Pay,"$73,266 ",1.00%
National,Job Title,2018-05,Project Manager,Median Base Pay,"$73,295 ",-0.30%
National,Job Title,2018-05,Store Manager,Median Base Pay,"$49,119 ",1.50%
National,Job Title,2018-05,Business Analyst,Median Base Pay,"$64,834 ",0.50%
National,Job Title,2018-05,Cashier,Median Base Pay,"$28,042 ",3.90%
National,Job Title,2018-05,Financial Analyst,Median Base Pay,"$63,629 ",2.20%
National,Job Title,2018-05,Administrative Assistant,Median Base Pay,"$39,264 ",0.80%
National,Job Title,2018-05,Accountant,Median Base Pay,"$56,251 ",1.60%
National,Job Title,2018-05,Sales Representative,Median Base Pay,"$47,848 ",2.30%
National,Job Title,2018-05,Professor,Median Base Pay,"$88,269 ",-0.80%
National,Job Title,2018-05,Registered Nurse,Median Base Pay,"$67,055 ",1.10%
National,Job Title,2018-05,Marketing Manager,Median Base Pay,"$69,132 ",2.10%
National,Job Title,2018-05,Operations Manager,Median Base Pay,"$67,048 ",0.00%
National,Job Title,2018-05,Product Manager,Median Base Pay,"$93,694 ",2.30%
National,Job Title,2018-05,Sales Manager,Median Base Pay,"$62,132 ",2.30%
National,Job Title,2018-05,Teacher,Median Base Pay,"$47,094 ",2.90%
National,Job Title,2018-05,Bank Teller,Median Base Pay,"$30,532 ",6.50%
National,Job Title,2018-05,Customer Service Manager,Median Base Pay,"$55,142 ",2.00%
National,Job Title,2018-05,Physical Therapist,Median Base Pay,"$73,406 ",-1.10%
National,Job Title,2018-05,Mechanical Engineer,Median Base Pay,"$74,849 ",2.90%
National,Job Title,2018-05,Recruiter,Median Base Pay,"$51,346 ",1.20%
National,Job Title,2018-05,Design Engineer,Median Base Pay,"$71,686 ",3.70%
National,Job Title,2018-05,Pharmacy Technician,Median Base Pay,"$30,648 ",2.90%
National,Job Title,2018-05,Graphic Designer,Median Base Pay,"$45,254 ",2.70%
National,Job Title,2018-05,Web Developer,Median Base Pay,"$66,676 ",4.70%
National,Job Title,2018-05,Business Development Manager,Median Base Pay,"$69,637 ",4.20%
National,Job Title,2018-05,Data Scientist,Median Base Pay,"$95,278 ",0.20%
National,Job Title,2018-05,Buyer,Median Base Pay,"$57,696 ",1.20%
National,Job Title,2018-05,Data Analyst,Median Base Pay,"$59,921 ",0.70%
National,Job Title,2018-05,Electrical Engineer,Median Base Pay,"$77,137 ",1.40%
National,Job Title,2018-05,Attorney,Median Base Pay,"$100,392 ",3.00%
National,Job Title,2018-05,Human Resources Manager,Median Base Pay,"$68,306 ",1.60%
National,Job Title,2018-05,Technician,Median Base Pay,"$45,491 ",0.20%
National,Job Title,2018-05,Restaurant Cook,Median Base Pay,"$28,722 ",1.50%
National,Job Title,2018-05,Production Manager,Median Base Pay,"$66,190 ",1.50%
National,Job Title,2018-05,Manufacturing Engineer,Median Base Pay,"$72,094 ",1.10%
National,Job Title,2018-05,Retail Key Holder,Median Base Pay,"$29,264 ",3.20%
National,Job Title,2018-05,Paralegal,Median Base Pay,"$48,278 ",0.70%
National,Job Title,2018-05,Java Developer,Median Base Pay,"$75,083 ",1.60%
National,Job Title,2018-05,Warehouse Associate,Median Base Pay,"$42,771 ",3.30%
National,Job Title,2018-05,Property Manager,Median Base Pay,"$50,706 ",2.70%
National,Job Title,2018-05,Producer,Median Base Pay,"$52,454 ",-0.20%
National,Job Title,2018-05,Quality Engineer,Median Base Pay,"$72,274 ",0.10%
National,Job Title,2018-05,Operations Analyst,Median Base Pay,"$54,332 ",3.10%
National,Job Title,2018-05,Medical Assistant,Median Base Pay,"$34,772 ",3.20%
National,Job Title,2018-05,Tax Manager,Median Base Pay,"$98,584 ",5.20%
National,Job Title,2018-05,Technical Editor,Median Base Pay,"$54,279 ",1.30%
National,Job Title,2018-05,Truck Driver,Median Base Pay,"$54,429 ",6.00%
National,Job Title,2018-05,Insurance Agent,Median Base Pay,"$42,045 ",-1.60%
National,Job Title,2018-05,Medical Technologist,Median Base Pay,"$53,919 ",1.80%
National,Job Title,2018-05,Field Engineer,Median Base Pay,"$70,242 ",1.90%
National,Job Title,2018-05,Machine Operator,Median Base Pay,"$38,342 ",1.00%
National,Job Title,2018-05,Communications Manager,Median Base Pay,"$65,720 ",-2.20%
National,Job Title,2018-05,Construction Laborer,Median Base Pay,"$39,187 ",1.40%
National,Job Title,2018-05,Emergency Medical Technician,Median Base Pay,"$34,905 ",2.90%
National,Job Title,2018-05,Web Designer,Median Base Pay,"$51,282 ",0.90%
National,Job Title,2018-05,Maintenance Worker,Median Base Pay,"$41,578 ",0.60%
National,Job Title,2018-05,Barista,Median Base Pay,"$24,493 ",3.40%
National,Job Title,2018-05,Bartender,Median Base Pay,"$31,860 ",-0.60%
National,Job Title,2018-05,Civil Engineer,Median Base Pay,"$67,740 ",1.50%
National,Job Title,2018-05,Claims Adjuster,Median Base Pay,"$53,283 ",3.70%
National,Job Title,2018-05,Certified Nursing Assistant,Median Base Pay,"$29,071 ",2.60%
National,Job Title,2018-05,Customer Service Representative,Median Base Pay,"$36,899 ",2.00%
National,Job Title,2018-05,Delivery Driver,Median Base Pay,"$38,446 ",2.30%
National,Job Title,2018-05,Financial Advisor,Median Base Pay,"$55,473 ",5.90%
National,Job Title,2018-05,Licensed Practical Nurse,Median Base Pay,"$42,670 ",2.40%
National,Job Title,2018-05,Loan Officer,Median Base Pay,"$44,592 ",-2.80%
National,Job Title,2018-05,Maintenance Technician,Median Base Pay,"$44,679 ",2.40%
National,Job Title,2018-05,Material Handler,Median Base Pay,"$36,305 ",4.00%
National,Job Title,2018-05,Network Engineer,Median Base Pay,"$69,141 ",0.40%
National,Job Title,2018-05,Office Manager,Median Base Pay,"$46,449 ",1.90%
National,Job Title,2018-05,Pharmacist,Median Base Pay,"$127,800 ",2.20%
National,Job Title,2018-05,Process Engineer,Median Base Pay,"$78,119 ",0.70%
National,Job Title,2018-05,Program Manager,Median Base Pay,"$76,111 ",0.40%
National,Job Title,2018-05,Research Assistant,Median Base Pay,"$30,410 ",-0.80%
National,Job Title,2018-05,Restaurant Manager,Median Base Pay,"$49,770 ",1.30%
National,Job Title,2018-05,Security Officer,Median Base Pay,"$35,600 ",4.20%
National,Job Title,2018-05,Server,Median Base Pay,"$33,355 ",1.30%
National,Job Title,2018-05,Solutions Architect,Median Base Pay,"$105,594 ",4.80%
National,Job Title,2018-05,Systems Engineer,Median Base Pay,"$79,348 ",1.90%
National,Job Title,2018-05,Technical Support,Median Base Pay,"$45,936 ",2.40%
National,Job Title,2018-05,UX Designer,Median Base Pay,"$76,799 ",-0.20%
Atlanta,Job Title,2018-05,Software Engineer,Median Base Pay,"$84,318 ",2.00%
Atlanta,Job Title,2018-05,Programmer Analyst,Median Base Pay,"$73,860 ",0.30%
Atlanta,Job Title,2018-05,Consultant,Median Base Pay,"$84,064 ",1.40%
Atlanta,Job Title,2018-05,Project Manager,Median Base Pay,"$77,830 ",0.00%
Atlanta,Job Title,2018-05,Store Manager,Median Base Pay,"$51,524 ",1.80%
Atlanta,Job Title,2018-05,Business Analyst,Median Base Pay,"$71,860 ",0.80%
Atlanta,Job Title,2018-05,Cashier,Median Base Pay,"$26,756 ",4.30%
Atlanta,Job Title,2018-05,Financial Analyst,Median Base Pay,"$65,435 ",2.60%
Atlanta,Job Title,2018-05,Administrative Assistant,Median Base Pay,"$40,676 ",1.10%
Atlanta,Job Title,2018-05,Accountant,Median Base Pay,"$57,220 ",2.00%
Atlanta,Job Title,2018-05,Sales Representative,Median Base Pay,"$51,395 ",2.70%
Atlanta,Job Title,2018-05,Professor,Median Base Pay,"$90,699 ",-0.50%
Atlanta,Job Title,2018-05,Registered Nurse,Median Base Pay,"$65,723 ",1.40%
Atlanta,Job Title,2018-05,Marketing Manager,Median Base Pay,"$76,633 ",2.40%
Atlanta,Job Title,2018-05,Operations Manager,Median Base Pay,"$70,663 ",0.40%
Atlanta,Job Title,2018-05,Product Manager,Median Base Pay,"$100,365 ",2.60%
Atlanta,Job Title,2018-05,Sales Manager,Median Base Pay,"$66,839 ",2.60%
Atlanta,Job Title,2018-05,Teacher,Median Base Pay,"$48,866 ",3.30%
Atlanta,Job Title,2018-05,Bank Teller,Median Base Pay,"$31,723 ",6.90%
Atlanta,Job Title,2018-05,Customer Service Manager,Median Base Pay,"$56,701 ",2.40%
Atlanta,Job Title,2018-05,Physical Therapist,Median Base Pay,"$74,594 ",-0.80%
Atlanta,Job Title,2018-05,Mechanical Engineer,Median Base Pay,"$74,054 ",3.30%
Atlanta,Job Title,2018-05,Recruiter,Median Base Pay,"$53,120 ",1.50%
Atlanta,Job Title,2018-05,Design Engineer,Median Base Pay,"$72,896 ",4.00%
Atlanta,Job Title,2018-05,Pharmacy Technician,Median Base Pay,"$29,270 ",3.30%
Atlanta,Job Title,2018-05,Graphic Designer,Median Base Pay,"$51,006 ",3.10%
Atlanta,Job Title,2018-05,Web Developer,Median Base Pay,"$77,436 ",5.10%
Atlanta,Job Title,2018-05,Business Development Manager,Median Base Pay,"$75,566 ",4.50%
Atlanta,Job Title,2018-05,Data Scientist,Median Base Pay,"$98,291 ",0.60%
Atlanta,Job Title,2018-05,Buyer,Median Base Pay,"$58,342 ",1.50%
Atlanta,Job Title,2018-05,Data Analyst,Median Base Pay,"$64,837 ",1.10%
Atlanta,Job Title,2018-05,Electrical Engineer,Median Base Pay,"$76,494 ",1.80%
Atlanta,Job Title,2018-05,Attorney,Median Base Pay,"$106,407 ",3.40%
Atlanta,Job Title,2018-05,Human Resources Manager,Median Base Pay,"$74,659 ",2.00%
Atlanta,Job Title,2018-05,Technician,Median Base Pay,"$45,493 ",0.60%
Atlanta,Job Title,2018-05,Restaurant Cook,Median Base Pay,"$27,079 ",1.90%
Atlanta,Job Title,2018-05,Production Manager,Median Base Pay,"$67,495 ",1.80%
Atlanta,Job Title,2018-05,Manufacturing Engineer,Median Base Pay,"$72,649 ",1.40%
Atlanta,Job Title,2018-05,Retail Key Holder,Median Base Pay,"$29,457 ",3.60%
Atlanta,Job Title,2018-05,Paralegal,Median Base Pay,"$53,663 ",1.00%
Atlanta,Job Title,2018-05,Java Developer,Median Base Pay,"$77,690 ",2.00%
Atlanta,Job Title,2018-05,Warehouse Associate,Median Base Pay,"$41,958 ",3.60%
Atlanta,Job Title,2018-05,Property Manager,Median Base Pay,"$53,947 ",3.00%
Atlanta,Job Title,2018-05,Producer,Median Base Pay,"$61,284 ",0.10%
Atlanta,Job Title,2018-05,Quality Engineer,Median Base Pay,"$70,919 ",0.50%
Atlanta,Job Title,2018-05,Operations Analyst,Median Base Pay,"$57,147 ",3.40%
Atlanta,Job Title,2018-05,Medical Assistant,Median Base Pay,"$35,620 ",3.60%
Atlanta,Job Title,2018-05,Tax Manager,Median Base Pay,"$104,535 ",5.50%
Atlanta,Job Title,2018-05,Technical Editor,Median Base Pay,"$55,984 ",1.70%
Atlanta,Job Title,2018-05,Truck Driver,Median Base Pay,"$53,034 ",6.30%
Atlanta,Job Title,2018-05,Insurance Agent,Median Base Pay,"$39,081 ",-1.20%
Atlanta,Job Title,2018-05,Medical Technologist,Median Base Pay,"$57,502 ",2.20%
Atlanta,Job Title,2018-05,Field Engineer,Median Base Pay,"$66,947 ",2.20%
Atlanta,Job Title,2018-05,Machine Operator,Median Base Pay,"$36,721 ",1.40%
Atlanta,Job Title,2018-05,Communications Manager,Median Base Pay,"$70,654 ",-1.90%
Atlanta,Job Title,2018-05,Construction Laborer,Median Base Pay,"$35,977 ",1.80%
Atlanta,Job Title,2018-05,Emergency Medical Technician,Median Base Pay,"$37,413 ",3.20%
Atlanta,Job Title,2018-05,Web Designer,Median Base Pay,"$59,035 ",1.20%
Atlanta,Job Title,2018-05,Maintenance Worker,Median Base Pay,"$38,882 ",0.90%
Atlanta,Job Title,2018-05,Barista,Median Base Pay,"$22,624 ",3.80%
Atlanta,Job Title,2018-05,Bartender,Median Base Pay,"$32,912 ",-0.30%
Atlanta,Job Title,2018-05,Civil Engineer,Median Base Pay,"$68,085 ",1.80%
Atlanta,Job Title,2018-05,Claims Adjuster,Median Base Pay,"$50,456 ",4.00%
Atlanta,Job Title,2018-05,Certified Nursing Assistant,Median Base Pay,"$26,551 ",3.00%
Atlanta,Job Title,2018-05,Customer Service Representative,Median Base Pay,"$37,654 ",2.40%
Atlanta,Job Title,2018-05,Delivery Driver,Median Base Pay,"$37,083 ",2.70%
Atlanta,Job Title,2018-05,Financial Advisor,Median Base Pay,"$52,697 ",6.30%
Atlanta,Job Title,2018-05,Licensed Practical Nurse,Median Base Pay,"$43,916 ",2.70%
Atlanta,Job Title,2018-05,Loan Officer,Median Base Pay,"$42,329 ",-2.40%
Atlanta,Job Title,2018-05,Maintenance Technician,Median Base Pay,"$47,187 ",2.80%
Atlanta,Job Title,2018-05,Material Handler,Median Base Pay,"$34,658 ",4.40%
Atlanta,Job Title,2018-05,Network Engineer,Median Base Pay,"$73,078 ",0.70%
Atlanta,Job Title,2018-05,Office Manager,Median Base Pay,"$48,016 ",2.30%
Atlanta,Job Title,2018-05,Pharmacist,Median Base Pay,"$119,214 ",2.50%
Atlanta,Job Title,2018-05,Process Engineer,Median Base Pay,"$77,477 ",1.10%
Atlanta,Job Title,2018-05,Program Manager,Median Base Pay,"$83,143 ",0.80%
Atlanta,Job Title,2018-05,Research Assistant,Median Base Pay,"$30,905 ",-0.50%
Atlanta,Job Title,2018-05,Restaurant Manager,Median Base Pay,"$52,381 ",1.60%
Atlanta,Job Title,2018-05,Security Officer,Median Base Pay,"$33,364 ",4.60%
Atlanta,Job Title,2018-05,Server,Median Base Pay,"$32,408 ",1.60%
Atlanta,Job Title,2018-05,Solutions Architect,Median Base Pay,"$116,154 ",5.20%
Atlanta,Job Title,2018-05,Systems Engineer,Median Base Pay,"$78,801 ",2.20%
Atlanta,Job Title,2018-05,Technical Support,Median Base Pay,"$44,340 ",2.80%
Atlanta,Job Title,2018-05,UX Designer,Median Base Pay,"$83,551 ",0.10%
New York City,Job Title,2018-05,Software Engineer,Median Base Pay,"$104,411 ",2.80%
New York City,Job Title,2018-05,Programmer Analyst,Median Base Pay,"$82,392 ",1.00%
New York City,Job Title,2018-05,Consultant,Median Base Pay,"$90,947 ",2.10%
New York City,Job Title,2018-05,Project Manager,Median Base Pay,"$86,635 ",0.70%
New York City,Job Title,2018-05,Store Manager,Median Base Pay,"$60,171 ",2.50%
New York City,Job Title,2018-05,Business Analyst,Median Base Pay,"$80,882 ",1.50%
New York City,Job Title,2018-05,Cashier,Median Base Pay,"$30,029 ",5.00%
New York City,Job Title,2018-05,Financial Analyst,Median Base Pay,"$78,132 ",3.30%
New York City,Job Title,2018-05,Administrative Assistant,Median Base Pay,"$49,169 ",1.80%
New York City,Job Title,2018-05,Accountant,Median Base Pay,"$64,193 ",2.70%
New York City,Job Title,2018-05,Sales Representative,Median Base Pay,"$56,956 ",3.40%
New York City,Job Title,2018-05,Professor,Median Base Pay,"$114,832 ",0.20%
New York City,Job Title,2018-05,Registered Nurse,Median Base Pay,"$87,136 ",2.20%
New York City,Job Title,2018-05,Marketing Manager,Median Base Pay,"$85,833 ",3.10%
New York City,Job Title,2018-05,Operations Manager,Median Base Pay,"$78,698 ",1.10%
New York City,Job Title,2018-05,Product Manager,Median Base Pay,"$111,094 ",3.30%
New York City,Job Title,2018-05,Sales Manager,Median Base Pay,"$78,358 ",3.40%
New York City,Job Title,2018-05,Teacher,Median Base Pay,"$65,645 ",4.00%
New York City,Job Title,2018-05,Bank Teller,Median Base Pay,"$34,516 ",7.70%
New York City,Job Title,2018-05,Customer Service Manager,Median Base Pay,"$63,616 ",3.10%
New York City,Job Title,2018-05,Physical Therapist,Median Base Pay,"$79,911 ",-0.10%
New York City,Job Title,2018-05,Mechanical Engineer,Median Base Pay,"$76,405 ",4.00%
New York City,Job Title,2018-05,Recruiter,Median Base Pay,"$63,374 ",2.30%
New York City,Job Title,2018-05,Design Engineer,Median Base Pay,"$80,263 ",4.80%
New York City,Job Title,2018-05,Pharmacy Technician,Median Base Pay,"$30,605 ",4.00%
New York City,Job Title,2018-05,Graphic Designer,Median Base Pay,"$59,155 ",3.80%
New York City,Job Title,2018-05,Web Developer,Median Base Pay,"$87,128 ",5.90%
New York City,Job Title,2018-05,Business Development Manager,Median Base Pay,"$84,528 ",5.30%
New York City,Job Title,2018-05,Data Scientist,Median Base Pay,"$113,668 ",1.30%
New York City,Job Title,2018-05,Buyer,Median Base Pay,"$72,129 ",2.20%
New York City,Job Title,2018-05,Data Analyst,Median Base Pay,"$72,020 ",1.80%
New York City,Job Title,2018-05,Electrical Engineer,Median Base Pay,"$80,193 ",2.50%
New York City,Job Title,2018-05,Attorney,Median Base Pay,"$132,477 ",4.10%
New York City,Job Title,2018-05,Human Resources Manager,Median Base Pay,"$87,074 ",2.70%
New York City,Job Title,2018-05,Technician,Median Base Pay,"$52,858 ",1.30%
New York City,Job Title,2018-05,Restaurant Cook,Median Base Pay,"$32,059 ",2.60%
New York City,Job Title,2018-05,Production Manager,Median Base Pay,"$77,823 ",2.60%
New York City,Job Title,2018-05,Manufacturing Engineer,Median Base Pay,"$75,051 ",2.20%
New York City,Job Title,2018-05,Retail Key Holder,Median Base Pay,"$34,560 ",4.30%
New York City,Job Title,2018-05,Paralegal,Median Base Pay,"$57,270 ",1.70%
New York City,Job Title,2018-05,Java Developer,Median Base Pay,"$86,174 ",2.70%
New York City,Job Title,2018-05,Warehouse Associate,Median Base Pay,"$41,887 ",4.40%
New York City,Job Title,2018-05,Property Manager,Median Base Pay,"$67,085 ",3.80%
New York City,Job Title,2018-05,Producer,Median Base Pay,"$78,536 ",0.80%
New York City,Job Title,2018-05,Quality Engineer,Median Base Pay,"$78,551 ",1.20%
New York City,Job Title,2018-05,Operations Analyst,Median Base Pay,"$72,538 ",4.10%
New York City,Job Title,2018-05,Medical Assistant,Median Base Pay,"$39,797 ",4.30%
New York City,Job Title,2018-05,Tax Manager,Median Base Pay,"$127,460 ",6.30%
New York City,Job Title,2018-05,Technical Editor,Median Base Pay,"$64,669 ",2.40%
New York City,Job Title,2018-05,Truck Driver,Median Base Pay,"$57,715 ",7.10%
New York City,Job Title,2018-05,Insurance Agent,Median Base Pay,"$42,810 ",-0.50%
New York City,Job Title,2018-05,Medical Technologist,Median Base Pay,"$62,898 ",2.90%
New York City,Job Title,2018-05,Field Engineer,Median Base Pay,"$77,202 ",2.90%
New York City,Job Title,2018-05,Machine Operator,Median Base Pay,"$39,625 ",2.10%
New York City,Job Title,2018-05,Communications Manager,Median Base Pay,"$82,533 ",-1.20%
New York City,Job Title,2018-05,Construction Laborer,Median Base Pay,"$46,688 ",2.50%
New York City,Job Title,2018-05,Emergency Medical Technician,Median Base Pay,"$38,999 ",3.90%
New York City,Job Title,2018-05,Web Designer,Median Base Pay,"$65,386 ",1.90%
New York City,Job Title,2018-05,Maintenance Worker,Median Base Pay,"$41,812 ",1.70%
New York City,Job Title,2018-05,Barista,Median Base Pay,"$27,670 ",4.50%
New York City,Job Title,2018-05,Bartender,Median Base Pay,"$35,811 ",0.40%
New York City,Job Title,2018-05,Civil Engineer,Median Base Pay,"$78,011 ",2.50%
New York City,Job Title,2018-05,Claims Adjuster,Median Base Pay,"$59,239 ",4.80%
New York City,Job Title,2018-05,Certified Nursing Assistant,Median Base Pay,"$37,387 ",3.70%
New York City,Job Title,2018-05,Customer Service Representative,Median Base Pay,"$43,698 ",3.10%
New York City,Job Title,2018-05,Delivery Driver,Median Base Pay,"$39,978 ",3.40%
New York City,Job Title,2018-05,Financial Advisor,Median Base Pay,"$61,569 ",7.00%
New York City,Job Title,2018-05,Licensed Practical Nurse,Median Base Pay,"$54,316 ",3.40%
New York City,Job Title,2018-05,Loan Officer,Median Base Pay,"$45,197 ",-1.70%
New York City,Job Title,2018-05,Maintenance Technician,Median Base Pay,"$47,137 ",3.50%
New York City,Job Title,2018-05,Material Handler,Median Base Pay,"$40,024 ",5.10%
New York City,Job Title,2018-05,Network Engineer,Median Base Pay,"$83,151 ",1.40%
New York City,Job Title,2018-05,Office Manager,Median Base Pay,"$57,910 ",3.00%
New York City,Job Title,2018-05,Pharmacist,Median Base Pay,"$124,997 ",3.30%
New York City,Job Title,2018-05,Process Engineer,Median Base Pay,"$83,609 ",1.80%
New York City,Job Title,2018-05,Program Manager,Median Base Pay,"$92,408 ",1.50%
New York City,Job Title,2018-05,Research Assistant,Median Base Pay,"$36,921 ",0.20%
New York City,Job Title,2018-05,Restaurant Manager,Median Base Pay,"$61,538 ",2.30%
New York City,Job Title,2018-05,Security Officer,Median Base Pay,"$40,111 ",5.30%
New York City,Job Title,2018-05,Server,Median Base Pay,"$35,420 ",2.30%
New York City,Job Title,2018-05,Solutions Architect,Median Base Pay,"$122,242 ",5.90%
New York City,Job Title,2018-05,Systems Engineer,Median Base Pay,"$88,328 ",2.90%
New York City,Job Title,2018-05,Technical Support,Median Base Pay,"$58,394 ",3.50%
New York City,Job Title,2018-05,UX Designer,Median Base Pay,"$93,785 ",0.90%
Los Angeles,Job Title,2018-05,Software Engineer,Median Base Pay,"$98,727 ",2.20%
Los Angeles,Job Title,2018-05,Programmer Analyst,Median Base Pay,"$80,071 ",0.50%
Los Angeles,Job Title,2018-05,Consultant,Median Base Pay,"$89,893 ",1.50%
Los Angeles,Job Title,2018-05,Project Manager,Median Base Pay,"$84,293 ",0.20%
Los Angeles,Job Title,2018-05,Store Manager,Median Base Pay,"$61,880 ",2.00%
Los Angeles,Job Title,2018-05,Business Analyst,Median Base Pay,"$75,134 ",1.00%
Los Angeles,Job Title,2018-05,Cashier,Median Base Pay,"$31,536 ",4.40%
Los Angeles,Job Title,2018-05,Financial Analyst,Median Base Pay,"$71,925 ",2.70%
Los Angeles,Job Title,2018-05,Administrative Assistant,Median Base Pay,"$47,265 ",1.30%
Los Angeles,Job Title,2018-05,Accountant,Median Base Pay,"$61,695 ",2.10%
Los Angeles,Job Title,2018-05,Sales Representative,Median Base Pay,"$55,305 ",2.80%
Los Angeles,Job Title,2018-05,Professor,Median Base Pay,"$110,104 ",-0.30%
Los Angeles,Job Title,2018-05,Registered Nurse,Median Base Pay,"$90,601 ",1.60%
Los Angeles,Job Title,2018-05,Marketing Manager,Median Base Pay,"$85,640 ",2.60%
Los Angeles,Job Title,2018-05,Operations Manager,Median Base Pay,"$76,870 ",0.60%
Los Angeles,Job Title,2018-05,Product Manager,Median Base Pay,"$106,926 ",2.80%
Los Angeles,Job Title,2018-05,Sales Manager,Median Base Pay,"$74,998 ",2.80%
Los Angeles,Job Title,2018-05,Teacher,Median Base Pay,"$62,264 ",3.40%
Los Angeles,Job Title,2018-05,Bank Teller,Median Base Pay,"$33,073 ",7.10%
Los Angeles,Job Title,2018-05,Customer Service Manager,Median Base Pay,"$64,126 ",2.60%
Los Angeles,Job Title,2018-05,Physical Therapist,Median Base Pay,"$90,097 ",-0.60%
Los Angeles,Job Title,2018-05,Mechanical Engineer,Median Base Pay,"$83,195 ",3.50%
Los Angeles,Job Title,2018-05,Recruiter,Median Base Pay,"$61,639 ",1.70%
Los Angeles,Job Title,2018-05,Design Engineer,Median Base Pay,"$85,012 ",4.20%
Los Angeles,Job Title,2018-05,Pharmacy Technician,Median Base Pay,"$36,988 ",3.50%
Los Angeles,Job Title,2018-05,Graphic Designer,Median Base Pay,"$57,745 ",3.30%
Los Angeles,Job Title,2018-05,Web Developer,Median Base Pay,"$82,041 ",5.30%
Los Angeles,Job Title,2018-05,Business Development Manager,Median Base Pay,"$80,541 ",4.70%
Los Angeles,Job Title,2018-05,Data Scientist,Median Base Pay,"$116,278 ",0.70%
Los Angeles,Job Title,2018-05,Buyer,Median Base Pay,"$63,427 ",1.70%
Los Angeles,Job Title,2018-05,Data Analyst,Median Base Pay,"$71,223 ",1.20%
Los Angeles,Job Title,2018-05,Electrical Engineer,Median Base Pay,"$86,678 ",1.90%
Los Angeles,Job Title,2018-05,Attorney,Median Base Pay,"$134,178 ",3.60%
Los Angeles,Job Title,2018-05,Human Resources Manager,Median Base Pay,"$84,996 ",2.10%
Los Angeles,Job Title,2018-05,Technician,Median Base Pay,"$52,171 ",0.70%
Los Angeles,Job Title,2018-05,Restaurant Cook,Median Base Pay,"$32,849 ",2.10%
Los Angeles,Job Title,2018-05,Production Manager,Median Base Pay,"$79,222 ",2.00%
Los Angeles,Job Title,2018-05,Manufacturing Engineer,Median Base Pay,"$80,690 ",1.60%
Los Angeles,Job Title,2018-05,Retail Key Holder,Median Base Pay,"$33,578 ",3.80%
Los Angeles,Job Title,2018-05,Paralegal,Median Base Pay,"$60,527 ",1.20%
