Metro,Type,Month,Dimension,Measure,Value,YoY
Atlanta,Job Title,2017-11,Software Engineer,Median Base Pay,"$84,484",1.80%
Atlanta,Job Title,2017-11,Programmer Analyst,Median Base Pay,"$70,220",-1.40%
Atlanta,Job Title,2017-11,Consultant,Median Base Pay,"$86,070",-0.10%
Atlanta,Job Title,2017-11,Project Manager,Median Base Pay,"$77,346",0.60%
Atlanta,Job Title,2017-11,Store Manager,Median Base Pay,"$50,518",3.10%
Atlanta,Job Title,2017-11,Business Analyst,Median Base Pay,"$71,289",2.60%
Atlanta,Job Title,2017-11,Cashier,Median Base Pay,"$26,327",3.70%
Atlanta,Job Title,2017-11,Financial Analyst,Median Base Pay,"$64,305",2.00%
Atlanta,Job Title,2017-11,Administrative Assistant,Median Base Pay,"$40,107",0.80%
Atlanta,Job Title,2017-11,Accountant,Median Base Pay,"$56,523",1.20%
Atlanta,Job Title,2017-11,Sales Representative,Median Base Pay,"$48,280",2.90%
Atlanta,Job Title,2017-11,Professor,Median Base Pay,"$89,866",0.30%
Atlanta,Job Title,2017-11,Registered Nurse,Median Base Pay,"$65,694",2.00%
Atlanta,Job Title,2017-11,Marketing Manager,Median Base Pay,"$74,634",0.80%
Atlanta,Job Title,2017-11,Operations Manager,Median Base Pay,"$69,201",1.30%
Atlanta,Job Title,2017-11,Product Manager,Median Base Pay,"$95,715",0.60%
Atlanta,Job Title,2017-11,Sales Manager,Median Base Pay,"$63,903",0.10%
Atlanta,Job Title,2017-11,Teacher,Median Base Pay,"$47,721",1.60%
Atlanta,Job Title,2017-11,Bank Teller,Median Base Pay,"$29,742",3.70%
Atlanta,Job Title,2017-11,Customer Service Manager,Median Base Pay,"$56,278",1.80%
Atlanta,Job Title,2017-11,Physical Therapist,Median Base Pay,"$74,648",0.10%
Atlanta,Job Title,2017-11,Mechanical Engineer,Median Base Pay,"$72,656",1.00%
Atlanta,Job Title,2017-11,Recruiter,Median Base Pay,"$51,681",2.70%
Atlanta,Job Title,2017-11,Design Engineer,Median Base Pay,"$73,081",3.10%
Atlanta,Job Title,2017-11,Pharmacy Technician,Median Base Pay,"$28,796",2.60%
Atlanta,Job Title,2017-11,Graphic Designer,Median Base Pay,"$50,416",1.70%
Atlanta,Job Title,2017-11,Web Developer,Median Base Pay,"$76,099",1.80%
Atlanta,Job Title,2017-11,Business Development Manager,Median Base Pay,"$74,522",2.40%
Atlanta,Job Title,2017-11,Data Scientist,Median Base Pay,"$95,226",-0.20%
Atlanta,Job Title,2017-11,Buyer,Median Base Pay,"$58,677",2.30%
Atlanta,Job Title,2017-11,Data Analyst,Median Base Pay,"$63,854",0.70%
Atlanta,Job Title,2017-11,Electrical Engineer,Median Base Pay,"$75,698",0.90%
Atlanta,Job Title,2017-11,Attorney,Median Base Pay,"$101,158",0.60%
Atlanta,Job Title,2017-11,Human Resources Manager,Median Base Pay,"$75,044",1.50%
Atlanta,Job Title,2017-11,Technician,Median Base Pay,"$44,854",0.80%
Atlanta,Job Title,2017-11,Restaurant Cook,Median Base Pay,"$26,620",4.40%
Atlanta,Job Title,2017-11,Production Manager,Median Base Pay,"$67,514",0.20%
Atlanta,Job Title,2017-11,Manufacturing Engineer,Median Base Pay,"$72,587",1.60%
Atlanta,Job Title,2017-11,Retail Key Holder,Median Base Pay,"$29,248",0.90%
Atlanta,Job Title,2017-11,Paralegal,Median Base Pay,"$53,312",3.20%
Atlanta,Job Title,2017-11,Java Developer,Median Base Pay,"$73,988",-3.60%
Atlanta,Job Title,2017-11,Warehouse Associate,Median Base Pay,"$40,573",4.10%
Atlanta,Job Title,2017-11,Property Manager,Median Base Pay,"$52,274",1.00%
Atlanta,Job Title,2017-11,Producer,Median Base Pay,"$61,315",1.30%
Atlanta,Job Title,2017-11,Quality Engineer,Median Base Pay,"$69,851",-0.20%
Atlanta,Job Title,2017-11,Operations Analyst,Median Base Pay,"$56,017",0.70%
Atlanta,Job Title,2017-11,Medical Assistant,Median Base Pay,"$34,845",1.30%
Atlanta,Job Title,2017-11,Tax Manager,Median Base Pay,"$99,613",0.40%
Atlanta,Job Title,2017-11,Technical Editor,Median Base Pay,"$53,061",1.40%
Atlanta,Job Title,2017-11,Truck Driver,Median Base Pay,"$51,223",4.00%
Atlanta,Job Title,2017-11,Insurance Agent,Median Base Pay,"$38,985",4.30%
Atlanta,Job Title,2017-11,Medical Technologist,Median Base Pay,"$57,414",4.20%
Atlanta,Job Title,2017-11,Field Engineer,Median Base Pay,"$67,660",2.30%
Atlanta,Job Title,2017-11,Machine Operator,Median Base Pay,"$36,986",-0.90%
Atlanta,Job Title,2017-11,Communications Manager,Median Base Pay,"$72,567",1.50%
Atlanta,Job Title,2017-11,Construction Laborer,Median Base Pay,"$35,469",2.80%
Atlanta,Job Title,2017-11,Emergency Medical Technician,Median Base Pay,"$36,889",2.90%
Atlanta,Job Title,2017-11,Web Designer,Median Base Pay,"$59,754",3.90%
Atlanta,Job Title,2017-11,Maintenance Worker,Median Base Pay,"$37,738",-1.60%
Atlanta,Job Title,2017-11,Barista,Median Base Pay,"$22,766",4.00%
Atlanta,Job Title,2017-11,Bartender,Median Base Pay,"$32,001",-4.70%
Atlanta,Job Title,2017-11,Civil Engineer,Median Base Pay,"$65,915",-0.60%
Atlanta,Job Title,2017-11,Claims Adjuster,Median Base Pay,"$49,475",1.60%
Atlanta,Job Title,2017-11,Certified Nursing Assistant,Median Base Pay,"$26,227",1.80%
Atlanta,Job Title,2017-11,Customer Service Representative,Median Base Pay,"$36,937",2.90%
Atlanta,Job Title,2017-11,Delivery Driver,Median Base Pay,"$36,326",3.20%
Atlanta,Job Title,2017-11,Financial Advisor,Median Base Pay,"$49,227",2.70%
Atlanta,Job Title,2017-11,Licensed Practical Nurse,Median Base Pay,"$43,109",2.60%
Atlanta,Job Title,2017-11,Loan Officer,Median Base Pay,"$40,973",-3.50%
Atlanta,Job Title,2017-11,Maintenance Technician,Median Base Pay,"$46,203",1.50%
Atlanta,Job Title,2017-11,Material Handler,Median Base Pay,"$34,905",2.00%
Atlanta,Job Title,2017-11,Network Engineer,Median Base Pay,"$75,407",1.20%
Atlanta,Job Title,2017-11,Office Manager,Median Base Pay,"$46,757",-0.20%
Atlanta,Job Title,2017-11,Pharmacist,Median Base Pay,"$119,031",1.10%
Atlanta,Job Title,2017-11,Process Engineer,Median Base Pay,"$78,033",1.50%
Atlanta,Job Title,2017-11,Program Manager,Median Base Pay,"$80,251",-0.10%
Atlanta,Job Title,2017-11,Research Assistant,Median Base Pay,"$31,109",0.80%
Atlanta,Job Title,2017-11,Restaurant Manager,Median Base Pay,"$51,967",0.80%
Atlanta,Job Title,2017-11,Security Officer,Median Base Pay,"$32,168",2.20%
Atlanta,Job Title,2017-11,Server,Median Base Pay,"$31,442",2.10%
Atlanta,Job Title,2017-11,Solutions Architect,Median Base Pay,"$112,778",0.10%
Atlanta,Job Title,2017-11,Systems Engineer,Median Base Pay,"$78,377",0.80%
Atlanta,Job Title,2017-11,Technical Support,Median Base Pay,"$43,919",3.30%
Atlanta,Job Title,2017-11,UX Designer,Median Base Pay,"$82,616",0.00%
New York City,Job Title,2017-11,Software Engineer,Median Base Pay,"$103,586",1.60%
New York City,Job Title,2017-11,Programmer Analyst,Median Base Pay,"$77,203",-1.60%
New York City,Job Title,2017-11,Consultant,Median Base Pay,"$91,970",-0.40%
New York City,Job Title,2017-11,Project Manager,Median Base Pay,"$84,705",0.30%
New York City,Job Title,2017-11,Store Manager,Median Base Pay,"$58,127",2.90%
New York City,Job Title,2017-11,Business Analyst,Median Base Pay,"$79,717",2.30%
New York City,Job Title,2017-11,Cashier,Median Base Pay,"$28,897",3.40%
New York City,Job Title,2017-11,Financial Analyst,Median Base Pay,"$75,528",1.70%
New York City,Job Title,2017-11,Administrative Assistant,Median Base Pay,"$47,763",0.50%
New York City,Job Title,2017-11,Accountant,Median Base Pay,"$62,661",0.90%
New York City,Job Title,2017-11,Sales Representative,Median Base Pay,"$53,592",2.70%
New York City,Job Title,2017-11,Professor,Median Base Pay,"$111,902",0.10%
New York City,Job Title,2017-11,Registered Nurse,Median Base Pay,"$85,676",1.70%
New York City,Job Title,2017-11,Marketing Manager,Median Base Pay,"$83,107",0.60%
New York City,Job Title,2017-11,Operations Manager,Median Base Pay,"$76,015",1.10%
New York City,Job Title,2017-11,Product Manager,Median Base Pay,"$105,643",0.40%
New York City,Job Title,2017-11,Sales Manager,Median Base Pay,"$73,578",-0.20%
New York City,Job Title,2017-11,Teacher,Median Base Pay,"$62,390",1.30%
New York City,Job Title,2017-11,Bank Teller,Median Base Pay,"$31,843",3.50%
New York City,Job Title,2017-11,Customer Service Manager,Median Base Pay,"$62,060",1.60%
New York City,Job Title,2017-11,Physical Therapist,Median Base Pay,"$78,549",-0.10%
New York City,Job Title,2017-11,Mechanical Engineer,Median Base Pay,"$73,198",0.80%
New York City,Job Title,2017-11,Recruiter,Median Base Pay,"$60,369",2.40%
New York City,Job Title,2017-11,Design Engineer,Median Base Pay,"$80,054",2.90%
New York City,Job Title,2017-11,Pharmacy Technician,Median Base Pay,"$29,689",2.40%
New York City,Job Title,2017-11,Graphic Designer,Median Base Pay,"$57,549",1.50%
New York City,Job Title,2017-11,Web Developer,Median Base Pay,"$83,629",1.50%
New York City,Job Title,2017-11,Business Development Manager,Median Base Pay,"$82,225",2.10%
New York City,Job Title,2017-11,Data Scientist,Median Base Pay,"$110,997",-0.50%
New York City,Job Title,2017-11,Buyer,Median Base Pay,"$71,421",2.00%
New York City,Job Title,2017-11,Data Analyst,Median Base Pay,"$69,715",0.50%
New York City,Job Title,2017-11,Electrical Engineer,Median Base Pay,"$77,257",0.60%
New York City,Job Title,2017-11,Attorney,Median Base Pay,"$122,367",0.30%
New York City,Job Title,2017-11,Human Resources Manager,Median Base Pay,"$85,981",1.20%
New York City,Job Title,2017-11,Technician,Median Base Pay,"$50,617",0.50%
New York City,Job Title,2017-11,Restaurant Cook,Median Base Pay,"$31,239",4.20%
New York City,Job Title,2017-11,Production Manager,Median Base Pay,"$76,334",0.00%
New York City,Job Title,2017-11,Manufacturing Engineer,Median Base Pay,"$73,748",1.40%
New York City,Job Title,2017-11,Retail Key Holder,Median Base Pay,"$33,199",0.60%
New York City,Job Title,2017-11,Paralegal,Median Base Pay,"$56,351",2.90%
New York City,Job Title,2017-11,Java Developer,Median Base Pay,"$79,634",-3.80%
New York City,Job Title,2017-11,Warehouse Associate,Median Base Pay,"$38,755",3.80%
New York City,Job Title,2017-11,Property Manager,Median Base Pay,"$63,918",0.70%
New York City,Job Title,2017-11,Producer,Median Base Pay,"$77,722",1.00%
New York City,Job Title,2017-11,Quality Engineer,Median Base Pay,"$76,067",-0.50%
New York City,Job Title,2017-11,Operations Analyst,Median Base Pay,"$70,243",0.40%
New York City,Job Title,2017-11,Medical Assistant,Median Base Pay,"$38,349",1.00%
New York City,Job Title,2017-11,Tax Manager,Median Base Pay,"$119,278",0.20%
New York City,Job Title,2017-11,Technical Editor,Median Base Pay,"$60,361",1.10%
New York City,Job Title,2017-11,Truck Driver,Median Base Pay,"$55,311",3.70%
New York City,Job Title,2017-11,Insurance Agent,Median Base Pay,"$42,103",4.10%
New York City,Job Title,2017-11,Medical Technologist,Median Base Pay,"$62,516",3.90%
New York City,Job Title,2017-11,Field Engineer,Median Base Pay,"$76,621",2.10%
New York City,Job Title,2017-11,Machine Operator,Median Base Pay,"$38,590",-1.20%
New York City,Job Title,2017-11,Communications Manager,Median Base Pay,"$82,964",1.30%
New York City,Job Title,2017-11,Construction Laborer,Median Base Pay,"$45,906",2.60%
New York City,Job Title,2017-11,Emergency Medical Technician,Median Base Pay,"$38,232",2.70%
New York City,Job Title,2017-11,Web Designer,Median Base Pay,"$66,968",3.70%
New York City,Job Title,2017-11,Maintenance Worker,Median Base Pay,"$38,937",-1.80%
New York City,Job Title,2017-11,Barista,Median Base Pay,"$27,209",3.80%
New York City,Job Title,2017-11,Bartender,Median Base Pay,"$34,171",-4.90%
New York City,Job Title,2017-11,Civil Engineer,Median Base Pay,"$75,150",-0.90%
New York City,Job Title,2017-11,Claims Adjuster,Median Base Pay,"$56,979",1.30%
New York City,Job Title,2017-11,Certified Nursing Assistant,Median Base Pay,"$35,890",1.50%
New York City,Job Title,2017-11,Customer Service Representative,Median Base Pay,"$41,816",2.70%
New York City,Job Title,2017-11,Delivery Driver,Median Base Pay,"$39,017",2.90%
New York City,Job Title,2017-11,Financial Advisor,Median Base Pay,"$57,142",2.40%
New York City,Job Title,2017-11,Licensed Practical Nurse,Median Base Pay,"$52,538",2.30%
New York City,Job Title,2017-11,Loan Officer,Median Base Pay,"$47,263",-3.70%
New York City,Job Title,2017-11,Maintenance Technician,Median Base Pay,"$46,178",1.20%
New York City,Job Title,2017-11,Material Handler,Median Base Pay,"$39,044",1.80%
New York City,Job Title,2017-11,Network Engineer,Median Base Pay,"$83,359",0.90%
New York City,Job Title,2017-11,Office Manager,Median Base Pay,"$55,718",-0.40%
New York City,Job Title,2017-11,Pharmacist,Median Base Pay,"$123,117",0.90%
New York City,Job Title,2017-11,Process Engineer,Median Base Pay,"$80,925",1.20%
New York City,Job Title,2017-11,Program Manager,Median Base Pay,"$87,687",-0.40%
New York City,Job Title,2017-11,Research Assistant,Median Base Pay,"$36,282",0.60%
New York City,Job Title,2017-11,Restaurant Manager,Median Base Pay,"$60,389",0.60%
New York City,Job Title,2017-11,Security Officer,Median Base Pay,"$37,825",2.00%
New York City,Job Title,2017-11,Server,Median Base Pay,"$34,444",1.80%
New York City,Job Title,2017-11,Solutions Architect,Median Base Pay,"$116,073",-0.10%
New York City,Job Title,2017-11,Systems Engineer,Median Base Pay,"$86,412",0.60%
New York City,Job Title,2017-11,Technical Support,Median Base Pay,"$56,624",3.00%
New York City,Job Title,2017-11,UX Designer,Median Base Pay,"$92,259",-0.20%
Los Angeles,Job Title,2017-11,Software Engineer,Median Base Pay,"$98,789",2.50%
Los Angeles,Job Title,2017-11,Programmer Analyst,Median Base Pay,"$76,523",-0.70%
Los Angeles,Job Title,2017-11,Consultant,Median Base Pay,"$91,914",0.50%
Los Angeles,Job Title,2017-11,Project Manager,Median Base Pay,"$84,188",1.20%
Los Angeles,Job Title,2017-11,Store Manager,Median Base Pay,"$61,169",3.80%
Los Angeles,Job Title,2017-11,Business Analyst,Median Base Pay,"$74,997",3.20%
Los Angeles,Job Title,2017-11,Cashier,Median Base Pay,"$30,907",4.30%
Los Angeles,Job Title,2017-11,Financial Analyst,Median Base Pay,"$70,931",2.60%
Los Angeles,Job Title,2017-11,Administrative Assistant,Median Base Pay,"$46,843",1.40%
Los Angeles,Job Title,2017-11,Accountant,Median Base Pay,"$61,326",1.80%
Los Angeles,Job Title,2017-11,Sales Representative,Median Base Pay,"$52,874",3.60%
Los Angeles,Job Title,2017-11,Professor,Median Base Pay,"$113,007",1.00%
Los Angeles,Job Title,2017-11,Registered Nurse,Median Base Pay,"$90,782",2.60%
Los Angeles,Job Title,2017-11,Marketing Manager,Median Base Pay,"$83,916",1.50%
Los Angeles,Job Title,2017-11,Operations Manager,Median Base Pay,"$75,370",2.00%
Los Angeles,Job Title,2017-11,Product Manager,Median Base Pay,"$103,123",1.30%
Los Angeles,Job Title,2017-11,Sales Manager,Median Base Pay,"$72,072",0.70%
Los Angeles,Job Title,2017-11,Teacher,Median Base Pay,"$60,345",2.20%
Los Angeles,Job Title,2017-11,Bank Teller,Median Base Pay,"$31,119",4.40%
Los Angeles,Job Title,2017-11,Customer Service Manager,Median Base Pay,"$63,869",2.50%
Los Angeles,Job Title,2017-11,Physical Therapist,Median Base Pay,"$90,967",0.80%
Los Angeles,Job Title,2017-11,Mechanical Engineer,Median Base Pay,"$81,434",1.70%
Los Angeles,Job Title,2017-11,Recruiter,Median Base Pay,"$60,238",3.30%
Los Angeles,Job Title,2017-11,Design Engineer,Median Base Pay,"$86,607",3.80%
